artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster,t-SNE-y,t-SNE-x,DBSCAN Core
Rae Sremmurd,Come Get Her,3ZIXxICkblegqF841yucgI,169159,76,0.184,0.687,212947,0.563,0.0318604,D,0.0681,-6.214,Major,0.163,185.056,04/4,0.112,Hip-Hop,A1,15.5212,-62.7766,1
Sean Leon,Matthew in the Middle (feat. Daniel Caesar),0ZEXvzAtZ0sHPh8f0fZACl,133838,52,0.277,0.397,221062,0.48,3.88e-05,F#,0.111,-9.005,Major,0.0494,117.079,03/4,0.184,Hip-Hop,A17,55.8169,0.572188,0
empty_field,London,77QumYYpnP6uONSEJxSFug,196151,71,0.0316,0.743,221062,0.651,1.83e-05,G#,0.0942,-4.452,Minor,0.176,137.184,05/4,0.511,Hip-Hop,A3,61.6801,20.6529,1
Ol' Dirty Bastard,Shimmy Shimmy Ya,5TvTBGLTKSwxL97GQhxaq6,20948,66,0.097,0.814,221062,0.481,3.83e-05,C,0.0495,-5.183,Major,0.245,96.252,04/4,0.193,Hip-Hop,A1,46.9189,-33.5062,1
Young Money,Every Girl,3Z3ANEnfT5iSJrNFJFHLQO,175905,52,0.00316,0.632,315320,0.73,0.0318604,F#,0.397,-5.895,Minor,0.245,76.067,04/4,0.762,Hip-Hop,A1,-57.5805,28.1669,1
21 Savage,break da law,3PC77wG6rvIoSo0EIVUzqp,201993,72,0.0493,0.904,177748,0.575,0.0318604,C#,0.256,-7.823,Major,0.346,141.039,04/4,0.359,Hip-Hop,A1,1.58418,-29.3834,1
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),5NbasL13ZyTu02X1R5XILi,146261,75,0.156,0.652,304607,0.795,0.0318604,B,0.123,-5.192,Minor,0.174,135.018,04/4,0.788,Hip-Hop,A1,37.5022,31.1009,1
empty_field,Got Em Like (feat. Wiz Khalifa),5nWMV6Tq8x5uTS7QKIr0qG,78252,55,0.00802,0.767,267598,0.585,0.0318604,B,0.0951,-9.984,Major,0.0529,140.026,04/4,0.597,Hip-Hop,A1,13.9347,18.4946,1
Big Sean,Play No Games,0wYICJWXotfxVWGZEbn1Wo,127726,58,0.0734,0.749,216653,0.701,0.0318604,C#,0.216,-3.914,Major,0.0513,81.479,04/4,0.351,Hip-Hop,A1,-11.4551,-24.6327,1
Big K.R.I.T.,Learned From Texas,2c0Ljhs9pXXMLJUisEFjb2,65190,53,0.0479,0.782,221062,0.751,0.0318604,D,0.0615,-4.995,Major,0.12,128.079,04/4,0.572,Hip-Hop,A1,12.0552,-66.3407,1
Wiz Khalifa,Goin Hard,06JvX7FobdW07Qa81nghOl,57794,56,0.0054,0.879,221062,0.827,0.000244,A#,0.229,-6.435,Minor,0.119,120.39,04/4,0.539,Hip-Hop,A1,-7.046,36.6033,1
Too $hort,Just Another Day,6vVKmhWMfCSBHCouSrX8Fu,91164,50,0.0173,0.854,441827,0.524,0.0318604,D,0.0713,-10.523,Major,0.112,97.913,04/4,0.636,Hip-Hop,A1,5.52754,-70.3137,1
empty_field,Work It,3rPKjADxzOrPipCQks4E8J,157403,72,0.0778,0.884,263227,0.677,0.0318604,C#,0.0732,-5.603,Major,0.283,101.868,04/4,0.584,Hip-Hop,A1,-1.60632,-40.582,1
Jason Derulo,Colors,3CuscN8itbT86pQFKQMIk7,157421,65,0.0435,0.717,199728,0.859,0.0318604,G#,0.0625,-4.514,Major,0.205,119.847,04/4,0.546,Hip-Hop,A1,32.3451,-7.57325,1
OutKast,Roses,3zNIlPXGjfKAH7PziR2rzP,195832,72,0.0481,0.751,221062,0.708,1.83e-05,C,0.107,-5.645,Major,0.0545,108.97,04/4,0.509,Hip-Hop,A1,43.974,-40.8343,1
Yung Pinch,Sail Away,5X6HkkTe8mUwkHo3Lccr6E,117651,54,0.0926,0.787,156238,0.483,0.0318604,F,0.204,-9.327,Minor,0.0811,122.926,04/4,0.185,Hip-Hop,A1,20.3505,65.9213,1
empty_field,200,3GhqWfDa2yNLRTxonhJZ9B,132676,54,0.00924,0.84,146987,0.65,0.0318604,C#,0.201,-6.708,Major,0.262,120.39,04/4,0.527,Hip-Hop,A1,-1.8726,-31.8942,1
Hopsin,The Old Us,5UYsSuc4S1pE5akZ6mjNyr,26106,62,0.428,0.435,274282,0.719,0.0318604,E,0.102,-6.82,Minor,0.149,120.39,04/4,0.137,Hip-Hop,A2,-39.8709,57.0629,1
Scarface,I Seen a Man Die,3IrcvqIf3ZiBhf3xdsctRX,189953,59,0.0022,0.692,272680,0.674,0.0318604,D,0.359,-5.523,Major,0.292,79.925,04/4,0.5,Hip-Hop,A1,13.5764,-72.6749,1
Don Omar,Perdido En Tus Ojos,5UIE8Pb27v9aK06EuaoHAf,136116,59,0.183,0.686,221062,0.883,2.12e-06,F,0.161,-4.587,Major,0.0322,120.39,04/4,0.753,Hip-Hop,A1,17.1044,48.427,1
Lil Baby,No Friends (feat. Rylo Rodriguez),7qs0Oo2WzKnOepRJhxEKxz,21652,65,0.00112,0.645,221062,0.595,0.0318604,G,0.084,-6.876,Major,0.258,159.929,04/4,0.461,Hip-Hop,A1,-48.4349,-15.8314,1
Gunna,Outta Sight Outta Mind,7xoZLwh1NrGzCL16ofdqc2,91234,56,0.159,0.931,234107,0.264,0.0318604,E,0.0921,-15.348,Minor,0.474,121.016,04/4,0.469,Hip-Hop,A2,-41.9495,47.7086,1
Kevin Gates,Jus Wanna,1UUMw2PSv5TddNzuqu4MVY,204073,47,0.0385,0.473,221062,0.679,0.0318604,D,0.139,-6.005,Minor,0.449,180.271,03/4,0.572,Hip-Hop,A7,57.1905,-4.6291,0
Three 6 Mafia,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),1l0zeniK8MayaQedrPUK9n,153632,56,0.00919,0.944,261973,0.839,0.0318604,B,0.0921,-4.141,Major,0.108,136.019,04/4,0.892,Hip-Hop,A1,14.5827,22.4956,1
Frank Ocean,Sierra Leone,3vcmTEyVvXvQCpgrMPTnA8,99022,59,0.213,0.532,148760,0.614,0.0173,G,0.109,-7.726,Major,0.0875,124.813,04/4,0.638,Hip-Hop,A1,-44.1411,-13.869,1
The Notorious B.I.G.,Suicidal Thoughts,4YyrDYM81G5ezzEVwKqXac,181832,63,0.44,0.506,170227,0.505,2.3e-05,G#,0.0938,-10.198,Major,0.444,120.39,04/4,0.0788,Hip-Hop,A1,25.0434,-5.08963,1
Big Sean,Paradise,4aai1PoVGPcspMhmzOzpZN,121800,48,0.0602,0.795,148133,0.63,0.0318604,G#,0.11,-5.71,Minor,0.256,127.954,04/4,0.222,Hip-Hop,A1,13.1349,-5.64618,1
Wifisfuneral,Neglect,74My82t6r6j68L3RPg18qL,92671,49,0.182,0.846,221062,0.763,0.000732,A#,0.146,-4.805,Minor,0.394,159.987,04/4,0.588,Hip-Hop,A1,-7.95605,41.7012,1
NF,Green Lights,2lUoYdMh7s36TR1l9pV5I2,56723,67,0.139,0.725,221062,0.659,0.0318604,A,0.106,-4.537,Major,0.246,160.062,04/4,0.56,Hip-Hop,A1,-26.5381,14.4342,1
empty_field,If You Know You Know,4Cgnghmoca0hDGHmA8zO4A,168200,69,0.0186,0.46,221062,0.697,0.0318604,F#,0.362,-5.954,Minor,0.325,153.426,04/4,0.701,Hip-Hop,A1,-57.717,24.4711,1
Abhi The Nomad,Somebody to Love,6jfDWPKNYiS0mf3uOb1VRn,193493,51,0.118,0.827,250000,0.525,0.00674,F#,0.107,-5.823,Minor,0.0309,119.985,04/4,0.883,Hip-Hop,A1,-53.1456,25.221,1
Ice-T,O.G. Original Gangster,4wt6R0P01bPdadD70JV6WD,143715,54,0.115,0.887,221062,0.847,8.24e-05,G,0.216,-10.885,Major,0.253,103.008,04/4,0.739,Hip-Hop,A1,-49.3669,-9.07707,1
empty_field,Ghostface Killers,7Cb44iSpT0L3oOd1bpLb2c,188118,76,0.331,0.782,268933,0.436,1.3e-05,D,0.342,-7.033,Major,0.155,82.994,04/4,0.243,Hip-Hop,A1,3.97622,-67.3673,1
Smino,BAM 2x,1ENopQBN8TscDtPhVAi3yp,208850,49,0.132,0.688,175392,0.43,1.34e-06,C#,0.629,-9.752,Major,0.362,76.439,04/4,0.489,Hip-Hop,A1,-18.8461,-41.3648,1
empty_field,Hot In Herre,4Hbe0lRKsXtDZ2wQIovz7I,133486,73,0.218,0.965,228227,0.736,0.0318604,A,0.0595,-5.005,Minor,0.144,107.07,04/4,0.921,Hip-Hop,A1,-8.15394,14.0265,1
Flipp Dinero,On Some,0r5jH9C9NsVJ8rkeM6Cac4,53568,54,0.0346,0.768,156522,0.846,0.0318604,C#,0.173,-7.134,Major,0.0762,137.984,04/4,0.342,Hip-Hop,A1,-5.45303,-29.6508,1
Ace Hood,Body 2 Body,5YApuJAjg0TfRdFqCwY4PF,119287,46,0.00252,0.603,221062,0.82,0.0318604,C#,0.178,-4.587,Minor,0.0566,152.057,04/4,0.561,Hip-Hop,A1,-35.4865,-45.9815,1
J. Cole,Rich Niggaz,3oP2vxUR2bjFCrU9YolGnM,196048,66,0.472,0.586,221062,0.717,0.00236,G#,0.104,-8.543,Minor,0.197,125.007,04/4,0.306,Hip-Hop,A1,15.9134,-0.806343,1
empty_field,What's In Your Heart? - From Swaecation,59tfllHFM3xmI3ZLEovGmx,133412,53,0.0965,0.865,254231,0.567,0.000993,A#,0.0874,-6.323,Minor,0.0773,90.951,04/4,0.3,Hip-Hop,A1,-7.12857,39.3026,1
Yunggoth✰,Idk How to Kill Myself,3SB9NuRdp2h4xAcC43vyup,204101,54,0.617,0.434,136620,0.656,0.00126,A#,0.107,-6.063,Major,0.0375,115.879,04/4,0.185,Hip-Hop,A1,-8.06063,49.8552,1
empty_field,Rush Hour,3V3cJ4vwb6Hp1Cr48lWxIN,114482,47,0.0937,0.62,121941,0.563,0.0318604,A#,0.231,-8.458,Minor,0.109,120.39,04/4,0.272,Hip-Hop,A1,-12.0511,45.2496,1
Mick Jenkins,Angles (feat. Noname & Xavier Omär),1rcu88dzWE5GyqtpuWvd0C,149380,58,0.57,0.598,221062,0.548,0.0318604,C,0.138,-9.317,Major,0.335,135.034,04/4,0.347,Hip-Hop,A1,49.7741,-31.4822,1
empty_field,48 Floors (feat. Mansa),6z3OqZBR4v3w6s0w6dSVhF,136636,56,0.725,0.443,223587,0.47,1.06e-06,A#,0.101,-8.587,Major,0.101,82.546,04/4,0.483,Hip-Hop,A1,-8.149,50.423,1
Kevin Flum,U Mad Bro,2Mb3zpobD0CvJGWv6NpsPy,67929,54,0.062,0.779,229068,0.644,0.0318604,A,0.0929,-6.954,Major,0.3,118.076,03/4,0.249,Hip-Hop,A4,60.797,1.52085,1
Ski Mask The Slump God,Winnie,11LOoQ3ZHFabBCY7GSd7dX,147732,50,0.302,0.617,221062,0.687,0.0318604,C#,0.128,-4.912,Major,0.359,155.976,04/4,0.504,Hip-Hop,A1,-7.11913,-34.0952,1
21 Savage,Numb,4WrsHPcyRlFL4uwDr99w7u,212086,70,0.0438,0.839,271307,0.437,2.75e-06,F,0.131,-11.344,Minor,0.285,82.008,04/4,0.464,Hip-Hop,A1,18.7128,64.0736,1
Meek Mill,Amen - feat. Drake,1QnKA8DJUfHnrFZvvWOs3Z,139059,54,0.178,0.503,221062,0.795,0.0318604,A#,0.042,-4.505,Major,0.335,149.981,04/4,0.265,Hip-Hop,A1,-6.14443,54.1237,1
LUCKI,Geek Monster,7tzARJkuF22M1yr4qAuGti,195614,48,0.00531,0.854,118230,0.511,0.134,G,0.111,-12.266,Major,0.215,129.995,04/4,0.358,Hip-Hop,A1,-51.9447,-12.4754,1
Imran Khan,Satisfya,1H58IIg9RfDAm7mz4QA2ma,203860,67,0.00451,0.726,180056,0.652,3.32e-05,C#,0.226,-7.764,Minor,0.11,163.879,04/4,0.803,Hip-Hop,A1,-37.8725,-47.223,1
Global Dan,Flossin,70BHlPrp4m7ChvQQaiz55x,106421,60,0.0435,0.644,149514,0.577,0.0318604,C,0.11,-8.52,Major,0.0703,144.268,04/4,0.393,Hip-Hop,A1,39.307,-31.6353,1
Kevin Gates,IDGAF,0Y7BBCP5ZWeb0rdyP97xDt,171359,49,0.00312,0.728,221062,0.55,0.0318604,D,0.0871,-6.049,Major,0.379,139.863,04/4,0.305,Hip-Hop,A1,5.76041,-63.7141,1
Yung Lean,Yoshi City,5FyR0TL98UajTLRWwkKGBg,200696,58,0.476,0.546,225080,0.53,0.0318604,C#,0.0955,-9.059,Major,0.211,128.209,04/4,0.227,Hip-Hop,A1,-14.5279,-18.3672,1
Kid Cudi,Trapped In My Mind,1cKUn88CVxNiTUN8mGW2XN,162568,54,0.5,0.819,221062,0.697,0.000339,C#,0.113,-8.148,Major,0.0339,119.005,04/4,0.787,Hip-Hop,A1,-3.81653,-39.9514,1
Gunna,Spending Addiction,6gFtgkh8ShkrJn52Cbdhxy,203208,66,0.704,0.89,186480,0.455,0.0318604,C#,0.101,-5.938,Major,0.438,124.964,04/4,0.663,Hip-Hop,A1,-18.874,-19.9087,1
Jason Derulo,Cheyenne,3YSefJ4OGYCIHNVowuSx7O,143283,57,0.0126,0.554,215107,0.768,7.13e-06,F#,0.122,-5.812,Minor,0.127,99.679,04/4,0.324,Hip-Hop,A1,-55.9321,26.0318,1
Sage The Gemini,Red Nose,18LE5EslSQkAlj3GeNM8SL,168996,58,0.435,0.856,221062,0.469,0.0318604,B,0.232,-5.708,Minor,0.133,97.549,04/4,0.75,Hip-Hop,A1,35.7382,25.7303,1
Ronny J,Banded Up (feat. XXXTENTACION),7iQmjnDXYngWGsbjVnDc1U,71832,71,0.0521,0.698,239814,0.731,0.0318604,G,0.122,-3.46,Major,0.15,157.035,04/4,0.312,Hip-Hop,A1,-43.8828,-17.239,1
Drake,Star67,2mwBSO58y92EYmEFpDfmS7,203011,63,0.747,0.478,294973,0.395,4.73e-06,D#,0.264,-7.917,Major,0.213,120.39,03/4,0.17,Hip-Hop,,58.4907,5.01835,0
Maninder Buttar,Sakhiyaan,6k4Dh6chY3SyrhfuxAbvrx,33859,57,0.3,0.706,179326,0.674,0.0318604,A,0.202,-5.932,Major,0.044,83.001,04/4,0.359,Hip-Hop,A1,-22.8681,9.60211,1
bbno$,thankful,6nO3tr47nr2P7f3hXb8JIo,159527,59,0.796,0.763,174222,0.444,0.0318604,G#,0.104,-7.635,Major,0.0356,135.03,04/4,0.603,Hip-Hop,A1,38.2847,-5.52151,1
Nipsey Hussle,Million While You Young (feat. The-Dream),77ZcTPHQJyyM5GsSdGJHWZ,126313,53,0.15,0.502,264093,0.696,0.0318604,A,0.382,-4.875,Minor,0.41,86.353,04/4,0.282,Hip-Hop,A1,-14.5646,10.5594,1
Jay Rock,Redemption (feat. SZA),1nT1WwzjraW3Iu8Pa8wXEi,62068,52,0.0907,0.659,211613,0.83,0.0318604,F#,0.133,-5.288,Major,0.286,144.017,04/4,0.332,Hip-Hop,A1,-65.2899,10.8964,1
YG,Bompton,0k7F8jyAXWooZyoA7SbAnM,49172,51,0.0768,0.658,221062,0.575,0.0318604,A#,0.0768,-6.765,Major,0.0331,95.004,04/4,0.0892,Hip-Hop,A1,-8.20457,55.0395,1
Shoreline Mafia,Musty (Bonus),4unlweROQ6ybeTvYCUvXIW,68247,48,0.00907,0.833,161558,0.203,5.91e-06,A#,0.124,-12.456,Minor,0.211,100.023,04/4,0.04,Hip-Hop,A1,-11.0566,44.617,1
Casper Magico,Quiere Fumar,04p1yF7yhjIslawhKscJpq,117565,59,0.216,0.817,254653,0.662,0.000501,F,0.241,-6.338,Minor,0.221,94.967,04/4,0.71,Hip-Hop,A1,26.3799,61.6611,1
"Tito ""El Bambino""",Siente El Boom,3a9TMd2Yrza6HXqqlfMtfy,176682,66,0.112,0.804,188733,0.745,0.0318604,E,0.0924,-5.805,Minor,0.0744,95.024,04/4,0.512,Hip-Hop,A2,-39.0538,51.9415,1
Usher,Moving Mountains,0oGQzg1mXclWsMhyIML2oK,208410,55,0.0856,0.72,298053,0.734,0.0318604,F#,0.303,-4.515,Major,0.0316,120.39,04/4,0.37,Hip-Hop,A1,-62.692,10.5134,1
Felly,Oceans V2,4kvArOUsrXUfcbTTzR0D0b,22005,50,0.318,0.731,237407,0.487,0.0318604,C#,0.105,-12.214,Major,0.394,84.921,04/4,0.482,Hip-Hop,A1,-16.5787,-23.9215,1
Ty Brasel,Meant For Me,2KT63Zb0ylsVMwJ5XB16DF,178530,47,0.0308,0.613,208368,0.603,0.0318604,F#,0.375,-6.985,Minor,0.132,159.127,04/4,0.387,Hip-Hop,A1,-56.2015,25.02,1
