artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster,t-SNE-y,t-SNE-x,DBSCAN Core
Tom Misch,South of the River,3LI4MmibTkXH5cGpCGZgyw,109964,63,0.0957,0.845,269815,0.57,0.414,C,0.0813,-8.441,Major,0.0802,113.003,04/4,0.466,R&B,R1,-41.4483,13.5369,1
empty_field,Dark Red,5Ss6DqCldgTmIo6BekVOJT,66791,68,0.449,0.603,224577,0.783,7.96e-06,F#,0.119,-4.023,Major,0.062,116.179,04/4,0.775,R&B,R1,10.7886,-27.8194,1
empty_field,You're Not the Man,3uNQRCQyZHrChtP6vIP7kV,29492,47,0.423,0.561,310000,0.36,9.35e-05,A,0.0526,-11.366,Major,0.0422,78.841,04/4,0.177,R&B,R1,-1.52313,20.8821,1
DRAMA,Billy,71PCx7SAZjmh8iEJHeIGx8,176763,62,0.197,0.845,213716,0.442,0.00543,G#,0.191,-9.698,Minor,0.0332,116.179,04/4,0.404,R&B,R1,-5.656,-51.7845,1
Charli XCX,After the Afterparty (feat. Lil Yachty) - Alan Walker Remix,163b7Q8tHbhbYH0JqjMG7e,192805,61,0.0728,0.595,224577,0.732,1.01e-05,G,0.244,-4.499,Major,0.0913,93.047,04/4,0.617,R&B,R1,-19.4602,-2.35498,1
empty_field,Weight in Gold - Brasstracks Remix,61iNNCmHl0YJ9Z4rftcLez,33351,38,0.0228,0.454,201020,0.579,6.55e-05,F,0.27,-4.5,Minor,0.342,119.435,04/4,0.403,R&B,R1,54.6445,11.6207,1
Mac Ayres,This Bag,13T7j5JFizfhmwX6YVP8tW,105059,55,0.79,0.639,132000,0.15,2.85e-06,G#,0.116,-13.881,Major,0.106,116.123,04/4,0.328,R&B,R1,-7.56983,-38.3258,1
Ginuwine,None Of Ur Friends Business,3tlrEhHxcRAP6dM8vgm07C,77449,45,0.243,0.83,365800,0.414,0.052974,A,0.627,-11.136,Minor,0.197,99.234,04/4,0.556,R&B,R1,12.1516,18.2946,1
Zico,SoulMate (feat. IU),3YmouyRz2z9DrPK0Z9W7dB,158754,64,0.234,0.855,224577,0.58,0.052974,F,0.0965,-6.951,Major,0.141,96.998,04/4,0.518,R&B,R1,36.9253,-5.80237,1
Kirk Franklin,He Reigns / Awesome God,3KwxfGupNXVbQnRz0FkOPp,181259,47,0.0789,0.772,266400,0.879,0.052974,D,0.657,-5.601,Major,0.188,105.004,04/4,0.602,R&B,R1,-35.7742,49.885,1
Lucky Daye,Ready For Love (Interlude),0w75KG0DuLDi6tdHmEMovD,79275,44,0.238,0.709,110853,0.613,0.000325,F#,0.128,-7.686,Major,0.0478,116.179,04/4,0.379,R&B,R1,16.0465,-28.1556,1
Trey Songz,Animal,71m8TLglSP4Naj0CVPd9pc,38441,61,0.0595,0.542,261213,0.577,1.24e-06,F,0.357,-6.77,Minor,0.0824,161.923,04/4,0.332,R&B,R1,56.894,13.4533,1
empty_field,"Moon, 12:04am",1rNop31kdDmSj3Ds6xhIeS,23844,49,0.955,0.568,223141,0.277,0.000397,F#,0.136,-10.992,Major,0.0287,114.753,04/4,0.178,R&B,R1,17.8236,-22.0392,1
empty_field,Vulture Baby,0zzIwJvtt9Mo995StimpVw,93082,49,0.747,0.531,74478,0.258,0.495,D,0.347,-19.575,Minor,0.0304,73.708,04/4,0.512,R&B,R1,8.48536,3.78704,0
Baeza,Far From Ready,73ulytYi8ArzDYj4bjEHwN,193781,43,0.243,0.798,231014,0.441,0.052974,A,0.124,-14.589,Major,0.159,126.985,04/4,0.463,R&B,R1,4.71477,17.1925,1
Ty Dolla $ign,Message In A Bottle,6TL46DCpPMiDysYOuqshlX,165592,47,0.0132,0.563,152067,0.434,4.82e-06,C#,0.331,-11.196,Major,0.223,116.179,03/4,0.543,R&B,R3,12.4357,43.1757,1
Chris Brown,Bitches N Marijuana,5HHp7kCo60ngJF9BI1u7nG,164028,65,0.337,0.559,254693,0.535,0.052974,D#,0.105,-8.136,Minor,0.274,116.179,04/4,0.62,R&B,R2,25.0216,65.4775,1
Toni Braxton,Un-Break My Heart,3rPx2SWzB73fqAfjR3liKj,211703,70,0.413,0.625,270333,0.426,0.052974,D,0.116,-8.392,Minor,0.0271,116.179,04/4,0.112,R&B,R1,-22.7377,46.6938,1
John Legend,Everybody Knows,0awxfCDcCm1TT6vx1CLFJH,43790,49,0.00495,0.609,275133,0.541,0.052974,G#,0.105,-5.458,Major,0.0287,89.97,04/4,0.455,R&B,R1,-12.8208,-31.3993,1
empty_field,To Be Loved,1cbEdomUDwbBWt9dSrHsQF,143371,41,0.822,0.454,261333,0.347,8.38e-05,A#,0.113,-9.272,Major,0.29,179.491,04/4,0.332,R&B,R1,69.027,-27.3913,1
empty_field,Rockin' That Thang - Album Version (Edited),05jMuaOV7rzHPuGyrX6Alc,156071,41,0.138,0.674,221933,0.612,0.052974,G#,0.334,-4.857,Major,0.0453,116.179,04/4,0.662,R&B,R1,-16.9844,-34.8285,1
empty_field,Deliver,6AeG6jSoAVbmUFO6LyYmBf,149818,54,0.137,0.721,206520,0.746,0.052974,E,0.253,-4.146,Major,0.174,143.965,04/4,0.837,R&B,R1,40.8373,29.2896,1
empty_field,Main Thang (feat. Dom Kennedy),1R8uexh18C6rWgBiUsZr6L,96641,55,0.0241,0.379,208562,0.638,0.052974,E,0.108,-5.79,Minor,0.138,116.179,04/4,0.514,R&B,R1,49.5556,40.225,1
Mariah Carey,Touch My Body,0iCUBrpsGH8xtIBE9Yy0iZ,213672,65,0.129,0.716,224577,0.666,0.052974,E,0.25,-7.719,Minor,0.0539,78.498,04/4,0.864,R&B,R1,52.0368,45.3428,1
Jorja Smith,Tomorrow,5At5yLByyzyylVctmoejzj,120545,62,0.611,0.642,224577,0.459,0.000156,D,0.113,-6.346,Minor,0.0432,80.19,04/4,0.128,R&B,R1,-22.2681,46.9214,1
ROSALÍA,MALDICIÓN - Cap.10: Cordura,6jreFSOTUAViWjKyzOC4Kg,68828,60,0.727,0.439,175254,0.31,1.25e-06,G#,0.112,-8.118,Major,0.0416,103.993,03/4,0.372,R&B,R3,10.3248,52.7826,1
Tori Kelly,Nobody Love,0p6TV5EUnJ5GcvxRdFytxv,132384,57,0.00634,0.753,203453,0.709,0.000896,C#,0.0967,-5.132,Minor,0.0347,99.966,04/4,0.572,R&B,R1,-40.2164,-53.5514,1
anders,Bad Guy,7m9rMmj2awusISshjoLX8E,185108,62,0.11,0.736,146773,0.468,0.052974,D#,0.107,-8.572,Minor,0.195,80.505,04/4,0.417,R&B,R2,25.5442,65.3886,1
Amber Mark,Regret,4BZC44FIVorUb4I76YK8uK,118039,44,0.673,0.492,224577,0.446,0.0737,G,0.213,-10.334,Minor,0.0354,135.987,04/4,0.037,R&B,R1,-19.1904,15.8559,1
empty_field,Crown,2aYz8D1hlaSRBG5yOFeBm8,121866,56,0.000561,0.62,197706,0.743,0.00354,C,0.353,-6.382,Major,0.175,188.037,04/4,0.567,R&B,R1,-59.1822,10.7294,1
anders,Rain,2XLDLXDfStaQTcnOhEQZrB,177124,49,0.124,0.692,206251,0.439,2.24e-06,D,0.109,-4.861,Major,0.0406,85.013,04/4,0.245,R&B,R1,-31.052,54.1342,1
Janelle Monáe,Make Me Feel,5NijSs5dAwaIybq1GaRTIe,67687,70,0.132,0.859,194230,0.413,0.052974,C#,0.334,-7.399,Major,0.182,115.035,04/4,0.697,R&B,R1,-59.0118,-28.2404,1
empty_field,Hello Tutorial,0uknnA7CnrkpSu5ozg0B7x,155431,61,0.675,0.739,202343,0.349,0.052974,C,0.326,-7.477,Major,0.0604,98.049,04/4,0.496,R&B,R1,-48.6277,8.50692,1
Mariah Carey,I Stay In Love,2FUNBaa5DwItJtYEBgAblU,131730,52,0.266,0.765,212000,0.607,0.052974,C#,0.0651,-4.631,Major,0.045,116.179,04/4,0.177,R&B,R1,-52.705,-23.0204,1
empty_field,Who Dis,0rlRBOBC8HUhuUliukRjhj,210680,50,0.155,0.717,200000,0.645,0.052974,F,0.122,-6.322,Minor,0.0615,137.832,04/4,0.461,R&B,R1,53.8689,6.03025,1
Masego,Girls That Dance,4OnOwfpbZCwHnFNDqgjOuS,176889,59,0.0694,0.72,205680,0.705,0.052974,C#,0.118,-7.686,Major,0.436,109.649,04/4,0.473,R&B,R1,-56.0229,-32.5103,1
Jacquees,I Know Better,1iSMI7Z9ZGjuYJDO8uKfZe,125348,50,0.0435,0.748,174253,0.627,0.052974,F,0.114,-5.806,Minor,0.191,135.109,04/4,0.565,R&B,R1,55.6855,7.65669,1
Gallant,Bone + Tissue,6ZLDD0V5cHIYBLk0QYgRf3,92534,45,0.16,0.34,221960,0.424,0.052974,G#,0.0819,-8.741,Minor,0.0695,85.198,03/4,0.229,R&B,R3,11.4326,52.6416,1
Tynisha Keli,I Wish You Loved Me,34o07PaANB4o1jQjsZQdLW,96943,47,0.21,0.38,224577,0.692,0.052974,C#,0.343,-4.24,Minor,0.0582,133.942,04/4,0.693,R&B,R1,-36.2643,-53.9966,1
Chris Brown,Turn Up the Music,62UQgDAEzQuKDwa0Lf8wt8,204519,64,0.000238,0.594,227973,0.841,2.22e-06,C#,0.156,-5.792,Major,0.102,129.925,04/4,0.643,R&B,R1,-59.2888,-21.6649,1
empty_field,S McGregor (interlude),4shgvM4ClrZeDiflNJwlGd,147713,20,0.922,0.422,16640,0.321,2.83e-06,C,0.179,-15.381,Major,0.304,176.961,05/4,0.361,R&B,,-6.09084,73.2334,0
Tevin Campbell,Shhh,3dYiRsPWOrgMtS0E9TDOsW,48247,50,0.171,0.547,294800,0.59,0.052974,G,0.0391,-9.194,Minor,0.0373,126.11,04/4,0.442,R&B,R1,-23.8605,16.7181,1
Solange,Jerrod,52YdLwPuNC8iLcWCnc4k2p,75591,69,0.915,0.409,182107,0.253,0.0278,D#,0.104,-9.88,Minor,0.0363,114.023,03/4,0.218,R&B,R5,21.9929,71.429,1
Sabrina Claudio,Unravel Me,40rjypnguxfhPy4Bbv5SWc,122468,66,0.476,0.387,245158,0.419,0.00179,E,0.122,-8.803,Minor,0.183,79.211,03/4,0.337,R&B,R3,23.9341,41.2551,1
empty_field,Sure Thing,2NCBjlH7FHEG7hXcnvUaWA,106370,75,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81,04/4,0.504,R&B,R1,30.4237,-46.5624,1
empty_field,Dualshock,4719foL6R25RSHSJ1shNaj,134345,43,0.716,0.698,206315,0.612,0.0771,A#,0.387,-10.334,Major,0.0709,135.004,04/4,0.104,R&B,R1,65.9249,-26,1
Lucy Pearl,Everyday,6R9XSrw2SoSC8g0PJXn7Un,68191,50,0.152,0.74,240467,0.644,0.052974,G#,0.0912,-4.873,Minor,0.261,81.741,04/4,0.881,R&B,R1,-9.50244,-55.3727,1
empty_field,Kajun,3ZBHTUImkPHovH7xf25rdv,46838,38,0.596,0.474,192187,0.474,0.000229,A#,0.12,-8.475,Major,0.565,116.179,04/4,0.446,R&B,R1,62.681,-21.5033,1
Tom Misch,Follow,0ryoOkpaDeSQRoYQGGJAxn,173199,55,0.113,0.785,224577,0.367,0.0633,E,0.0902,-8.483,Minor,0.0363,90.003,04/4,0.468,R&B,R1,49.5409,44.035,1
