artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster,t-SNE-y,t-SNE-x,DBSCAN Core
Stacey Kent,Quiet Nights of Quiet Stars - Live,1yf97yL1ll8FYXC27c9VTw,213425,51,0.918,0.564,333173,0.28,0.047,B,0.683,-16.137,Minor,0.0361,111.28,04-Apr,0.285,Jazz,J4,40.4547,-46.6888,1
Bill Evans,Minority,1DKyFVzIh1oa1fFnEmTkIl,40461,37,0.652,0.577,323773,0.424,0.0389,G,0.119,-15.822,Major,0.0496,117.82,03-Apr,0.449,Jazz,J1,-10.0611,-5.13209,1
Chuck Mangione,Feels So Good - Single Version,5Cbkcnp0iI2WgqVOhQgsgV,144709,37,0.344,0.608,266348,0.504,0.0171,F#,0.113,-12.431,Major,0.0432,104.801,04-Apr,0.602,Jazz,J6,-14.108,-65.8191,1
Flughand,Snug,4U4DBL2Zq1mb6ptnJY5gEu,207446,42,0.964,0.75,89006,0.126,0.949,D#,0.109,-12.691,Minor,0.137,51.998,03-Apr,0.278,Jazz,J3,-27.2324,64.0455,1
Moonchild,Hideaway,2yQaw1JxH8OybLYAvU4mQP,213978,35,0.738,0.765,219000,0.255,7.52e-06,G,0.257,-10.299,Major,0.0882,94.993,04-Apr,0.474,Jazz,J1,-28.8945,-6.12307,1
Anita Baker,You Bring Me Joy,6tRLpMmyh0DlURAR88cy7A,107041,47,0.174,0.482,264773,0.497,4.31e-06,A,0.107,-7.225,Major,0.0307,112.158,04-Apr,0.186,Jazz,J1,42.7835,1.63376,1
Nina Simone,Mississippi Goddam - Live In New York/1964,0AKbc9krjC18YAyriq5aD6,109355,38,0.684,0.552,296600,0.317,0.403158,E,0.365,-12.901,Minor,0.0688,159.037,04-Apr,0.853,Jazz,J2,63.3164,-21.1477,1
BADBADNOTGOOD,Hedron,6EzhwwLCAh8hKd8jp2uywN,181978,52,0.132,0.43,351876,0.639,0.942,D#,0.196,-8.125,Minor,0.0401,112.158,04-Apr,0.171,Jazz,J3,-24.0339,70.5336,1
Hailu Mergia,Sewnetuwa,0LDdkg2kTBr2b0IPzZHkw3,182536,31,0.184,0.429,368213,0.185,0.0145,F,0.0703,-11.186,Major,0.033,139.272,03-Apr,0.679,Jazz,J1,3.14425,1.22566,1
Madeleine Peyroux,Don't Wait Too Long,1UkgVvfSonKu45fC1Iv7ry,97233,48,0.834,0.723,189680,0.35,0.00753,D,0.103,-10.615,Major,0.111,105.606,04-Apr,0.309,Jazz,J1,17.4779,21.1825,1
empty_field,Steady,5BCwU5Bdcr3g0GqrqJ3FWg,34912,51,0.157,0.759,180000,0.644,0.403158,G#,0.237,-7.739,Major,0.21,92.374,04-Apr,0.452,Jazz,J1,-66.0985,-1.70913,1
empty_field,Cry Me A River,6py9IXQ8749CaR3s9C18ce,210027,48,0.943,0.304,303573,0.159,0.000786,E,0.104,-13.604,Minor,0.0313,176.537,03-Apr,0.247,Jazz,J2,45.8675,-19.6597,1
Malakoff Kowalski,My First Piano,6gtNiLJNLBcV0P6Juenstp,39911,38,0.995,0.49,184493,0.0134,0.958,C,0.0781,-27.075,Major,0.0489,110.632,04-Apr,0.224,Jazz,J1,-29.9308,18.8022,1
Gerald Albright,Champagne Life,0L09xVLPrvkCwG8f3ffBhP,28323,38,0.486,0.78,322160,0.71,0.0105,C,0.343,-6.81,Major,0.0691,96.473,04-Apr,0.539,Jazz,J1,-38.7316,33.6295,1
Liquid Tension Experiment,Paradigm Shift,1C0nyj6S7Dlmw3d5iN4PNg,177526,43,0.000326,0.295,535360,0.914,0.881,G,0.399,-3.411,Major,0.0526,137.44,04-Apr,0.654,Jazz,J1,-32.3614,-17.3727,1
Groove Armada,Jb and the Drive - Reboot's Heavy Traffic Rework,3m4whDGDxMpsqVzyfrgodr,83088,43,0.00142,0.795,266348,0.847,0.885,A#,0.123,-9.164,Minor,0.0669,126.016,04-Apr,0.272,Jazz,J1,6.36727,-35.7888,1
Larry Carlton,Sleepwalk,4Mww4WB7aRjVo6T8d85Lqr,137038,41,0.798,0.578,275226,0.254,0.966,F,0.0814,-14.193,Major,0.0276,66.642,04-Apr,0.18,Jazz,J1,13.9775,46.3242,1
Norman Brown,Won't You Stay,7iJKCWYipXGcWJNGC7RrUS,141836,37,0.588,0.574,266348,0.53,3.41e-05,G,0.158,-9.124,Minor,0.0685,83.778,04-Apr,0.365,Jazz,J1,-13.7415,-20.0911,1
Nina Simone,Since I Fell for You - Original Mix,5KQDGl3vAkNGyfvSbaW89E,199204,44,0.826,0.376,170320,0.207,2.68e-06,E,0.124,-11.719,Major,0.03,112.158,04-Apr,0.18,Jazz,J2,59.3216,-26.3096,1
Four Tet,Locked,06TjKIoPpBPI0PHF5V5IOn,138916,55,0.00237,0.783,509539,0.745,0.17,E,0.102,-11.5,Minor,0.0839,133.193,04-Apr,0.888,Jazz,J2,67.8497,-12.0266,1
Revocation,Of Unworldly Origin,54fZzxsreRmmE0O5QerG0A,155172,40,2.4e-05,0.302,269227,0.986,0.00346,F#,0.26,-5.046,Major,0.221,112.422,04-Apr,0.123,Jazz,J6,-10.5495,-71.3741,1
Gene Ammons,My Romance,4QksBPOns9inxD6gaAo4Zc,212929,55,0.945,0.464,254027,0.0059,0.904,C#,0.139,-22.41,Major,0.0608,95.18,04-Apr,0.297,Jazz,J1,-38.5271,-42.8862,1
Bernard Wright,Who Do You Love,48zmhujKvmDZhhZ3TVljaG,120683,39,0.186,0.71,266348,0.682,0.000112,C,0.0614,-12.625,Minor,0.0499,99.909,04-Apr,0.875,Jazz,J1,-15.0864,34.822,1
empty_field,I've got that tune,6Zm6fxOVPzyArjrNPx9LRe,191331,56,0.385,0.775,269987,0.785,0.824,E,0.645,-5.563,Minor,0.0434,90.119,04-Apr,0.81,Jazz,J2,69.6639,-22.0636,1
Sidney Bechet,Petite Fleur,63OzpVdDGsUJnNqN6q5O3z,155987,43,0.626,0.502,198107,0.239,0.193,G,0.0739,-12.21,Minor,0.0513,82.801,04-Apr,0.401,Jazz,J1,-14.9506,-18.2836,1
George Benson,Kisses in the Moonlight - 2015 GH Version,2X8GwyuNBiOJKLCLNaefOT,155049,43,0.186,0.629,233373,0.47,0.403158,F,0.174,-12.144,Major,0.049,88.136,04-Apr,0.543,Jazz,J1,20.0302,53.2444,1
Funkadelic,Standing on the Verge of Getting It On,2Z9bN4v0RG8TRkcgw3htap,30148,45,0.0582,0.747,266348,0.777,0.403158,G#,0.339,-7.374,Major,0.123,116.142,04-Apr,0.757,Jazz,J1,-69.326,-0.19329,1
Herbie Hancock,Actual Proof,5NQXHsUUF006GrtFD5NgDZ,202832,34,0.403,0.427,579760,0.818,0.228,A#,0.138,-10.912,Minor,0.0491,128.628,04-Apr,0.749,Jazz,J1,0.876179,-38.2696,1
Yppah,Never Mess With Sunday,3NxvntBHi894ndlef6WXuG,103649,47,0.00807,0.52,266348,0.561,0.485,F,0.142,-7.95,Major,0.0255,112.158,04-Apr,0.421,Jazz,J1,18.6768,56.0888,1
Chris Standring,Kaleidoscope,7B6m8tHAYZsOKOKMU5SR2n,124666,50,0.688,0.693,282507,0.446,0.866,D,0.104,-11.045,Major,0.0476,94.012,04-Apr,0.53,Jazz,J1,22.6784,21.0035,1
Takuya Kuroda,Do They Know,7mcyFvnlbyhHGol21v2AqD,120692,35,0.441,0.702,205120,0.435,0.000331,C,0.0869,-9.937,Major,0.36,92.882,04-Apr,0.625,Jazz,J1,-33.2444,38.449,1
The Contortionist,Return To Earth,53MHr9cjIlwet0mpmqNvjC,20222,44,0.00217,0.398,376147,0.699,0.0826,B,0.116,-6.357,Major,0.0374,151.02,04-Apr,0.0736,Jazz,J4,37.1301,-58.805,1
Hank Mobley,Split Feelin's - Remastered 1999/Rudy Van Gelder Edition,5rX9fqEGsHnQeEEsc1Cc3J,100213,33,0.75,0.578,295680,0.62,0.00262,G,0.0605,-9.269,Minor,0.0407,115.543,04-Apr,0.748,Jazz,J1,-15.8505,-21.306,1
Judy Garland,Over the Rainbow,5cau580dpKllHxNJeqOcFA,208157,50,0.901,0.231,166467,0.0426,0.000136,G#,0.153,-21.141,Major,0.0426,77.74,04-Apr,0.199,Jazz,J1,-56.6566,7.03838,1
empty_field,Stay The Same - Radio Edit,6uxcCb3i0ijX0mMnvFBUhr,106987,43,0.616,0.639,210751,0.549,0.0561,C#,0.181,-7.992,Minor,0.044,100.014,04-Apr,0.435,Jazz,J1,-41.3566,-52.5685,1
BluntOne,Sunny Side Up,1Z4heNalZg0ACcM6L8X25F,94224,56,0.117,0.61,112879,0.369,0.85,C#,0.0904,-6.919,Major,0.31,80.592,04-Apr,0.329,Jazz,J1,-55.986,-33.8764,1
empty_field,Lejos De Ti,0eUoteIvLPjqfHzhZaJX3S,162757,47,0.789,0.569,266348,0.631,0.403158,A,0.0446,-6.372,Major,0.0627,101.953,04-Apr,0.886,Jazz,J1,43.9208,-0.611682,1
BADBADNOTGOOD,"Confessions, Pt. III",7loNIteYiKMEZtPDJKqSt9,181223,32,0.0469,0.366,421060,0.347,0.831,A,0.128,-10.054,Major,0.0465,110.385,04-Apr,0.152,Jazz,J1,43.8333,4.23815,1
Funkadelic,Maggot Brain,58iT2lT6yiTwJyN8zlXrKt,183241,56,0.777,0.3,621107,0.353,0.478,E,0.406,-15.588,Minor,0.047,134.912,03-Apr,0.19,Jazz,J2,44.6769,-19.8608,1
Stan Getz,Melinda,0FwmAMxNdTC515HY3lexJR,175599,43,0.957,0.374,304427,0.0586,0.37,C,0.128,-23.128,Major,0.0349,83.917,03-Apr,0.201,Jazz,J1,-12.9837,9.97089,1
Acoustic Alchemy,Playing For Time,53akxtFXj2Qhty0JmRDihd,81834,34,0.591,0.65,364040,0.695,0.306,B,0.0577,-10.217,Minor,0.0346,89.953,04-Apr,0.905,Jazz,J4,32.6412,-51.3237,1
Bastien Keb,Oteh Washington,45Odbf97hv0mAbla6ID4hr,149993,32,0.47,0.722,219250,0.407,0.000284,E,0.095,-8.053,Minor,0.116,112.158,04-Apr,0.775,Jazz,J2,67.0548,-15.286,1
leaf beach,Solitude,5T2r7GqWsBWDVykw4f109T,51193,62,0.199,0.844,266348,0.521,0.937,E,0.136,-7.993,Minor,0.0763,87.998,04-Apr,0.118,Jazz,J2,62.9034,-16.8944,1
Candy Dulfer,Lily Was Here,0fYVliAYKHuPmECRs1pbRf,158397,33,0.41,0.754,261240,0.693,0.041,E,0.0623,-5.79,Minor,0.0279,112.158,04-Apr,0.965,Jazz,J2,68.3737,-15.0627,1
Roberta Gambarini,Smoke Gets in Your Eyes / All the Things You Are,5LLMYWdANGwQTfGtTi30Bp,94772,50,0.813,0.485,353040,0.157,1.25e-06,G#,0.135,-17.984,Major,0.0452,114.897,04-Apr,0.237,Jazz,J1,-59.621,7.94575,1
Chuck Loeb,Sierra Nevada,39BChuVf1wVChgjeunv5vW,68838,50,0.291,0.672,262200,0.559,0.506,F,0.0821,-8.545,Minor,0.0286,78.008,04-Apr,0.731,Jazz,J1,43.3165,41.1906,1
Minthaze,Supreme,4atgiEFQzhuk5P7qYUGymo,205288,33,0.0107,0.794,109622,0.847,0.462,C#,0.291,-5.197,Major,0.0609,81.048,04-Apr,0.672,Jazz,J1,-51.5603,-35.2148,1
empty_field,XO,6xCjojbSta8pCNyMYDiKkO,68629,49,0.0537,0.676,174360,0.746,0.403158,D,0.357,-6.196,Major,0.0328,109.044,04-Apr,0.58,Jazz,J1,15.6158,17.167,1
Koop,Let's Elope,3xCbSNjV1zn4npU4Ce9lfq,156481,29,0.426,0.723,194680,0.701,0.268,F,0.0926,-9.23,Major,0.0348,114.751,04-Apr,0.738,Jazz,J1,17.4362,52.1912,1
Kelsea Ballerini,End of the World,3MxUDEw31beZO6uol0Hca4,94253,48,0.187,0.597,208280,0.708,3.94e-06,E,0.108,-6.32,Major,0.0357,107.036,04-Apr,0.401,Jazz,J2,60.8234,-27.8722,1
Kelsea Ballerini,My Favorite Things,7MCA96OI2kPzmDM4Bmz0lo,127402,45,0.679,0.422,230286,0.357,2.49e-05,D,0.129,-9.647,Minor,0.0351,79.801,03-Apr,0.41,Jazz,J1,13.1238,0.777209,1
empty_field,Strawberry Letter 23,1jhtxc7ON8ZzgvWGPwWXUN,192531,53,0.139,0.519,239907,0.483,0.000218,A,0.365,-12.795,Minor,0.0277,171.028,04-Apr,0.772,Jazz,J1,55.0794,16.2332,1
David Benoit,Le Grand,23cs3f5e8dQ3UUOFHHv4D5,63225,31,0.632,0.666,325627,0.499,0.858,F,0.0941,-13.455,Minor,0.0427,81.002,04-Apr,0.894,Jazz,J1,46.6595,43.8499,1
Gabriel Garzón-Montano,Everything Is Everything,043dDJ9u0PQ3ooAXMgcwOe,23010,42,0.724,0.839,253271,0.598,0.0192,C#,0.101,-5.582,Major,0.175,171.72,04-Apr,0.946,Jazz,J1,-53.8023,-34.8011,1
Joe Corfield,6am,1O511V5CS2utjWfaQOQrpQ,102766,47,0.8,0.745,123000,0.265,0.959,B,0.0717,-10.678,Major,0.0708,88.477,04-Apr,0.422,Jazz,J4,37.2118,-63.3192,1
Kenny G,The Way We Were,0yVq58uQ2Bp2OVADYlLHNk,87807,37,0.266,0.267,170360,0.394,0.0788,D#,0.108,-8.909,Major,0.0383,166.721,04-Apr,0.0414,Jazz,J3,-16.8877,67.4512,1
Benny Goodman,And the Angels Sing - Remastered,4zuVHTYCBbS8SmTv5qsX9V,82242,37,0.877,0.607,190813,0.391,0.00767,A#,0.204,-11.81,Major,0.102,118.47,04-Apr,0.668,Jazz,J1,22.583,-23.289,1
Bonobo,Dismantling Frank,4eqF33UK2ljNgbZ1GC1Q0x,131873,32,0.55,0.533,309733,0.403,0.911,B,0.0766,-11.936,Minor,0.0331,176.061,03-Apr,0.11,Jazz,J4,42.1164,-42.2279,1
Stan Getz,The Girl From Ipanema - Single Version,5KKA2xfuxPgOpSlCuBpOAQ,189340,46,0.949,0.697,167533,0.165,0.000937,F,0.106,-16.527,Minor,0.038,130.929,04-Apr,0.522,Jazz,J1,37.6523,51.5966,1
John Coltrane Quartet,Too Young To Go Steady,1SMBpLpsV7xLtVyKDgwl83,55128,26,0.944,0.544,263400,0.185,0.226,F,0.0725,-13.697,Major,0.0378,128.563,04-Apr,0.285,Jazz,J1,11.1621,50.2267,1
Slave,Son Of Slide,4yUUVfwvxtMecOQ2fI7a7j,35794,39,0.00384,0.687,266348,0.714,0.544,D,0.0845,-10.626,Major,0.0316,115.542,04-Apr,0.962,Jazz,J1,20.5751,14.1211,1
empty_field,Our Love Is Easy - Live,61B0ZJUGohiLnnzCG9lKvR,168343,46,0.946,0.347,382307,0.0719,0.0266,F#,0.695,-20.843,Minor,0.0355,112.727,04-Apr,0.114,Jazz,J6,-5.63893,-62.5815,1
empty_field,Barbados,4WzsycqZkpkS48H9AAAGux,207831,37,0.732,0.592,497560,0.332,0.66,F,0.717,-15.609,Major,0.0606,95.07,04-Apr,0.621,Jazz,J1,21.6022,46.4018,1
Etta James,"Do Right Woman, Do Right Man",13EpmgPUF4KL4TlXOGqUPD,211519,41,0.614,0.429,266348,0.415,6.53e-06,D,0.165,-6.782,Major,0.0293,143.912,03-Apr,0.428,Jazz,J1,15.154,0.124615,1
empty_field,Musings to Myself,5z0JxMOYND2ZhuxDqeN2Jf,116420,36,0.0147,0.495,266348,0.577,0.856,A,0.118,-6.282,Minor,0.0305,154.897,04-Apr,0.921,Jazz,J1,57.7375,6.93785,1
Guts,And the Living Is Easy,7hNT08Aa0p2Wpozs1tAAoN,141747,62,0.0643,0.874,313168,0.575,0.21,F,0.557,-10.022,Major,0.0432,114.984,04-Apr,0.571,Jazz,J1,21.3629,48.5618,1
Four Tet,Evening Side - Oneohtrix Point Never Edit,5Ysq5wZM9uFeH2lKOBVlah,61391,45,0.0522,0.41,242000,0.67,0.869,G,0.159,-9.418,Major,0.146,119.975,04-Apr,0.179,Jazz,J1,-32.7966,-15.8869,1
Johnny Mathis,Sleigh Ride,1wHYW9DMUwi4soiFwU6b25,58033,56,0.698,0.605,266348,0.664,0.403158,C#,0.121,-8.95,Major,0.0274,112.158,04-Apr,0.886,Jazz,J1,-40.5134,-36.7331,1
empty_field,Blue In Green (Take 3),3PJfLReoJPOCi3stJnFXKj,209979,59,0.974,0.376,325787,0.111,0.849,D,0.0874,-20.011,Minor,0.0531,112.158,04-Apr,0.107,Jazz,J1,8.59947,27.0243,1
empty_field,Return of the Rainman,5uZD2015uZBis6B2VwRYUZ,182181,29,0.697,0.675,529827,0.385,0.626,D#,0.366,-15.797,Minor,0.0303,125.001,04-Apr,0.231,Jazz,J3,-18.5709,71.0961,1
Ray Charles,Georgia on My Mind,51516Jfm20ELlfibEItWAa,144282,39,0.752,0.304,372627,0.289,0.403158,E,0.756,-10.963,Minor,0.0432,147.176,03-Apr,0.154,Jazz,J2,44.7871,-19.5435,1
empty_field,Apple Gravitate Toward Core of Star,6hWZkMkMZgTInqcWddDBRF,160009,33,0.0659,0.505,200558,0.926,0.803,F,0.183,-3.705,Minor,0.0533,87.095,04-Apr,0.849,Jazz,J1,43.74,42.4994,1
Cannonball Adderley,Waltz For Debby,7welBMxkOuKzuJ1VLAa8PC,78823,37,0.698,0.556,317987,0.258,5.56e-05,F,0.0954,-11.745,Major,0.0412,83.964,04-Apr,0.414,Jazz,J1,10.6668,50.382,1
Flitz&Suppe,So Much to See - Original Version,2c3jpiVWrH2l8O5HHRkJ5e,50996,35,0.822,0.581,205714,0.418,0.568,C#,0.101,-9.199,Major,0.0367,83.972,04-Apr,0.565,Jazz,J1,-45.6575,-41.1498,1
leaf beach,Ebb & Flow,54j9PZemdN8evxTZb32GHn,201080,43,0.834,0.657,123799,0.137,0.769,E,0.104,-19.201,Minor,0.325,117.926,04-Apr,0.415,Jazz,J2,63.388,-23.3549,1
Nat King Cole Trio,Straighten Up And Fly Right,3ecc8UTM48hMOkqGDnP6I4,79681,38,0.968,0.638,146733,0.203,0.000403,F,0.122,-14.071,Minor,0.128,166.848,04-Apr,0.68,Jazz,J1,39.914,49.5215,1
empty_field,Be Good (Lion's Song),2xgk9GoalEjOBHrZ6TWVqv,66271,35,0.836,0.474,386867,0.235,0.000115,A#,0.135,-11.613,Major,0.0449,137.93,04-Apr,0.295,Jazz,J1,19.314,-22.1593,1
BluntOne,Loved Ones,77Fg4U5G7kejajeLbBh9HK,137719,57,0.163,0.811,99765,0.181,0.88,E,0.0861,-11.996,Minor,0.446,38.498,04-Apr,0.469,Jazz,J2,64.0398,-22.9515,1
B0nds,cuban fantasy,0g8tuHKuNtpW27JArpkRTs,37831,2,0.8,0.654,266348,0.562,0.00683,A,0.0922,-6.39,Minor,0.459,79.274,04-Apr,0.501,Jazz,J1,64.8077,9.41584,0
Stan Getz,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,3oWBMOzkjjkCmV6abncBUd,189152,50,0.956,0.532,266348,0.195,0.00112,A,0.119,-15.761,Minor,0.0391,128.423,04-Apr,0.473,Jazz,J1,52.894,15.1067,1
Gail Jhonson,Feel Good Groove,04WFtR0Y7bmbP852bErZC8,210519,32,0.215,0.677,230440,0.586,0.878,E,0.121,-12.79,Minor,0.034,108.007,04-Apr,0.551,Jazz,J2,65.9834,-19.1733,1
empty_field,Empezar,1ckU1EhAO0Nr73QYw24SWJ,22901,40.9632,0.962,0.339,128220,0.261,0.911,C,0.117,-15.626,Major,0.0342,107.586,03-Apr,0.23,Jazz,J1,-14.1089,9.59271,1
