artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster,t-SNE-y,t-SNE-x,DBSCAN Core
Giuseppe Verdi,"Rigoletto, Act I: Giovanna, ho dei rimorsi",3ghXwIS6cr3P5InauKlqFy,20860,11,0.942,0.326,259640,0.128,0.243824,D,0.148,-17.784,Major,0.0666,71.223,03-Apr,0.134,Opera,O1,5.17315,-8.30735,1
Jules Massenet,"Werther / Act 3: ""Va! Laisse couler mes larmes""",4XP4FH4AJi68w9bUW6ndOu,91508,13,0.99,0.172,259640,0.0529,0.0605,G,0.0861,-23.845,Minor,0.048,86.292,04-Apr,0.0345,Opera,O1,17.0869,35.3593,1
empty_field,"Faust, CG 4, Act II: Act II: Le veau d'or est toujours debout (Mephistopheles, Chorus)",1k9RH6F1RuWSeP5Nw4PMJN,201473,8,0.984,0.561,259640,0.459,0.000486,C,0.676,-17.611,Minor,0.515,112.164,04-Apr,0.383,Opera,,-5.51954,20.2781,0
Giuseppe Verdi,"Macbeth, Act II: Si colmi il calice (Live)",1LJdXxqYLqC1hP7dqawFBS,181157,13.4024,0.919,0.477,119800,0.169,0.243824,A#,0.139,-18.076,Major,0.129,101.874,04-Apr,0.419,Opera,O1,-17.9906,19.2363,1
Tullio Serafin,La Wally (1997 Digital Remaster): Ebben?...Ne andrò lontana,0R7PBooCMiE4gJlE8pEpi6,64036,10,0.98,0.151,294973,0.104,0.065,E,0.243,-15.048,Major,0.0435,80.826,04-Apr,0.0381,Opera,O1,47.1685,-31.0179,1
Gioachino Rossini,"La Cenerentola / Act 2: Ah, signor, s'è ver che in petto",3HeGmDq62kDDsJT5q7qyDS,54750,11,0.98,0.34,322533,0.258,0.00124,A#,0.0598,-17.113,Major,0.139,77.273,04-Apr,0.223,Opera,O1,-21.4835,19.0182,1
Gaetano Donizetti,"Lucia di Lammermoor: ""Spargi d'amaro pianto"" (Alastair Miles, Anthony Michaels-Moore, Coro, Andrea Rost)",5KaEIEmNRXDUEkshfwdUvc,198403,6,0.914,0.377,259640,0.15,5.58e-05,F,0.658,-16.882,Major,0.0769,101.874,03-Apr,0.0809,Opera,O1,12.1421,-46.1395,1
Jacques Offenbach,Gaîté parisienne : Polka,1x2l87hu1rrlS7xCBEy6Nk,188236,8,0.899,0.473,78840,0.112,0.0699,F,0.273,-21.56,Minor,0.0477,166.956,04-Apr,0.494,Opera,O1,-9.5828,-37.7741,1
Richard Wagner,"Die Walkure, WWV 86B: Act I: Kuhlende Labung gab mir der Quell (Siegmund, Sieglinde)",2SYvX2G6D5SD6BpijIOBpG,205341,6,0.954,0.238,308707,0.201,8.63e-05,F,0.258,-16.104,Major,0.0384,102.028,03-Apr,0.114,Opera,O1,9.78126,-44.994,1
Luciano Pavarotti,La strada del bosco,33EkERURm0CQE5imnxBY3k,189318,10,0.962,0.283,208200,0.307,8.81e-06,D,0.348,-13.776,Major,0.0466,101.874,03-Apr,0.298,Opera,O1,5.00198,-3.2088,1
Antonio Caldara,Come raggio di sol,2d0vfUmGzDVEZtEWvPkqPo,213356,13,0.986,0.156,162400,0.152,0.0287,C,0.167,-18.955,Minor,0.0433,84.842,04-Apr,0.0384,Opera,O1,-8.95254,47.3922,1
Gioachino Rossini,Overture Matilde di Shabran,1tiRYDcaGpY00I903sN6bu,143859,13,0.741,0.331,594040,0.17,0.619,A,0.11,-19.876,Major,0.0545,141.924,04-Apr,0.158,Opera,O1,49.6746,29.9402,1
Georges Bizet,"Les pêcheurs de perles: Je crois entendre encore, caché sous les palmiers",7qCAVkHWZkF44OzOUKf8Cr,188341,11,0.831,0.121,240560,0.191,0.697,A,0.122,-19.706,Minor,0.0356,93.266,04-Apr,0.0383,Opera,O1,36.4762,16.3643,1
Richard Wagner,"Die Walküre, WWV 86B, Act I (Highlights): Entzückend Bangen zehrt mein Herz",6P1BSX5TK3V4o3HeP4Fk0p,117810,23,0.95,0.277,261893,0.166,0.00112,C,0.153,-19.753,Major,0.041,86.45,04-Apr,0.08,Opera,O1,-29.8861,57.6637,1
empty_field,"12 Trio Sonatas, Op. 1, Sonata XII in B-Flat Major, Tal M I, 12: I. Grave, adagio",3OZbFDjb8PcmW3WUfZGv9L,37368,9,0.954,0.168,259640,0.0521,0.00251,A#,0.118,-19.563,Major,0.0387,82.182,04-Apr,0.143,Opera,O1,-24.4402,17.0299,1
Georges Bizet,Carmen Suite No. 1: Prélude. Andante moderato (Prelude to Act I),4x7MtLQahQnGNt75jWt752,139293,18,0.91,0.154,72813,0.242,0.899,A#,0.101,-14.544,Major,0.0324,101.874,04-Apr,0.0759,Opera,O1,-24.0478,11.925,1
Florilegium,Concerto In G Major RV 101,577M06tqh2BwsT1qqZOBM1,202777,16,0.988,0.455,255560,0.0626,0.464,C#,0.133,-22.389,Major,0.0461,125.619,04-Apr,0.533,Opera,O1,-51.4617,-14.984,1
empty_field,"Tosca / Act 1: ""Ah! Finalmente!""",5PaQkcDTFaIpxhCq2HMbN2,88204,8,0.95,0.239,140267,0.104,0.398,D,0.3,-20.825,Minor,0.0447,90.859,04-Apr,0.038,Opera,O1,24.8815,-2.93193,1
Richard Wagner,"Das Rheingold, WWV 86A, Scene 1 (Highlights): Weia! Waga! Woge, du Welle!",3h5bLveJTRUPSzvNqAy2hS,191901,28,0.863,0.397,89373,0.212,1.4e-05,C,0.131,-24.143,Major,0.039,92.53,04-Apr,0.118,Opera,O1,-28.0979,59.4194,1
Gaetano Donizetti,"La fille du régiment / Act 1: ""Ah! mes amis, quel jour de fête!""",53BZ6XygAoubR5DU5w38Vq,150177,45,0.978,0.443,103867,0.308,0.00312,D#,0.198,-14.819,Major,0.0858,85.464,04-Apr,0.502,Opera,O1,-29.8412,-43.5847,1
Felicity Lott,"Allerseelen No. 8, Op. 10",5mKB2ImeCdfKrJcqVm1jtA,205991,5,0.99,0.355,211693,0.0643,7.99e-05,D#,0.117,-21.049,Major,0.0522,34.308,04-Apr,0.0367,Opera,O1,-34.093,-37.6692,1
Andreas Scholl,Quando Corpus,77VoVeeYoVio9EFeaJo7Sd,30057,23,0.993,0.219,177834,0.0606,0.076,D,0.186,-17.95,Minor,0.04,101.874,03-Apr,0.0742,Opera,O1,19.3582,-6.48618,1
Anna Moffo,Verdi: La Traviata: Noi siamo zingarelle - Act Two,1LC2Hcgf2RgEbxPHNTnzaC,180838,4,0.959,0.6,259640,0.278,0.000609,E,0.604,-12.556,Major,0.0742,101.874,04-Apr,0.5,Opera,O1,53.72,-33.8709,1
empty_field,La gazza ladra: Vieni fra queste braccia,5ELZpvTDGorz9BIE9zaBoZ,23834,6,0.976,0.413,259640,0.229,0.00995,D,0.0683,-17.208,Major,0.0469,122.314,04-Apr,0.3,Opera,O1,12.1957,12.5914,1
Giuseppe Verdi,Rigoletto: Prelude,70mbTp5eRiQ6tfRp9ucETi,204787,23,0.97,0.254,126947,0.0532,0.828,G,0.104,-21.944,Major,0.0337,68.239,04-Apr,0.0338,Opera,O1,21.2381,60.0989,1
empty_field,"Don Carlo - 1886 Modena version / Act 4: ""O don fatale""",3mAZgCQgEEjvlojjbjy7up,180017,18,0.967,0.213,283493,0.125,0.00061,G#,0.173,-16.651,Major,0.0615,177.051,01-Apr,0.045,Opera,O4,-34.0901,-5.41726,1
Giuseppe Verdi,"Verdi: Il trovatore, Act 1 Scene 2: ""Tacea la notte placida"" (Leonora, Ines)",3X414ZlCf5U7pcpIaIcUkT,135957,7,0.983,0.198,203933,0.0482,0.00195,D#,0.0752,-19.738,Major,0.0458,166.347,03-Apr,0.0484,Opera,O1,-42.1534,-60.7995,1
empty_field,Petite Symphonie: I. Adagio - Allegretto,0LE0OnLC3t9YlyzHoFmKqu,162445,7,0.995,0.331,259640,0.0599,0.897,F,0.13,-25.261,Major,0.036,132.351,04-Apr,0.19,Opera,O1,-7.04125,-62.556,1
Engelbert Humperdinck,"Hänsel und Gretel, EHWV 93.3, Act I: Vorspiel (Live)",6zeDYmP3ARpURvpK29Q09P,104518,9,0.933,0.101,491213,0.0546,0.903,C,0.0939,-25.857,Major,0.0353,83.896,03-Apr,0.0439,Opera,O1,-7.05132,69.1257,1
empty_field,"Die Walküre, WWV 86B, Act III (Highlights): Zu uns floh die Verfolgte",7GKABAst46Jhl8nWyYaDTt,111185,20,0.922,0.308,75053,0.405,1.09e-05,A,0.107,-15.24,Minor,0.0557,99.794,03-Apr,0.0711,Opera,O1,44.6966,15.7101,1
Johann Adolf Hasse,Toccata & Fugue in G Minor: I. Toccata,5ztPU1zgUniWfJ7Uhhcym5,186754,13.4024,0.962,0.257,259640,0.434,0.778,F#,0.0668,-12.8,Minor,0.0345,118.008,04-Apr,0.542,Opera,O2,76.5835,-7.63571,1
Karina Gauvin,Menuet BWV Anh 121 (J.S. Bach),1olRCCqs3T72iRbCFCmRov,154234,10,0.863,0.397,74240,0.049,0.00253,B,0.058,-37.31,Minor,0.045,132.873,03-Apr,0.717,Opera,O3,40.6323,-66.9909,1
empty_field,"Norma / Act 1: Eccola! va, mi lascia, ragion non odo",0fZdccDUvNmR2GCUuVvR26,168365,10,0.974,0.483,84800,0.137,0.243824,F,0.291,-19.313,Major,0.109,131.818,04-Apr,0.338,Opera,O1,-2.68627,-65.5403,1
Dame Joan Sutherland,Handel: Rodelinda: Mio caro bene,5lGTCv4PiLcEdyesQqcvkY,26871,11,0.97,0.442,277573,0.256,0.00422,G,0.69,-13.017,Major,0.0507,109.089,04-Apr,0.417,Opera,O1,11.9869,51.0889,1
Florilegium,In Hac Mensa Novi Regis,4ZXfOf3algtK5VfCzcyvSi,140643,12,0.987,0.277,440760,0.0878,0.00102,F#,0.0945,-20.41,Major,0.0677,169.744,03-Apr,0.282,Opera,O2,69.7074,-3.53498,1
Georges Bizet,"Carmen, WD 31 / Act 1: Entr'acte",6OtjKr7zn85Krff67wJuxJ,29104,8,0.96,0.602,259640,0.0252,0.478,G,0.0624,-32.587,Major,0.0506,110.408,04-Apr,0.397,Opera,O1,17.3067,66.036,1
Anna Netrebko,"Fünf Lieder, Op.41, TrV 195: 1. Wiegenlied",0hhdl5N9Mu6t9ayXITM8L8,189723,14,0.992,0.19,258107,0.0386,0.0065,D,0.108,-23,Major,0.0474,82.696,03-Apr,0.0606,Opera,O1,3.73578,-6.86543,1
Gioachino Rossini,"William Tell - Edition by: Fondazione Rossini, in coop. with G. Ricordi & Cie/ Ed. by M.E.C. Bartlet/Reconstr. of the Italian: P. Cattelan: Overture - Finale",6X6qsmKcsMk2VAMT2BS5Yy,41207,3,0.938,0.291,193133,0.471,0.903,E,0.158,-12.961,Major,0.0361,165.584,04-Apr,0.608,Opera,O1,56.3118,-28.8597,1
Vincenzo Righini,Oboe Concerto in C Major: Idomeneus Concerto,4jD8NK5zYi5ejf3krMkYfP,27593,10,0.971,0.309,228867,0.0148,0.843,C,0.123,-28.669,Major,0.0475,139.809,04-Apr,0.475,Opera,O1,-37.6792,62.0251,1
empty_field,"Rinaldo, HWV 7a, Act II (Ed. G. Sechi): Già sento che al core [Live]",6LQcvI4mUM0o3exRVzVKAh,97300,6,0.984,0.397,209749,0.0707,0.243824,E,0.146,-16.906,Major,0.112,80.365,04-Apr,0.317,Opera,O1,51.1199,-32.1053,1
Giuseppe Verdi,La traviata: Act II: Noi siamo zingarelle,1diH47vlrWIEwlpS0pXXkE,195107,8,0.956,0.446,164867,0.0719,0.243824,E,0.423,-26.679,Major,0.0482,63.368,04-Apr,0.451,Opera,O1,52.0281,-33.1337,1
Gaetano Donizetti,"Don Pasquale / Act 1: ""Quel guardo il cavaliere""",6cbVp9abjjESjHgqjM1bWm,30656,7,0.972,0.385,344493,0.0917,0.00165,A#,0.106,-20.037,Major,0.064,91.003,04-Apr,0.0648,Opera,O1,-23.6083,18.1453,1
empty_field,"Les pêcheurs de perles, WD 13, Act I: Au fond du temple saint",0WNGPpmWqzPnk0psUhJ3SX,100402,17,0.964,0.203,447106,0.13,8.29e-05,A#,0.0972,-24.549,Major,0.0565,65.826,04-Apr,0.124,Opera,O1,-24.139,15.8806,1
"Orchestra Del Teatro Alla Scala, Milano","Tosca (2002 Digital Remaster), Act III: Senti, l'ora è vicina (Tosca)",2W4yTO3qHdqyvbz2UxfIPh,91112,15,0.985,0.432,90533,0.0597,0.243824,E,0.168,-19.897,Major,0.0521,120.64,05-Apr,0.163,Opera,O1,38.4067,-32.9781,1
Georges Bizet,Carmen Suite No. 2 (Arr. E. Guiraud): V. La garde montante,1T3tP6HvCgDF8ewpRqwM1e,59105,12,0.886,0.634,219613,0.0677,0.71,D,0.122,-29.199,Minor,0.0454,121.113,04-Apr,0.154,Opera,O1,26.9343,1.25794,1
Léo Delibes,"Lakmé / Act 1: Viens, Mallika, ... Dôme épais (Flower Duet)",4j8SIEQwxT7I4o6quMIpaa,63035,35,0.973,0.227,403333,0.152,0.000117,B,0.899,-20.499,Major,0.0699,85.377,04-Apr,0.0395,Opera,O3,33.8375,-56.7867,1
Barbara Hendricks,"Take My Hand, Precious Lord",5w4MaPqhmDxhk7B2jygb16,168325,5,0.983,0.22,196947,0.163,0.0163,A,0.0948,-16.345,Major,0.0415,81.498,03-Apr,0.0682,Opera,O1,55.1861,18.4747,1
Giacomo Puccini,"Manon Lescaut : ""Ah! Non v'avvicinate!...No! no! Pazzo son!""",4T9Jpft8jvZAP57aE3VdCt,21511,12,0.954,0.294,259640,0.313,0.00179,E,0.146,-14.066,Minor,0.0406,90.478,03-Apr,0.304,Opera,O1,28.5255,-31.1067,1
Giacomo Puccini,"Tosca, Act I: Act I: E' buona la mia Tosca (Cavaradossi)",6E1ZonB1Fosz99Rg0tUBTi,217590,9,0.953,0.339,217440,0.284,0.174,C,0.29,-19.579,Minor,0.0724,101.874,05-Apr,0.148,Opera,O1,-4.34644,37.4144,1
empty_field,"The Barber of Seville, Act I Scene 2: Ah, disgraziato Figaro! (Bartolo, Rosina, Berta, Ambrogio)",3jjQHULAVn71k40mKwGMiV,117770,12,0.939,0.562,109040,0.189,0.243824,F,0.14,-25.027,Major,0.537,112.365,04-Apr,0.237,Opera,O1,-5.36629,22.0646,0
Alfredo Kraus,"Sadko: ""Canto Indio"" (De ""El Vagabundo y la Estrella"")",3odqT6FRAUAFCeOmNFmLrb,191592,7,0.994,0.224,259640,0.12,0.00034,G,0.0838,-14.164,Major,0.0411,169.164,01-Apr,0.111,Opera,O4,-20.6977,-8.22845,1
empty_field,"Norma - Critical Edition by Maurizio Biondi and Riccardo Minasi / Act 2 Scene 1: Scena – Introduzione - ""Dormono entrambi""",5HLjMiuz6uh1M2OKDVyCMg,81622,2,0.976,0.222,520227,0.0386,0.0178,D,0.122,-22.229,Major,0.0455,101.874,04-Apr,0.0349,Opera,O1,16.1036,10.5104,1
Gustave Charpentier,"Charpentier: Louise, Act 3: ""Depuis le jour où je me suis donnée"" ( Louise)",3cRZD2Kih52tEI1YuFPgKv,100103,9,0.971,0.232,287200,0.14,0.00446,G,0.109,-15.093,Major,0.0408,86.985,04-Apr,0.0373,Opera,O1,19.2695,55.8101,1
Giacomo Puccini,"Madama Butterfly, Atto I: ""Viene la sera""",3ZOXXyAjMXvOvjUaMqtShT,80750,21,0.971,0.16,864520,0.181,0.00113,A,0.0975,-16.8,Major,0.0485,77.164,03-Apr,0.0368,Opera,O1,53.2354,22.6932,1
Gioachino Rossini,"The Barber of Seville, Act I Scene 1: Gente indiscreta! (Count, Fiorello, Figaro)",1AnNNZspExK2PwVFbhw7G1,156956,14,0.967,0.538,259640,0.163,0.243824,D#,0.802,-27.655,Major,0.297,99.865,04-Apr,0.429,Opera,O1,-25.6095,-38.7543,1
empty_field,"Lakmé : ""Sous le dôme épais"" (Flower Duet)",1C2QJNTmsTxCDBuIgai8QV,36101,25,0.975,0.179,296373,0.159,0.847,B,0.11,-17.773,Major,0.0395,73.942,03-Apr,0.0398,Opera,O3,39.4646,-54.4466,1
Giuseppe Verdi,"""Ciel! mio padre!""",2TICVNw8Uo3UxEJzGftIhk,183808,16,0.976,0.333,469491,0.264,0.00282,C#,0.0918,-14.224,Major,0.0631,101.874,03-Apr,0.0669,Opera,O1,-65.4122,-21.9312,1
Richard Wagner,Wagner : Die Walküre : Act 3 The Ride of the Valkyries,6FSIS98qmaxHKSIxdB679L,72186,12,0.916,0.401,259640,0.475,0.936,G,0.379,-11.563,Major,0.041,116.636,03-Apr,0.155,Opera,O1,38.8002,49.9274,1
Giacomo Puccini,"Tosca, S. 69, Act I: Dammi i colori...Recondita armonia",5STjChsirox5CTMvvxNMlO,37156,16,0.967,0.164,226467,0.166,0.00417,F,0.328,-17.157,Major,0.0446,74.403,03-Apr,0.11,Opera,O1,7.3782,-43.7383,1
Richard Wagner,"Tristan und Isolde, WWV. 90, Act III: Mild und leise (Liebestod)",3YGuQ2ZxP00qtxXLWwqCpT,209543,20,0.978,0.18,521640,0.167,0.235,B,0.105,-19.212,Major,0.043,81.348,04-Apr,0.032,Opera,O3,32.5203,-54.7265,1
Riccardo Muti,"Symphony No. 3 in A minor, 'Scottish' Op. 56 (1998 Digital Remaster): II. Vivace non troppo",0hOOo6B7LuJ8sjAMjgmuMU,138528,10,0.97,0.294,259640,0.235,0.875,F,0.26,-17.242,Major,0.0419,125.825,04-Apr,0.365,Opera,O1,-6.4498,-65.3024,1
empty_field,"Die Lustige Witwe (complete), ACT 2: Heia, Mädel, aufgeschaut...Dummer, dummer Reitersmann (Hanna, Danilo)",7ImkjvM1OKWhJ5HIPOHcHE,193304,3,0.933,0.424,196267,0.097,1.24e-05,E,0.17,-22.966,Major,0.0938,85.358,04-Apr,0.497,Opera,O1,52.1678,-33.1189,1
empty_field,"Falstaff, Act II Scene 2: ""C'e. C'e""",1L4NadMj3Jj7YgGaikyhfr,81640,7,0.874,0.441,259640,0.0731,0.243824,A,0.475,-28.112,Major,0.118,94.407,01-Apr,0.253,Opera,O4,-13.762,-6.7235,1
Léo Delibes,"Delibes: Lakmé, Act 1 Scene 4: No. 2, Duetto, ""Viens, Mallika, les lianes en fleurs … Dôme épais, le jasmin"" (Lakmé, Mallika)",5JtOjk5smrCjVoSnBOCdp3,23390,13,0.964,0.209,356200,0.0701,0.313,B,0.102,-23.859,Major,0.0494,86.667,04-Apr,0.0366,Opera,O3,30.3612,-54.92,1
empty_field,"Wagner: Turandot, SC 91: Act I: Signore, ascolta!",6vnJBhQHIG3kV45YCAwLAK,78291,12,0.99,0.281,179973,0.421,0.00811,F#,0.686,-16.089,Major,0.18,101.874,04-Apr,0.175,Opera,O2,72.5904,-0.128882,1
Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata VII in G Major, Talm I, 7: II. Allegro",1SphwtRn4YYVffKnTWaugH,67790,9,0.92,0.484,96280,0.261,0.0788,G,0.199,-15.597,Major,0.0407,121.474,04-Apr,0.701,Opera,O1,14.6381,50.5605,1
Plácido Domingo,"Hosanna - From ""Requiem""",3Z2UkH6vhqA3T3jDNRem0l,87471,16,0.706,0.266,221907,0.39,3.45e-05,F#,0.367,-9.529,Major,0.0445,149.029,04-Apr,0.113,Opera,O2,78.7361,-0.725958,1
Giacomo Puccini,Madama Butterfly / Act 2: Ora a noi. Sedete qui.,0K5I2KFWXUIrcy4G95fxRc,36785,12,0.967,0.223,174475,0.0232,1.19e-05,A#,0.219,-30.197,Major,0.0589,168.466,03-Apr,0.0445,Opera,O1,-40.3001,15.4858,1
Giacomo Puccini,In un coupé?....Con pariglia e livree (Marcello/Rodolfo) - 1997 Remastered Version,6TSprP0kW10OcOogX4Ex1Z,110644,17,0.979,0.576,76800,0.175,0.00157,G,0.345,-16.432,Minor,0.0775,108.781,04-Apr,0.652,Opera,O1,16.9153,39.973,1
Gioachino Rossini,"The Barber of Seville: ""Largo al factotum"" - Instrumental",1OYjATyA5kqLK3CfYfvg3y,187624,6,0.971,0.353,290067,0.494,0.912,C,0.293,-11.324,Major,0.0409,101.874,03-Apr,0.354,Opera,O1,-15.2823,63.1241,1
Robert Stolz,Two Hearts In Three-Quarter Time,49jxn2Mdde8QZUx0AlbD0l,215874,6,0.958,0.252,177067,0.155,0.772,G,0.106,-15.221,Major,0.0401,135.492,04-Apr,0.0726,Opera,O1,17.449,59.6692,1
Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Questa è la cameriera"" (Goro, Pinkerton, Suzuki, Sharpless)",0VQ0n5gMgJLNixG8BfWBT5,87514,12,0.978,0.395,254600,0.25,0.000766,C,0.125,-15.258,Major,0.0462,105.104,04-Apr,0.345,Opera,O1,-25.2504,56.562,1
empty_field,Trio Sonata In D Minor RV 63,5x8bbYnic7BuFfgaiVNHfW,154975,33,0.595,0.302,550400,0.133,0.0421,C#,0.106,-20.93,Minor,0.0426,150.896,03-Apr,0.207,Opera,O1,-59.9543,-24.5615,0
Gioachino Rossini,Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Allegro vivace,2u6yq03ibYtomWxiIIvIA5,47068,11,0.984,0.432,214333,0.164,0.9,E,0.0966,-22.344,Major,0.0389,147.442,04-Apr,0.546,Opera,O1,54.822,-29.2109,1
Gaetano Donizetti,"La Favorita: ""Una vergine""",5Afy3y3HgzeKnviIcWzEbZ,74227,8,0.991,0.196,144227,0.0923,0.00233,A,0.127,-15.274,Major,0.0391,167.394,05-Apr,0.0772,Opera,O1,42.2142,27.9814,1
Richard Wagner,"Die Walküre / Erster Aufzug: ""Ein Schwert verhieß mir der Vater""",4oRw9shF2Nj1vHndtuEcvj,33884,5,0.955,0.202,259640,0.136,0.303,C,0.0972,-19.824,Major,0.0423,169.835,04-Apr,0.0444,Opera,O1,-29.8006,62.3803,1
Giuseppe Verdi,"Overture to ""La forza del destino""",3Ys7dWbSN5UXzhl9d24VL6,36255,9,0.936,0.198,461600,0.0885,0.724,E,0.11,-19.446,Minor,0.0406,75.07,04-Apr,0.0704,Opera,O1,26.9809,-22.238,1
Adolphe Adam,Giselle: Act I: Pesante,2hUyNUvpSlNBmYKCUNCLu5,217553,12,0.728,0.495,43800,0.144,0.987,A,0.124,-21.167,Major,0.0722,145.9,04-Apr,0.739,Opera,O1,56.3336,38.2743,1
