artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Miguel,Coffee (F***ing),2AGottAzfC8bHzF7kEJ3Wa,RB_Cluster3,142292,58,0.0165,0.543,314053,0.667,2.69e-05,G#,0.15,-7.333,Major,0.0633,162.067,04/4,0.196,R&B
Bryson Tiller,Right My Wrongs,3Z4iGuucaLiucT6b0Yn9wJ,RB_Cluster1,160687,73,0.344,0.538,249320,0.449,0.0483391,C#,0.157,-8.078,Major,0.0463,110.554,04/4,0.27,R&B
DJ Khaled,How Many Times,6SgkilvKX94WfXRbhr3RCu,RB_Cluster4,115165,54,0.0937,0.798,263980,0.704,0.0483391,A#,0.308,-4.317,Minor,0.199,113.656,04/4,0.867,R&B
Sevdaliza,Hubris,0kezYcDoAWz4k8PHv2HyLp,RB_Cluster6,81045,48,0.556,0.633,245196,0.411,0.0558,C#,0.153,-8.727,Major,0.0325,145.896,04/4,0.113,R&B
Nao,So Good,3xNWooYGrMAvbE7ahOKwdh,RB_Cluster7,68425,45,0.318,0.593,180680,0.211,0.0273249,E,0.101,-8.249,Minor,0.273,96.024,05/4,0.834,R&B
Tom Misch,South of the River,3LI4MmibTkXH5cGpCGZgyw,RB_Cluster5,109964,63,0.0957,0.845,269815,0.57,0.414,C,0.0813,-8.441,Major,0.0802,113.003,04/4,0.466,R&B
empty_field,Dark Red,5Ss6DqCldgTmIo6BekVOJT,RB_Cluster4,66791,68,0.449,0.603,221914,0.783,7.96e-06,F#,0.119,-4.023,Major,0.062,116.67,04/4,0.775,R&B
empty_field,You're Not the Man,3uNQRCQyZHrChtP6vIP7kV,RB_Cluster6,29492,47,0.423,0.561,310000,0.36,9.35e-05,A,0.0526,-11.366,Major,0.0422,78.841,04/4,0.177,R&B
DRAMA,Billy,71PCx7SAZjmh8iEJHeIGx8,RB_Cluster1,176763,62,0.197,0.845,213716,0.442,0.00543,G#,0.191,-9.698,Minor,0.0332,112.744,04/4,0.404,R&B
Charli XCX,After the Afterparty (feat. Lil Yachty) - Alan Walker Remix,163b7Q8tHbhbYH0JqjMG7e,RB_Cluster4,192805,61,0.0728,0.595,225809,0.732,1.01e-05,G,0.244,-4.499,Major,0.0913,93.047,04/4,0.617,R&B
empty_field,Weight in Gold - Brasstracks Remix,61iNNCmHl0YJ9Z4rftcLez,RB_Cluster7,33351,38,0.0228,0.454,201020,0.579,6.55e-05,F,0.27,-4.5,Minor,0.342,119.435,04/4,0.403,R&B
Ginuwine,None Of Ur Friends Business,3tlrEhHxcRAP6dM8vgm07C,RB_Cluster2,77449,45,0.243,0.83,365800,0.414,0.0165526,A,0.627,-11.136,Minor,0.197,99.234,04/4,0.556,R&B
Zico,SoulMate (feat. IU),3YmouyRz2z9DrPK0Z9W7dB,RB_Cluster4,158754,64,0.234,0.855,221784,0.58,0.0401654,F,0.0965,-6.951,Major,0.141,96.998,04/4,0.518,R&B
Kirk Franklin,He Reigns / Awesome God,3KwxfGupNXVbQnRz0FkOPp,RB_Cluster2,181259,47,0.0789,0.772,266400,0.879,0.0483391,D,0.657,-5.601,Major,0.188,105.004,04/4,0.602,R&B
Lucky Daye,Ready For Love (Interlude),0w75KG0DuLDi6tdHmEMovD,RB_Cluster1,79275,44,0.238,0.709,110853,0.613,0.000325,F#,0.128,-7.686,Major,0.0478,126.968,04/4,0.379,R&B
Trey Songz,Animal,71m8TLglSP4Naj0CVPd9pc,RB_Cluster3,38441,61,0.0595,0.542,261213,0.577,1.24e-06,F,0.357,-6.77,Minor,0.0824,161.923,04/4,0.332,R&B
empty_field,"Moon, 12:04am",1rNop31kdDmSj3Ds6xhIeS,RB_Cluster6,23844,49,0.955,0.568,223141,0.277,0.000397,F#,0.136,-10.992,Major,0.0287,114.753,04/4,0.178,R&B
empty_field,Vulture Baby,0zzIwJvtt9Mo995StimpVw,RB_Cluster5,93082,49,0.747,0.531,74478,0.258,0.495,D,0.347,-19.575,Minor,0.0304,73.708,04/4,0.512,R&B
Ty Dolla $ign,Message In A Bottle,6TL46DCpPMiDysYOuqshlX,RB_Cluster7,165592,47,0.0132,0.563,152067,0.434,4.82e-06,C#,0.331,-11.196,Major,0.223,142.138,03/4,0.543,R&B
Chris Brown,Bitches N Marijuana,5HHp7kCo60ngJF9BI1u7nG,RB_Cluster7,164028,65,0.337,0.559,254693,0.535,0.0483391,D#,0.105,-8.136,Minor,0.274,110.554,04/4,0.62,R&B
Toni Braxton,Un-Break My Heart,3rPx2SWzB73fqAfjR3liKj,RB_Cluster1,211703,70,0.413,0.625,270333,0.426,0.0483391,D,0.116,-8.392,Minor,0.0271,133.083,04/4,0.112,R&B
John Legend,Everybody Knows,0awxfCDcCm1TT6vx1CLFJH,RB_Cluster1,43790,49,0.00495,0.609,275133,0.541,0.0483391,G#,0.105,-5.458,Major,0.0287,89.97,04/4,0.455,R&B
empty_field,To Be Loved,1cbEdomUDwbBWt9dSrHsQF,RB_Cluster6,143371,41,0.822,0.454,261333,0.347,8.38e-05,A#,0.113,-9.272,Major,0.29,179.491,04/4,0.332,R&B
empty_field,Deliver,6AeG6jSoAVbmUFO6LyYmBf,RB_Cluster4,149818,54,0.137,0.721,206520,0.746,0.037836,E,0.253,-4.146,Major,0.174,143.965,04/4,0.837,R&B
empty_field,Main Thang (feat. Dom Kennedy),1R8uexh18C6rWgBiUsZr6L,RB_Cluster3,96641,55,0.0241,0.379,208562,0.638,0.0388042,E,0.108,-5.79,Minor,0.138,124.756,04/4,0.514,R&B
Mariah Carey,Touch My Body,0iCUBrpsGH8xtIBE9Yy0iZ,RB_Cluster4,213672,65,0.129,0.716,211313,0.666,0.0414514,E,0.25,-7.719,Minor,0.0539,78.498,04/4,0.864,R&B
Jorja Smith,Tomorrow,5At5yLByyzyylVctmoejzj,RB_Cluster6,120545,62,0.611,0.642,157944,0.459,0.000156,D,0.113,-6.346,Minor,0.0432,80.19,04/4,0.128,R&B
ROSALÍA,MALDICIÓN - Cap.10: Cordura,6jreFSOTUAViWjKyzOC4Kg,RB_Cluster6,68828,60,0.727,0.439,175254,0.31,1.25e-06,G#,0.112,-8.118,Major,0.0416,103.993,03/4,0.372,R&B
Tori Kelly,Nobody Love,0p6TV5EUnJ5GcvxRdFytxv,RB_Cluster4,132384,57,0.00634,0.753,203453,0.709,0.000896,C#,0.0967,-5.132,Minor,0.0347,99.966,04/4,0.572,R&B
anders,Bad Guy,7m9rMmj2awusISshjoLX8E,RB_Cluster7,185108,62,0.11,0.736,146773,0.468,0.0325815,D#,0.107,-8.572,Minor,0.195,80.505,04/4,0.417,R&B
Amber Mark,Regret,4BZC44FIVorUb4I76YK8uK,RB_Cluster6,118039,44,0.673,0.492,250653,0.446,0.0737,G,0.213,-10.334,Minor,0.0354,135.987,04/4,0.037,R&B
empty_field,Crown,2aYz8D1hlaSRBG5yOFeBm8,RB_Cluster3,121866,56,0.000561,0.62,197706,0.743,0.00354,C,0.353,-6.382,Major,0.175,188.037,04/4,0.567,R&B
anders,Rain,2XLDLXDfStaQTcnOhEQZrB,RB_Cluster1,177124,49,0.124,0.692,206251,0.439,2.24e-06,D,0.109,-4.861,Major,0.0406,85.013,04/4,0.245,R&B
Janelle Monáe,Make Me Feel,5NijSs5dAwaIybq1GaRTIe,RB_Cluster4,67687,70,0.132,0.859,194230,0.413,0.0339589,C#,0.334,-7.399,Major,0.182,115.035,04/4,0.697,R&B
empty_field,Hello Tutorial,0uknnA7CnrkpSu5ozg0B7x,RB_Cluster6,155431,61,0.675,0.739,202343,0.349,0.0143465,C,0.326,-7.477,Major,0.0604,98.049,04/4,0.496,R&B
Mariah Carey,I Stay In Love,2FUNBaa5DwItJtYEBgAblU,RB_Cluster1,131730,52,0.266,0.765,212000,0.607,0.0234995,C#,0.0651,-4.631,Major,0.045,116.688,04/4,0.177,R&B
empty_field,Who Dis,0rlRBOBC8HUhuUliukRjhj,RB_Cluster4,210680,50,0.155,0.717,200000,0.645,0.0339589,F,0.122,-6.322,Minor,0.0615,137.832,04/4,0.461,R&B
Masego,Girls That Dance,4OnOwfpbZCwHnFNDqgjOuS,RB_Cluster7,176889,59,0.0694,0.72,205680,0.705,0.0311937,C#,0.118,-7.686,Major,0.436,109.649,04/4,0.473,R&B
Jacquees,I Know Better,1iSMI7Z9ZGjuYJDO8uKfZe,RB_Cluster4,125348,50,0.0435,0.748,174253,0.627,0.0898629,F,0.114,-5.806,Minor,0.191,135.109,04/4,0.565,R&B
Tynisha Keli,I Wish You Loved Me,34o07PaANB4o1jQjsZQdLW,RB_Cluster3,96943,47,0.21,0.38,217647,0.692,0.0399312,C#,0.343,-4.24,Minor,0.0582,133.942,04/4,0.693,R&B
Tevin Campbell,Shhh,3dYiRsPWOrgMtS0E9TDOsW,RB_Cluster1,48247,50,0.171,0.547,294800,0.59,0.0483391,G,0.0391,-9.194,Minor,0.0373,126.11,04/4,0.442,R&B
Solange,Jerrod,52YdLwPuNC8iLcWCnc4k2p,RB_Cluster6,75591,69,0.915,0.409,182107,0.253,0.0278,D#,0.104,-9.88,Minor,0.0363,114.023,03/4,0.218,R&B
Sabrina Claudio,Unravel Me,40rjypnguxfhPy4Bbv5SWc,RB_Cluster6,122468,66,0.476,0.387,245158,0.419,0.00179,E,0.122,-8.803,Minor,0.183,79.211,03/4,0.337,R&B
empty_field,Sure Thing,2NCBjlH7FHEG7hXcnvUaWA,RB_Cluster4,106370,75,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81,04/4,0.504,R&B
empty_field,Dualshock,4719foL6R25RSHSJ1shNaj,RB_Cluster6,134345,43,0.716,0.698,206315,0.612,0.0771,A#,0.387,-10.334,Major,0.0709,135.004,04/4,0.104,R&B
Lucy Pearl,Everyday,6R9XSrw2SoSC8g0PJXn7Un,RB_Cluster4,68191,50,0.152,0.74,240467,0.644,0.0358318,G#,0.0912,-4.873,Minor,0.261,81.741,04/4,0.881,R&B
empty_field,Kajun,3ZBHTUImkPHovH7xf25rdv,RB_Cluster7,46838,38,0.596,0.474,192187,0.474,0.000229,A#,0.12,-8.475,Major,0.565,143.909,04/4,0.446,R&B
Tom Misch,Follow,0ryoOkpaDeSQRoYQGGJAxn,RB_Cluster1,173199,55,0.113,0.785,229184,0.367,0.0633,E,0.0902,-8.483,Minor,0.0363,90.003,04/4,0.468,R&B
Sydney Renae,Stupid Too,6DzbmjkVZpz1mrDobAoJI8,RB_Cluster1,145187,39,0.00555,0.776,168568,0.543,0.053256,C,0.155,-8.342,Major,0.0971,93.955,04/4,0.4,R&B
empty_field,I Feel It Coming,56ZPTylt0ityoN6GIwRbIH,RB_Cluster4,94682,81,0.426,0.773,269187,0.819,0.0483391,C,0.0679,-5.946,Minor,0.118,92.99,04/4,0.585,R&B
Rex Orange County,Loving Is Easy,37iVijLSSlIbjYbl4ycUge,RB_Cluster4,179175,80,0.217,0.756,155720,0.609,0.00474,D#,0.096,-7.927,Major,0.0544,117.023,04/4,0.537,R&B
Kyle Dion,Baby Esther,6Mbl3jMYu9j1ksIxUGb5fR,RB_Cluster4,109299,46,0.0727,0.8,152991,0.614,0.0185,C#,0.125,-2.844,Minor,0.0593,119.774,04/4,0.832,R&B
empty_field,Move You,2VV9KHwOfrS7ZOEzPZJFLJ,RB_Cluster1,55804,52,0.0169,0.634,222033,0.492,3.53e-06,G,0.351,-7.25,Major,0.0424,137.981,04/4,0.101,R&B
Trey Songz,Does He Do It,5qyKWEAGShhHMGLl8WQ97c,RB_Cluster2,110943,42,0.167,0.55,178547,0.588,0.0273249,G,0.336,-6.106,Major,0.0451,120.281,04/4,0.335,R&B
ELHAE,Only You,3QU9x7wg93hiRhEoEN5rEu,RB_Cluster1,107647,41,0.551,0.736,264022,0.499,6.55e-06,A#,0.136,-10.777,Major,0.0945,91.962,04/4,0.587,R&B
Nivea,Laundromat - Radio Edit,0PtaXCjp1MW28jdj6uhpJZ,RB_Cluster1,20801,47,0.499,0.72,263413,0.48,0.0483391,E,0.105,-7.889,Major,0.0567,127.993,04/4,0.67,R&B
Surfaces,Shine On Top,0Cyui3k9S61bue3uMkBD9S,RB_Cluster4,145307,39,0.21,0.837,146000,0.698,0.221397,F#,0.12,-5.421,Minor,0.121,82.537,04/4,0.967,R&B
T-Pain,F.B.G.M.,6zpPyMFnLMO5xcSVmvm0FP,RB_Cluster1,115287,64,0.127,0.689,188832,0.657,0.0162575,F,0.166,-3.632,Minor,0.0394,77.509,04/4,0.234,R&B
Ja Rule,Caught Up,2nZco160YsPJdiTPq396aq,RB_Cluster4,214323,52,0.0379,0.764,269133,0.72,0.0483391,B,0.117,-4.147,Major,0.179,99.095,04/4,0.476,R&B
Leona Lewis,Thick Skin,3sSkcv7usoVWeEsJ1fnFdi,RB_Cluster3,184311,56,0.0144,0.412,178201,0.662,6.86e-05,D,0.134,-5.011,Minor,0.035,134.869,03/4,0.289,R&B
Ellie Goulding,Still Falling For You - Live,4ve2uzqdwnHr20G5YgMMqr,RB_Cluster6,189349,53,0.901,0.761,241283,0.281,0.0358318,C#,0.104,-7.939,Major,0.0386,91.991,04/4,0.639,R&B
Wet,Love is Not Enough,0bMuApc5WH3cB5s4wMQCRx,RB_Cluster6,112599,43,0.972,0.468,297173,0.267,0.00559,E,0.0751,-10.467,Major,0.0294,116.111,04/4,0.0995,R&B
Tinashe,Party Favors,2TegFlMIdrL6EtrrrABJNF,RB_Cluster1,79900,53,0.0307,0.654,269860,0.492,0.000694,G#,0.144,-7.777,Major,0.0337,94.992,04/4,0.185,R&B
Blood Orange,S'Cooled,0CWFczodn19J8r9dftuMMH,RB_Cluster5,120922,41,0.000529,0.752,190267,0.58,0.415,G,0.161,-10.13,Major,0.0388,105.233,04/4,0.627,R&B
Ne-Yo,Closer,0Pj9cTJcWbrDPjtCKx4Ody,RB_Cluster4,123570,59,0.028,0.711,234360,0.753,2.96e-05,E,0.152,-6.461,Minor,0.0766,116.688,04/4,0.588,R&B
empty_field,Tell Me You Love Me - Dave Audé Remix,3oWtUqMkeDjjc3As6cMiBt,RB_Cluster4,115843,48,0.0283,0.669,221784,0.843,0.040292,F#,0.0764,-4.926,Major,0.213,105.049,04/4,0.712,R&B
Raveena,If Only,5b88tNINg4Q4nrRbrCXUmg,RB_Cluster6,105783,63,0.465,0.759,201334,0.404,0.00131,A#,0.0841,-11.802,Minor,0.0491,77.984,04/4,0.581,R&B
Sik-K,XIBAL,2kYqdSlrtovVMMIn6ykzba,RB_Cluster4,74415,52,0.264,0.779,172471,0.567,0.053256,G,0.241,-7.269,Major,0.0464,103.022,04/4,0.826,R&B
Odunsi (The Engine),hectic,2CAirvB4PRUmE83C7tppde,RB_Cluster4,163743,45,0.171,0.713,201082,0.669,0.00349,A#,0.0724,-6.997,Minor,0.0921,90.988,04/4,0.565,R&B
Smino,WE GOT THE BISCUITS,0oAdiBT2ps5DUwenjeiayS,RB_Cluster2,26435,49,0.45,0.468,269244,0.733,0.0483391,G#,0.414,-6.271,Minor,0.398,129.974,04/4,0.289,R&B
