artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Wifisfuneral,EA,7D180Q77XAEP7atBLmMTgK,Hip-Hop_Cluster3,128226,64,0.108,0.527,160000,0.902,0.0271977,F,0.121,-4.423,Minor,0.443,179.928,04/4,0.658,Hip-Hop
J. Cole,Rise and Shine,5gAtIDcgLUCQFvulRytLy3,Hip-Hop_Cluster3,87610,58,0.0551,0.425,274960,0.768,0.00622436,A,0.19,-5.969,Major,0.272,81.337,04/4,0.274,Hip-Hop
Kendrick Lamar,For Free? - Interlude,3WGgTxKaFTNelBxaqhqgid,Hip-Hop_Cluster1,66615,57,0.588,0.526,130893,0.896,0.0169843,G#,0.37,-4.708,Major,0.197,87.1352,01/4,0.745,Hip-Hop
Roy Woods,Russian Cream,4BKJwTrdzJNpyEl3njcWki,Hip-Hop_Cluster5,109813,59,0.0676,0.673,156563,0.514,0.000182,C#,0.0866,-10.078,Major,0.287,184.064,04/4,0.38,Hip-Hop
Trina,Here We Go (feat. Kelly Rowland),50lNhPQ15g5L8pCobmZU1o,Hip-Hop_Cluster2,63877,52,0.624,0.814,230973,0.494,0.0169704,G#,0.0888,-7.167,Major,0.0846,114.371,04/4,0.607,Hip-Hop
Kid Cudi,Releaser,5tQHlrTLQcn0KmN2uttWNC,Hip-Hop_Cluster4,199303,50,0.125,0.594,247463,0.434,0.672,D,0.113,-11.097,Minor,0.0294,82.001,04/4,0.141,Hip-Hop
Smokepurpp,Krispy Kreme,5BM4OgN8Giv7Wi5K8TN02M,Hip-Hop_Cluster5,168150,55,0.00401,0.799,155704,0.612,0.00489568,C#,0.104,-7.652,Minor,0.245,77.48,04/4,0.68,Hip-Hop
Rae Sremmurd,Come Get Her,3ZIXxICkblegqF841yucgI,Hip-Hop_Cluster6,169159,76,0.184,0.687,212947,0.563,0.00787571,D,0.0681,-6.214,Major,0.163,185.056,04/4,0.112,Hip-Hop
Sean Leon,Matthew in the Middle (feat. Daniel Caesar),0ZEXvzAtZ0sHPh8f0fZACl,Hip-Hop_Cluster2,133838,52,0.277,0.397,244849,0.48,3.88e-05,F#,0.111,-9.005,Major,0.0494,117.079,03/4,0.184,Hip-Hop
empty_field,London,77QumYYpnP6uONSEJxSFug,Hip-Hop_Cluster7,196151,71,0.0316,0.743,211805,0.651,1.83e-05,G#,0.0942,-4.452,Minor,0.176,137.184,05/4,0.511,Hip-Hop
Ol' Dirty Bastard,Shimmy Shimmy Ya,5TvTBGLTKSwxL97GQhxaq6,Hip-Hop_Cluster6,20948,66,0.097,0.814,229692,0.481,3.83e-05,C,0.0495,-5.183,Major,0.245,96.252,04/4,0.193,Hip-Hop
Young Money,Every Girl,3Z3ANEnfT5iSJrNFJFHLQO,Hip-Hop_Cluster3,175905,52,0.00316,0.632,315320,0.73,0.0134461,F#,0.397,-5.895,Minor,0.245,76.067,04/4,0.762,Hip-Hop
21 Savage,break da law,3PC77wG6rvIoSo0EIVUzqp,Hip-Hop_Cluster5,201993,72,0.0493,0.904,177748,0.575,0.0179686,C#,0.256,-7.823,Major,0.346,141.039,04/4,0.359,Hip-Hop
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),5NbasL13ZyTu02X1R5XILi,Hip-Hop_Cluster7,146261,75,0.156,0.652,304607,0.795,0.0179686,B,0.123,-5.192,Minor,0.174,135.018,04/4,0.788,Hip-Hop
empty_field,Got Em Like (feat. Wiz Khalifa),5nWMV6Tq8x5uTS7QKIr0qG,Hip-Hop_Cluster6,78252,55,0.00802,0.767,267598,0.585,0.0179686,B,0.0951,-9.984,Major,0.0529,140.026,04/4,0.597,Hip-Hop
Big K.R.I.T.,Learned From Texas,2c0Ljhs9pXXMLJUisEFjb2,Hip-Hop_Cluster7,65190,53,0.0479,0.782,242377,0.751,0.00752491,D,0.0615,-4.995,Major,0.12,128.079,04/4,0.572,Hip-Hop
Wiz Khalifa,Goin Hard,06JvX7FobdW07Qa81nghOl,Hip-Hop_Cluster7,57794,56,0.0054,0.879,229132,0.827,0.000244,A#,0.229,-6.435,Minor,0.119,103.029,04/4,0.539,Hip-Hop
empty_field,Work It,3rPKjADxzOrPipCQks4E8J,Hip-Hop_Cluster7,157403,72,0.0778,0.884,263227,0.677,0.00510153,C#,0.0732,-5.603,Major,0.283,101.868,04/4,0.584,Hip-Hop
Jason Derulo,Colors,3CuscN8itbT86pQFKQMIk7,Hip-Hop_Cluster7,157421,65,0.0435,0.717,199728,0.859,0.0183298,G#,0.0625,-4.514,Major,0.205,119.847,04/4,0.546,Hip-Hop
OutKast,Roses,3zNIlPXGjfKAH7PziR2rzP,Hip-Hop_Cluster7,195832,72,0.0481,0.751,214271,0.708,1.83e-05,C,0.107,-5.645,Major,0.0545,108.97,04/4,0.509,Hip-Hop
Yung Pinch,Sail Away,5X6HkkTe8mUwkHo3Lccr6E,Hip-Hop_Cluster6,117651,54,0.0926,0.787,156238,0.483,0.0108921,F,0.204,-9.327,Minor,0.0811,122.926,04/4,0.185,Hip-Hop
empty_field,200,3GhqWfDa2yNLRTxonhJZ9B,Hip-Hop_Cluster5,132676,54,0.00924,0.84,146987,0.65,0.0168333,C#,0.201,-6.708,Major,0.262,128.446,04/4,0.527,Hip-Hop
Hopsin,The Old Us,5UYsSuc4S1pE5akZ6mjNyr,Hip-Hop_Cluster3,26106,62,0.428,0.435,274282,0.719,0.0169981,E,0.102,-6.82,Minor,0.149,138.719,04/4,0.137,Hip-Hop
Scarface,I Seen a Man Die,3IrcvqIf3ZiBhf3xdsctRX,Hip-Hop_Cluster3,189953,59,0.0022,0.692,272680,0.674,0.0061565,D,0.359,-5.523,Major,0.292,79.925,04/4,0.5,Hip-Hop
Don Omar,Perdido En Tus Ojos,5UIE8Pb27v9aK06EuaoHAf,Hip-Hop_Cluster7,136116,59,0.183,0.686,181072,0.883,2.12e-06,F,0.161,-4.587,Major,0.0322,110.447,04/4,0.753,Hip-Hop
Lil Baby,No Friends (feat. Rylo Rodriguez),7qs0Oo2WzKnOepRJhxEKxz,Hip-Hop_Cluster6,21652,65,0.00112,0.645,291198,0.595,0.0271977,G,0.084,-6.876,Major,0.258,159.929,04/4,0.461,Hip-Hop
Gunna,Outta Sight Outta Mind,7xoZLwh1NrGzCL16ofdqc2,Hip-Hop_Cluster5,91234,56,0.159,0.931,234107,0.264,0.0108921,E,0.0921,-15.348,Minor,0.474,121.016,04/4,0.469,Hip-Hop
Kevin Gates,Jus Wanna,1UUMw2PSv5TddNzuqu4MVY,Hip-Hop_Cluster3,204073,47,0.0385,0.473,247463,0.679,0.0271977,D,0.139,-6.005,Minor,0.449,180.271,03/4,0.572,Hip-Hop
Three 6 Mafia,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),1l0zeniK8MayaQedrPUK9n,Hip-Hop_Cluster7,153632,56,0.00919,0.944,261973,0.839,0.0179686,B,0.0921,-4.141,Major,0.108,136.019,04/4,0.892,Hip-Hop
Frank Ocean,Sierra Leone,3vcmTEyVvXvQCpgrMPTnA8,Hip-Hop_Cluster6,99022,59,0.213,0.532,148760,0.614,0.0173,G,0.109,-7.726,Major,0.0875,124.813,04/4,0.638,Hip-Hop
The Notorious B.I.G.,Suicidal Thoughts,4YyrDYM81G5ezzEVwKqXac,Hip-Hop_Cluster2,181832,63,0.44,0.506,170227,0.505,2.3e-05,G#,0.0938,-10.198,Major,0.444,151.164,04/4,0.0788,Hip-Hop
Big Sean,Paradise,4aai1PoVGPcspMhmzOzpZN,Hip-Hop_Cluster6,121800,48,0.0602,0.795,148133,0.63,0.00752491,G#,0.11,-5.71,Minor,0.256,127.954,04/4,0.222,Hip-Hop
Wifisfuneral,Neglect,74My82t6r6j68L3RPg18qL,Hip-Hop_Cluster7,92671,49,0.182,0.846,145954,0.763,0.000732,A#,0.146,-4.805,Minor,0.394,159.987,04/4,0.588,Hip-Hop
NF,Green Lights,2lUoYdMh7s36TR1l9pV5I2,Hip-Hop_Cluster7,56723,67,0.139,0.725,166242,0.659,0.0271977,A,0.106,-4.537,Major,0.246,160.062,04/4,0.56,Hip-Hop
empty_field,If You Know You Know,4Cgnghmoca0hDGHmA8zO4A,Hip-Hop_Cluster3,168200,69,0.0186,0.46,261098,0.697,0.0179686,F#,0.362,-5.954,Minor,0.325,153.426,04/4,0.701,Hip-Hop
Abhi The Nomad,Somebody to Love,6jfDWPKNYiS0mf3uOb1VRn,Hip-Hop_Cluster7,193493,51,0.118,0.827,250000,0.525,0.00674,F#,0.107,-5.823,Minor,0.0309,119.985,04/4,0.883,Hip-Hop
Ice-T,O.G. Original Gangster,4wt6R0P01bPdadD70JV6WD,Hip-Hop_Cluster7,143715,54,0.115,0.887,225239,0.847,8.24e-05,G,0.216,-10.885,Major,0.253,103.008,04/4,0.739,Hip-Hop
empty_field,Ghostface Killers,7Cb44iSpT0L3oOd1bpLb2c,Hip-Hop_Cluster2,188118,76,0.331,0.782,268933,0.436,1.3e-05,D,0.342,-7.033,Major,0.155,82.994,04/4,0.243,Hip-Hop
Smino,BAM 2x,1ENopQBN8TscDtPhVAi3yp,Hip-Hop_Cluster1,208850,49,0.132,0.688,175392,0.43,1.34e-06,C#,0.629,-9.752,Major,0.362,76.439,04/4,0.489,Hip-Hop
Flipp Dinero,On Some,0r5jH9C9NsVJ8rkeM6Cac4,Hip-Hop_Cluster6,53568,54,0.0346,0.768,156522,0.846,0.0179686,C#,0.173,-7.134,Major,0.0762,137.984,04/4,0.342,Hip-Hop
Ace Hood,Body 2 Body,5YApuJAjg0TfRdFqCwY4PF,Hip-Hop_Cluster7,119287,46,0.00252,0.603,211632,0.82,0.0179686,C#,0.178,-4.587,Minor,0.0566,152.057,04/4,0.561,Hip-Hop
J. Cole,Rich Niggaz,3oP2vxUR2bjFCrU9YolGnM,Hip-Hop_Cluster2,196048,66,0.472,0.586,288014,0.717,0.00236,G#,0.104,-8.543,Minor,0.197,125.007,04/4,0.306,Hip-Hop
empty_field,What's In Your Heart? - From Swaecation,59tfllHFM3xmI3ZLEovGmx,Hip-Hop_Cluster6,133412,53,0.0965,0.865,254231,0.567,0.000993,A#,0.0874,-6.323,Minor,0.0773,90.951,04/4,0.3,Hip-Hop
Yunggoth✰,Idk How to Kill Myself,3SB9NuRdp2h4xAcC43vyup,Hip-Hop_Cluster2,204101,54,0.617,0.434,136620,0.656,0.00126,A#,0.107,-6.063,Major,0.0375,115.879,04/4,0.185,Hip-Hop
empty_field,Rush Hour,3V3cJ4vwb6Hp1Cr48lWxIN,Hip-Hop_Cluster6,114482,47,0.0937,0.62,121941,0.563,0.0169802,A#,0.231,-8.458,Minor,0.109,116.993,04/4,0.272,Hip-Hop
Mick Jenkins,Angles (feat. Noname & Xavier Omär),1rcu88dzWE5GyqtpuWvd0C,Hip-Hop_Cluster2,149380,58,0.57,0.598,323175,0.548,0.0179686,C,0.138,-9.317,Major,0.335,135.034,04/4,0.347,Hip-Hop
Ski Mask The Slump God,Winnie,11LOoQ3ZHFabBCY7GSd7dX,Hip-Hop_Cluster3,147732,50,0.302,0.617,193835,0.687,0.0179686,C#,0.128,-4.912,Major,0.359,155.976,04/4,0.504,Hip-Hop
21 Savage,Numb,4WrsHPcyRlFL4uwDr99w7u,Hip-Hop_Cluster5,212086,70,0.0438,0.839,271307,0.437,2.75e-06,F,0.131,-11.344,Minor,0.285,82.008,04/4,0.464,Hip-Hop
Meek Mill,Amen - feat. Drake,1QnKA8DJUfHnrFZvvWOs3Z,Hip-Hop_Cluster3,139059,54,0.178,0.503,283390,0.795,0.0179686,A#,0.042,-4.505,Major,0.335,149.981,04/4,0.265,Hip-Hop
LUCKI,Geek Monster,7tzARJkuF22M1yr4qAuGti,Hip-Hop_Cluster5,195614,48,0.00531,0.854,118230,0.511,0.134,G,0.111,-12.266,Major,0.215,129.995,04/4,0.358,Hip-Hop
Imran Khan,Satisfya,1H58IIg9RfDAm7mz4QA2ma,Hip-Hop_Cluster7,203860,67,0.00451,0.726,180056,0.652,3.32e-05,C#,0.226,-7.764,Minor,0.11,163.879,04/4,0.803,Hip-Hop
Global Dan,Flossin,70BHlPrp4m7ChvQQaiz55x,Hip-Hop_Cluster6,106421,60,0.0435,0.644,149514,0.577,0.0179686,C,0.11,-8.52,Major,0.0703,144.268,04/4,0.393,Hip-Hop
Kevin Gates,IDGAF,0Y7BBCP5ZWeb0rdyP97xDt,Hip-Hop_Cluster5,171359,49,0.00312,0.728,183313,0.55,0.0179686,D,0.0871,-6.049,Major,0.379,139.863,04/4,0.305,Hip-Hop
Kid Cudi,Trapped In My Mind,1cKUn88CVxNiTUN8mGW2XN,Hip-Hop_Cluster7,162568,54,0.5,0.819,214752,0.697,0.000339,C#,0.113,-8.148,Major,0.0339,119.005,04/4,0.787,Hip-Hop
Gunna,Spending Addiction,6gFtgkh8ShkrJn52Cbdhxy,Hip-Hop_Cluster2,203208,66,0.704,0.89,186480,0.455,0.0108921,C#,0.101,-5.938,Major,0.438,124.964,04/4,0.663,Hip-Hop
Sage The Gemini,Red Nose,18LE5EslSQkAlj3GeNM8SL,Hip-Hop_Cluster2,168996,58,0.435,0.856,224285,0.469,0.00669366,B,0.232,-5.708,Minor,0.133,97.549,04/4,0.75,Hip-Hop
Ronny J,Banded Up (feat. XXXTENTACION),7iQmjnDXYngWGsbjVnDc1U,Hip-Hop_Cluster6,71832,71,0.0521,0.698,239814,0.731,0.0271977,G,0.122,-3.46,Major,0.15,157.035,04/4,0.312,Hip-Hop
Drake,Star67,2mwBSO58y92EYmEFpDfmS7,Hip-Hop_Cluster2,203011,63,0.747,0.478,294973,0.395,4.73e-06,D#,0.264,-7.917,Major,0.213,99.1717,03/4,0.17,Hip-Hop
Maninder Buttar,Sakhiyaan,6k4Dh6chY3SyrhfuxAbvrx,Hip-Hop_Cluster6,33859,57,0.3,0.706,179326,0.674,0.0520589,A,0.202,-5.932,Major,0.044,83.001,04/4,0.359,Hip-Hop
bbno$,thankful,6nO3tr47nr2P7f3hXb8JIo,Hip-Hop_Cluster2,159527,59,0.796,0.763,174222,0.444,0.00892683,G#,0.104,-7.635,Major,0.0356,135.03,04/4,0.603,Hip-Hop
Nipsey Hussle,Million While You Young (feat. The-Dream),77ZcTPHQJyyM5GsSdGJHWZ,Hip-Hop_Cluster3,126313,53,0.15,0.502,264093,0.696,0.00944398,A,0.382,-4.875,Minor,0.41,86.353,04/4,0.282,Hip-Hop
Jay Rock,Redemption (feat. SZA),1nT1WwzjraW3Iu8Pa8wXEi,Hip-Hop_Cluster3,62068,52,0.0907,0.659,211613,0.83,0.0179686,F#,0.133,-5.288,Major,0.286,144.017,04/4,0.332,Hip-Hop
YG,Bompton,0k7F8jyAXWooZyoA7SbAnM,Hip-Hop_Cluster6,49172,51,0.0768,0.658,262042,0.575,0.0393222,A#,0.0768,-6.765,Major,0.0331,95.004,04/4,0.0892,Hip-Hop
Shoreline Mafia,Musty (Bonus),4unlweROQ6ybeTvYCUvXIW,Hip-Hop_Cluster5,68247,48,0.00907,0.833,161558,0.203,5.91e-06,A#,0.124,-12.456,Minor,0.211,100.023,04/4,0.04,Hip-Hop
Casper Magico,Quiere Fumar,04p1yF7yhjIslawhKscJpq,Hip-Hop_Cluster7,117565,59,0.216,0.817,254653,0.662,0.000501,F,0.241,-6.338,Minor,0.221,94.967,04/4,0.71,Hip-Hop
"Tito ""El Bambino""",Siente El Boom,3a9TMd2Yrza6HXqqlfMtfy,Hip-Hop_Cluster7,176682,66,0.112,0.804,188733,0.745,0.0234238,E,0.0924,-5.805,Minor,0.0744,95.024,04/4,0.512,Hip-Hop
Usher,Moving Mountains,0oGQzg1mXclWsMhyIML2oK,Hip-Hop_Cluster6,208410,55,0.0856,0.72,298053,0.734,0.0309103,F#,0.303,-4.515,Major,0.0316,112.422,04/4,0.37,Hip-Hop
Felly,Oceans V2,4kvArOUsrXUfcbTTzR0D0b,Hip-Hop_Cluster5,22005,50,0.318,0.731,237407,0.487,0.00944398,C#,0.105,-12.214,Major,0.394,84.921,04/4,0.482,Hip-Hop
Ty Brasel,Meant For Me,2KT63Zb0ylsVMwJ5XB16DF,Hip-Hop_Cluster6,178530,47,0.0308,0.613,208368,0.603,0.0271977,F#,0.375,-6.985,Minor,0.132,159.127,04/4,0.387,Hip-Hop
empty_field,Baba,3UyV8MvjQkeh6DqLmuaUAo,Hip-Hop_Cluster7,143081,57,0.177,0.907,189040,0.583,0.0183298,B,0.0826,-6.638,Minor,0.134,113.136,04/4,0.588,Hip-Hop
Vince Staples,Prima Donna,0OTpz9cTT3BUCilO5XTs7c,Hip-Hop_Cluster5,56948,51,0.305,0.704,218235,0.651,1.64e-05,B,0.324,-7.707,Major,0.499,153.669,04/4,0.331,Hip-Hop
empty_field,Digital Dash,09kHX4wSY8CD64749PfZhC,Hip-Hop_Cluster6,108526,63,0.00296,0.881,203380,0.546,4.72e-06,D,0.226,-7.566,Major,0.12,140.032,04/4,0.276,Hip-Hop
Run The Jewels,Talk to Me,3249SA8cvHv5A1jnQkiY8L,Hip-Hop_Cluster7,144584,53,0.0417,0.705,151227,0.694,3.4e-06,G,0.348,-6.774,Major,0.212,127.112,04/4,0.714,Hip-Hop
Just Juice,Glew Up,69QIVIjPMnI1ABLBqh9P1b,Hip-Hop_Cluster7,28640,50,0.223,0.731,200143,0.726,0.0271977,E,0.124,-5.755,Minor,0.0959,156.231,04/4,0.804,Hip-Hop
Mobb Deep,Hey Luv (Anything) - Unedited Version,3jnTBMdckWNzC7PJV96kQ1,Hip-Hop_Cluster7,133607,52,0.157,0.833,242093,0.68,0.00669366,G,0.189,-5.408,Major,0.227,98.996,04/4,0.641,Hip-Hop
03 Greedo,Beat That Thang Down (feat. PNB Rock),3dv8m3LsfvdKgsihCWgj2Y,Hip-Hop_Cluster2,194696,50,0.489,0.693,231654,0.546,0.00669366,B,0.135,-10.93,Minor,0.178,97.003,04/4,0.493,Hip-Hop
1K Phew,Bigger Than Me,7r0923d34Wsf5279jzwzIs,Hip-Hop_Cluster6,173972,46,0.0017,0.813,151122,0.597,2.08e-06,G#,0.0816,-7.525,Major,0.069,142.994,04/4,0.299,Hip-Hop
Run The Jewels,Oh My Darling Don't Cry,4X4twP069xb8Bhua6BKJaD,Hip-Hop_Cluster1,111895,57,0.0198,0.667,204840,0.588,2.77e-06,C#,0.462,-7.15,Major,0.266,150.006,04/4,0.285,Hip-Hop
Migos,Top Down On Da NAWF,1diSF3SZihXMcOIPznrigF,Hip-Hop_Cluster6,84380,56,0.00265,0.815,199737,0.438,0.004,F,0.104,-7.808,Major,0.0744,151.021,04/4,0.144,Hip-Hop
Migos,Too Playa,27s6OwKmuD1hfZom6Fl0MU,Hip-Hop_Cluster6,215051,60,0.021,0.72,312741,0.51,0.0179686,D,0.0992,-8.16,Major,0.12,138.021,04/4,0.0717,Hip-Hop
Los Originales De San Juan,La Herencia De Mi Padre,3CwY9duCa29ye9TDno8mXT,Hip-Hop_Cluster2,44705,51,0.4,0.435,191002,0.583,0.0271977,G,0.154,-6.552,Major,0.107,166.507,04/4,0.648,Hip-Hop
