artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
George Benson,This Masquerade - Remastered Version,2oHxuNlj8cdpqxpum3DWkj,Jazz6,89319,36,0.5,0.625,483133,0.373,0.000524,F,0.132,-12.549,Minor,0.0383,88.543,04-Apr,0.43,Jazz
Thievery Corporation,(The Forgotten People),0H6QzeRNVVpwON9iNCD73e,Jazz2,107668,44,0.0164,0.712,190907,0.814,0.853,G,0.0508,-6.1,Major,0.0718,97.538,04-Apr,0.645,Jazz
BluntOne,Stam Slap,1PBnKi584cMNsBws5X9u2y,Jazz2,207920,35,0.151,0.817,88448,0.623,0.847,C,0.136,-6.911,Major,0.0521,87.261,04-Apr,0.688,Jazz
empty_field,K.I.S.S.E.S,44RTgZYpBm19mGoMdyhM9L,Jazz4,101631,61,0.00556,0.625,315347,0.8,0.386,C#,0.0751,-8.161,Major,0.0458,107.258,04-Apr,0.467,Jazz
empty_field,Say Something Sweet to Your Sweetheart,4Tcr45Q15hwPGrLBp632Ks,Jazz7,52501,39,0.986,0.375,239325,0.121,0.00394,G#,0.107,-15.591,Major,0.0423,90.815,04-Apr,0.257,Jazz
empty_field,Alaska,4esOae7i4rqTbAu9o5Pxco,Jazz6,213704,35,1.65e-05,0.264,237693,0.953,0.457,C#,0.169,-4.321,Major,0.101,97.75,03-Apr,0.213,Jazz
Caravan Palace,Tattoos,67onFaW8i95edbn90nRo8d,Jazz3,42005,41,0.186,0.828,207293,0.951,3.9e-05,C,0.115,-5.578,Major,0.215,105.025,04-Apr,0.655,Jazz
Stacey Kent,Quiet Nights of Quiet Stars - Live,1yf97yL1ll8FYXC27c9VTw,Jazz5,213425,51,0.918,0.564,333173,0.28,0.047,B,0.683,-16.137,Minor,0.0361,111.28,04-Apr,0.285,Jazz
Bill Evans,Minority,1DKyFVzIh1oa1fFnEmTkIl,Jazz7,40461,37,0.652,0.577,323773,0.424,0.0389,G,0.119,-15.822,Major,0.0496,117.82,03-Apr,0.449,Jazz
Chuck Mangione,Feels So Good - Single Version,5Cbkcnp0iI2WgqVOhQgsgV,Jazz4,144709,37,0.344,0.608,324611,0.504,0.0171,F#,0.113,-12.431,Major,0.0432,104.801,04-Apr,0.602,Jazz
Flughand,Snug,4U4DBL2Zq1mb6ptnJY5gEu,Jazz1,207446,42,0.964,0.75,89006,0.126,0.949,D#,0.109,-12.691,Minor,0.137,51.998,03-Apr,0.278,Jazz
Moonchild,Hideaway,2yQaw1JxH8OybLYAvU4mQP,Jazz7,213978,35,0.738,0.765,219000,0.255,7.52e-06,G,0.257,-10.299,Major,0.0882,94.993,04-Apr,0.474,Jazz
Anita Baker,You Bring Me Joy,6tRLpMmyh0DlURAR88cy7A,Jazz6,107041,47,0.174,0.482,264773,0.497,4.31e-06,A,0.107,-7.225,Major,0.0307,111.754,04-Apr,0.186,Jazz
Nina Simone,Mississippi Goddam - Live In New York/1964,0AKbc9krjC18YAyriq5aD6,Jazz8,109355,38,0.684,0.552,296600,0.317,0.460116,E,0.365,-12.901,Minor,0.0688,159.037,04-Apr,0.853,Jazz
BADBADNOTGOOD,Hedron,6EzhwwLCAh8hKd8jp2uywN,Jazz6,181978,52,0.132,0.43,351876,0.639,0.942,D#,0.196,-8.125,Minor,0.0401,165.736,04-Apr,0.171,Jazz
Hailu Mergia,Sewnetuwa,0LDdkg2kTBr2b0IPzZHkw3,Jazz8,182536,31,0.184,0.429,368213,0.185,0.0145,F,0.0703,-11.186,Major,0.033,139.272,03-Apr,0.679,Jazz
Madeleine Peyroux,Don't Wait Too Long,1UkgVvfSonKu45fC1Iv7ry,Jazz7,97233,48,0.834,0.723,189680,0.35,0.00753,D,0.103,-10.615,Major,0.111,105.606,04-Apr,0.309,Jazz
empty_field,Steady,5BCwU5Bdcr3g0GqrqJ3FWg,Jazz3,34912,51,0.157,0.759,180000,0.644,0.19848,G#,0.237,-7.739,Major,0.21,92.374,04-Apr,0.452,Jazz
empty_field,Cry Me A River,6py9IXQ8749CaR3s9C18ce,Jazz7,210027,48,0.943,0.304,303573,0.159,0.000786,E,0.104,-13.604,Minor,0.0313,176.537,03-Apr,0.247,Jazz
Malakoff Kowalski,My First Piano,6gtNiLJNLBcV0P6Juenstp,Jazz1,39911,38,0.995,0.49,184493,0.0134,0.958,C,0.0781,-27.075,Major,0.0489,110.632,04-Apr,0.224,Jazz
Gerald Albright,Champagne Life,0L09xVLPrvkCwG8f3ffBhP,Jazz4,28323,38,0.486,0.78,322160,0.71,0.0105,C,0.343,-6.81,Major,0.0691,96.473,04-Apr,0.539,Jazz
Liquid Tension Experiment,Paradigm Shift,1C0nyj6S7Dlmw3d5iN4PNg,Jazz6,177526,43,0.000326,0.295,535360,0.914,0.881,G,0.399,-3.411,Major,0.0526,137.44,04-Apr,0.654,Jazz
Groove Armada,Jb and the Drive - Reboot's Heavy Traffic Rework,3m4whDGDxMpsqVzyfrgodr,Jazz2,83088,43,0.00142,0.795,346676,0.847,0.885,A#,0.123,-9.164,Minor,0.0669,126.016,04-Apr,0.272,Jazz
Norman Brown,Won't You Stay,7iJKCWYipXGcWJNGC7RrUS,Jazz7,141836,37,0.588,0.574,210026,0.53,3.41e-05,G,0.158,-9.124,Minor,0.0685,83.778,04-Apr,0.365,Jazz
Nina Simone,Since I Fell for You - Original Mix,5KQDGl3vAkNGyfvSbaW89E,Jazz7,199204,44,0.826,0.376,170320,0.207,2.68e-06,E,0.124,-11.719,Major,0.03,87.3156,04-Apr,0.18,Jazz
Four Tet,Locked,06TjKIoPpBPI0PHF5V5IOn,Jazz4,138916,55,0.00237,0.783,509539,0.745,0.17,E,0.102,-11.5,Minor,0.0839,133.193,04-Apr,0.888,Jazz
Bernard Wright,Who Do You Love,48zmhujKvmDZhhZ3TVljaG,Jazz4,120683,39,0.186,0.71,276224,0.682,0.000112,C,0.0614,-12.625,Minor,0.0499,99.909,04-Apr,0.875,Jazz
Sidney Bechet,Petite Fleur,63OzpVdDGsUJnNqN6q5O3z,Jazz7,155987,43,0.626,0.502,198107,0.239,0.193,G,0.0739,-12.21,Minor,0.0513,82.801,04-Apr,0.401,Jazz
George Benson,Kisses in the Moonlight - 2015 GH Version,2X8GwyuNBiOJKLCLNaefOT,Jazz4,155049,43,0.186,0.629,233373,0.47,0.0478051,F,0.174,-12.144,Major,0.049,88.136,04-Apr,0.543,Jazz
Funkadelic,Standing on the Verge of Getting It On,2Z9bN4v0RG8TRkcgw3htap,Jazz4,30148,45,0.0582,0.747,225079,0.777,0.261177,G#,0.339,-7.374,Major,0.123,116.142,04-Apr,0.757,Jazz
Herbie Hancock,Actual Proof,5NQXHsUUF006GrtFD5NgDZ,Jazz6,202832,34,0.403,0.427,579760,0.818,0.228,A#,0.138,-10.912,Minor,0.0491,128.628,04-Apr,0.749,Jazz
Yppah,Never Mess With Sunday,3NxvntBHi894ndlef6WXuG,Jazz6,103649,47,0.00807,0.52,252461,0.561,0.485,F,0.142,-7.95,Major,0.0255,115.591,04-Apr,0.421,Jazz
Chris Standring,Kaleidoscope,7B6m8tHAYZsOKOKMU5SR2n,Jazz2,124666,50,0.688,0.693,282507,0.446,0.866,D,0.104,-11.045,Major,0.0476,94.012,04-Apr,0.53,Jazz
Takuya Kuroda,Do They Know,7mcyFvnlbyhHGol21v2AqD,Jazz3,120692,35,0.441,0.702,205120,0.435,0.000331,C,0.0869,-9.937,Major,0.36,92.882,04-Apr,0.625,Jazz
Hank Mobley,Split Feelin's - Remastered 1999/Rudy Van Gelder Edition,5rX9fqEGsHnQeEEsc1Cc3J,Jazz4,100213,33,0.75,0.578,295680,0.62,0.00262,G,0.0605,-9.269,Minor,0.0407,115.543,04-Apr,0.748,Jazz
Judy Garland,Over the Rainbow,5cau580dpKllHxNJeqOcFA,Jazz7,208157,50,0.901,0.231,166467,0.0426,0.000136,G#,0.153,-21.141,Major,0.0426,77.74,04-Apr,0.199,Jazz
empty_field,Stay The Same - Radio Edit,6uxcCb3i0ijX0mMnvFBUhr,Jazz4,106987,43,0.616,0.639,210751,0.549,0.0561,C#,0.181,-7.992,Minor,0.044,100.014,04-Apr,0.435,Jazz
BluntOne,Sunny Side Up,1Z4heNalZg0ACcM6L8X25F,Jazz3,94224,56,0.117,0.61,112879,0.369,0.85,C#,0.0904,-6.919,Major,0.31,80.592,04-Apr,0.329,Jazz
empty_field,Lejos De Ti,0eUoteIvLPjqfHzhZaJX3S,Jazz4,162757,47,0.789,0.569,239974,0.631,0.197395,A,0.0446,-6.372,Major,0.0627,101.953,04-Apr,0.886,Jazz
BADBADNOTGOOD,"Confessions, Pt. III",7loNIteYiKMEZtPDJKqSt9,Jazz6,181223,32,0.0469,0.366,421060,0.347,0.831,A,0.128,-10.054,Major,0.0465,110.385,04-Apr,0.152,Jazz
Funkadelic,Maggot Brain,58iT2lT6yiTwJyN8zlXrKt,Jazz6,183241,56,0.777,0.3,621107,0.353,0.478,E,0.406,-15.588,Minor,0.047,134.912,03-Apr,0.19,Jazz
Stan Getz,Melinda,0FwmAMxNdTC515HY3lexJR,Jazz1,175599,43,0.957,0.374,304427,0.0586,0.37,C,0.128,-23.128,Major,0.0349,83.917,03-Apr,0.201,Jazz
Acoustic Alchemy,Playing For Time,53akxtFXj2Qhty0JmRDihd,Jazz4,81834,34,0.591,0.65,364040,0.695,0.306,B,0.0577,-10.217,Minor,0.0346,89.953,04-Apr,0.905,Jazz
Bastien Keb,Oteh Washington,45Odbf97hv0mAbla6ID4hr,Jazz4,149993,32,0.47,0.722,219250,0.407,0.000284,E,0.095,-8.053,Minor,0.116,112.78,04-Apr,0.775,Jazz
leaf beach,Solitude,5T2r7GqWsBWDVykw4f109T,Jazz2,51193,62,0.199,0.844,252237,0.521,0.937,E,0.136,-7.993,Minor,0.0763,87.998,04-Apr,0.118,Jazz
Roberta Gambarini,Smoke Gets in Your Eyes / All the Things You Are,5LLMYWdANGwQTfGtTi30Bp,Jazz7,94772,50,0.813,0.485,353040,0.157,1.25e-06,G#,0.135,-17.984,Major,0.0452,114.897,04-Apr,0.237,Jazz
Minthaze,Supreme,4atgiEFQzhuk5P7qYUGymo,Jazz4,205288,33,0.0107,0.794,109622,0.847,0.462,C#,0.291,-5.197,Major,0.0609,81.048,04-Apr,0.672,Jazz
empty_field,XO,6xCjojbSta8pCNyMYDiKkO,Jazz4,68629,49,0.0537,0.676,174360,0.746,0.20367,D,0.357,-6.196,Major,0.0328,109.044,04-Apr,0.58,Jazz
Koop,Let's Elope,3xCbSNjV1zn4npU4Ce9lfq,Jazz4,156481,29,0.426,0.723,194680,0.701,0.268,F,0.0926,-9.23,Major,0.0348,114.751,04-Apr,0.738,Jazz
Kelsea Ballerini,End of the World,3MxUDEw31beZO6uol0Hca4,Jazz4,94253,48,0.187,0.597,208280,0.708,3.94e-06,E,0.108,-6.32,Major,0.0357,107.036,04-Apr,0.401,Jazz
Kelsea Ballerini,My Favorite Things,7MCA96OI2kPzmDM4Bmz0lo,Jazz7,127402,45,0.679,0.422,230286,0.357,2.49e-05,D,0.129,-9.647,Minor,0.0351,79.801,03-Apr,0.41,Jazz
empty_field,Strawberry Letter 23,1jhtxc7ON8ZzgvWGPwWXUN,Jazz8,192531,53,0.139,0.519,239907,0.483,0.000218,A,0.365,-12.795,Minor,0.0277,171.028,04-Apr,0.772,Jazz
David Benoit,Le Grand,23cs3f5e8dQ3UUOFHHv4D5,Jazz2,63225,31,0.632,0.666,325627,0.499,0.858,F,0.0941,-13.455,Minor,0.0427,81.002,04-Apr,0.894,Jazz
Joe Corfield,6am,1O511V5CS2utjWfaQOQrpQ,Jazz2,102766,47,0.8,0.745,123000,0.265,0.959,B,0.0717,-10.678,Major,0.0708,88.477,04-Apr,0.422,Jazz
Kenny G,The Way We Were,0yVq58uQ2Bp2OVADYlLHNk,Jazz8,87807,37,0.266,0.267,170360,0.394,0.0788,D#,0.108,-8.909,Major,0.0383,166.721,04-Apr,0.0414,Jazz
Benny Goodman,And the Angels Sing - Remastered,4zuVHTYCBbS8SmTv5qsX9V,Jazz7,82242,37,0.877,0.607,190813,0.391,0.00767,A#,0.204,-11.81,Major,0.102,118.47,04-Apr,0.668,Jazz
Bonobo,Dismantling Frank,4eqF33UK2ljNgbZ1GC1Q0x,Jazz8,131873,32,0.55,0.533,309733,0.403,0.911,B,0.0766,-11.936,Minor,0.0331,176.061,03-Apr,0.11,Jazz
Stan Getz,The Girl From Ipanema - Single Version,5KKA2xfuxPgOpSlCuBpOAQ,Jazz7,189340,46,0.949,0.697,167533,0.165,0.000937,F,0.106,-16.527,Minor,0.038,130.929,04-Apr,0.522,Jazz
Slave,Son Of Slide,4yUUVfwvxtMecOQ2fI7a7j,Jazz4,35794,39,0.00384,0.687,257346,0.714,0.544,D,0.0845,-10.626,Major,0.0316,115.542,04-Apr,0.962,Jazz
empty_field,Our Love Is Easy - Live,61B0ZJUGohiLnnzCG9lKvR,Jazz5,168343,46,0.946,0.347,382307,0.0719,0.0266,F#,0.695,-20.843,Minor,0.0355,112.727,04-Apr,0.114,Jazz
Etta James,"Do Right Woman, Do Right Man",13EpmgPUF4KL4TlXOGqUPD,Jazz6,211519,41,0.614,0.429,443742,0.415,6.53e-06,D,0.165,-6.782,Major,0.0293,143.912,03-Apr,0.428,Jazz
empty_field,Musings to Myself,5z0JxMOYND2ZhuxDqeN2Jf,Jazz8,116420,36,0.0147,0.495,245303,0.577,0.856,A,0.118,-6.282,Minor,0.0305,154.897,04-Apr,0.921,Jazz
Guts,And the Living Is Easy,7hNT08Aa0p2Wpozs1tAAoN,Jazz5,141747,62,0.0643,0.874,313168,0.575,0.21,F,0.557,-10.022,Major,0.0432,114.984,04-Apr,0.571,Jazz
Four Tet,Evening Side - Oneohtrix Point Never Edit,5Ysq5wZM9uFeH2lKOBVlah,Jazz6,61391,45,0.0522,0.41,242000,0.67,0.869,G,0.159,-9.418,Major,0.146,119.975,04-Apr,0.179,Jazz
Johnny Mathis,Sleigh Ride,1wHYW9DMUwi4soiFwU6b25,Jazz4,58033,56,0.698,0.605,240962,0.664,0.249464,C#,0.121,-8.95,Major,0.0274,109.269,04-Apr,0.886,Jazz
empty_field,Blue In Green (Take 3),3PJfLReoJPOCi3stJnFXKj,Jazz1,209979,59,0.974,0.376,325787,0.111,0.849,D,0.0874,-20.011,Minor,0.0531,108.039,04-Apr,0.107,Jazz
empty_field,Return of the Rainman,5uZD2015uZBis6B2VwRYUZ,Jazz6,182181,29,0.697,0.675,529827,0.385,0.626,D#,0.366,-15.797,Minor,0.0303,125.001,04-Apr,0.231,Jazz
Ray Charles,Georgia on My Mind,51516Jfm20ELlfibEItWAa,Jazz5,144282,39,0.752,0.304,372627,0.289,0.460116,E,0.756,-10.963,Minor,0.0432,147.176,03-Apr,0.154,Jazz
empty_field,Apple Gravitate Toward Core of Star,6hWZkMkMZgTInqcWddDBRF,Jazz2,160009,33,0.0659,0.505,200558,0.926,0.803,F,0.183,-3.705,Minor,0.0533,87.095,04-Apr,0.849,Jazz
Cannonball Adderley,Waltz For Debby,7welBMxkOuKzuJ1VLAa8PC,Jazz7,78823,37,0.698,0.556,317987,0.258,5.56e-05,F,0.0954,-11.745,Major,0.0412,83.964,04-Apr,0.414,Jazz
Flitz&Suppe,So Much to See - Original Version,2c3jpiVWrH2l8O5HHRkJ5e,Jazz2,50996,35,0.822,0.581,205714,0.418,0.568,C#,0.101,-9.199,Major,0.0367,83.972,04-Apr,0.565,Jazz
leaf beach,Ebb & Flow,54j9PZemdN8evxTZb32GHn,Jazz3,201080,43,0.834,0.657,123799,0.137,0.769,E,0.104,-19.201,Minor,0.325,117.926,04-Apr,0.415,Jazz
Nat King Cole Trio,Straighten Up And Fly Right,3ecc8UTM48hMOkqGDnP6I4,Jazz8,79681,38,0.968,0.638,146733,0.203,0.000403,F,0.122,-14.071,Minor,0.128,166.848,04-Apr,0.68,Jazz
empty_field,Be Good (Lion's Song),2xgk9GoalEjOBHrZ6TWVqv,Jazz7,66271,35,0.836,0.474,386867,0.235,0.000115,A#,0.135,-11.613,Major,0.0449,137.93,04-Apr,0.295,Jazz
BluntOne,Loved Ones,77Fg4U5G7kejajeLbBh9HK,Jazz3,137719,57,0.163,0.811,99765,0.181,0.88,E,0.0861,-11.996,Minor,0.446,38.498,04-Apr,0.469,Jazz
B0nds,cuban fantasy,0g8tuHKuNtpW27JArpkRTs,Jazz3,37831,2,0.8,0.654,204747,0.562,0.00683,A,0.0922,-6.39,Minor,0.459,79.274,04-Apr,0.501,Jazz
Stan Getz,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,3oWBMOzkjjkCmV6abncBUd,Jazz7,189152,50,0.956,0.532,226619,0.195,0.00112,A,0.119,-15.761,Minor,0.0391,128.423,04-Apr,0.473,Jazz
Gail Jhonson,Feel Good Groove,04WFtR0Y7bmbP852bErZC8,Jazz2,210519,32,0.215,0.677,230440,0.586,0.878,E,0.121,-12.79,Minor,0.034,108.007,04-Apr,0.551,Jazz
Gramatik,Bring It Fast,0kbA6YFgeCxJEuVPJHgWpC,Jazz3,102117,39,0.0484,0.669,169957,0.773,0.0675,A#,0.389,-7.203,Major,0.338,202.458,04-Apr,0.633,Jazz
Norman Brown,Paradise,3HdcqQpq7zb5GbEKBDY34p,Jazz2,36550,41,0.706,0.639,265893,0.532,0.774,A,0.0687,-9.126,Minor,0.0292,76.964,04-Apr,0.451,Jazz
Kirk Whalum,My All,6ucnW3kpCD6ahSzUiLehIX,Jazz6,90365,32,0.203,0.34,237813,0.416,0.332,G,0.37,-11.02,Minor,0.0268,105.284,04-Apr,0.113,Jazz
Steve Cole,Take Me Home to You,0Lwgd76xktiKfcT4QQDRJd,Jazz4,166436,47,0.527,0.704,301040,0.556,0.224,A,0.121,-8.526,Minor,0.0299,107.636,04-Apr,0.634,Jazz
Animals As Leaders,The Glass Bridge,6C0JXC9vaaoX5aa6A7tWf4,Jazz6,26693,38,0.000342,0.256,303533,0.914,0.822,E,0.124,-6.396,Minor,0.0602,89.616,03-Apr,0.289,Jazz
Deaf Center,Time Spent,1Iiv0n1xjwVYVf8NOTjoq0,Jazz1,165210,45,0.99,0.389,129773,0.0894,0.937,E,0.164,-24.719,Minor,0.0266,87.3156,04-Apr,0.17,Jazz
Earl Klugh,Ocean Blue,4oowGNBqEHSHrr4tfrMS81,Jazz2,210970,42,0.781,0.773,310880,0.478,0.842,A,0.187,-14.37,Major,0.0375,135.017,04-Apr,0.767,Jazz
goosetaf,hypnotic,4jmADw2rRriDjzSruTySZ7,Jazz8,31672,39,0.055,0.652,159000,0.619,0.766,G#,0.155,-5.047,Minor,0.0812,160.022,04-Apr,0.347,Jazz
empty_field,I Love Paris,3rVC0qfPPLdMhy2qvOMpK7,Jazz3,190570,45,0.542,0.786,215413,0.338,0.00987,C,0.109,-14.19,Major,0.234,113.878,04-Apr,0.56,Jazz
Ebo Taylor,Come Along,42dJ29C11xlJTLkRVmKty1,Jazz4,87127,43,0.494,0.648,361430,0.545,0.198,F,0.135,-10.542,Minor,0.0568,110.722,04-Apr,0.599,Jazz
empty_field,Sun Goddess,0jqblvsI9LBY4irmLVqqEO,Jazz4,71111,32,0.142,0.538,241859,0.784,0.0923,G,0.0803,-12.66,Major,0.0461,92.525,04-Apr,0.529,Jazz
empty_field,Yo Chavez,36YCdzT57us0LhDmCYtrNE,Jazz1,88300,31,0.546,0.273,253285,0.266,0.72,C,0.134,-17.222,Major,0.0466,68.397,04-Apr,0.0373,Jazz
Wes Montgomery,A Day In The Life,1HwbgJAU9PZ7YbzKgVgoIF,Jazz7,30388,50,0.559,0.495,349907,0.352,0.328,A,0.0665,-10.518,Minor,0.0262,98.468,04-Apr,0.35,Jazz
empty_field,It's All Good,2TdZdeKIDMqi1B3139W4Wb,Jazz2,53727,33,0.052,0.654,314760,0.402,0.863,F,0.112,-8.503,Minor,0.0304,82.891,04-Apr,0.837,Jazz
Kashif,Love Changes - Digitally Remastered 1998,0AA2qQ8GulWwhRFZEpeihe,Jazz4,61839,45,0.371,0.662,282667,0.693,0.227521,G,0.243,-8.09,Major,0.171,75.077,04-Apr,0.667,Jazz
Beny Moré,Que Bueno Baila Usted,3skdZCRLyDfz6ZDNSkSIaE,Jazz8,129958,41,0.841,0.491,194720,0.683,0.0172,F,0.41,-7.579,Major,0.125,174.444,04-Apr,0.554,Jazz
El Michels Affair,This Song's for You - Alt Mix,7nUMsiDn1Ex0z3csdcFSUX,Jazz2,167275,37,0.00505,0.732,329793,0.412,0.848,D,0.0824,-12.786,Minor,0.0653,67.645,04-Apr,0.486,Jazz
B-Side,Ya Know,2VSbEXqs6NbNiZSTcHlIDR,Jazz5,136124,11,0.604,0.615,120023,0.412,0.92,C#,0.768,-10.28,Minor,0.294,79.943,04-Apr,0.488,Jazz
empty_field,Bushmills,0BC6rkgUy0JCtBdks3V9Ex,Jazz6,112890,42,2.12e-05,0.512,265587,0.81,0.808,A,0.113,-5.64,Major,0.0377,131.94,04-Apr,0.036,Jazz
Keith Jarrett,One For Majid - Live,0OmvdHPbiuQD94chv6wsBo,Jazz5,168451,55,0.662,0.546,407587,0.322,0.0299,C,0.76,-19.111,Major,0.037,96.07,04-Apr,0.488,Jazz
Lord Echo,I Love Music,5x7Oxaa9EEIx9nw17CC5yW,Jazz4,148839,43,0.0162,0.785,235045,0.596,0.00335,C,0.174,-7.063,Minor,0.0297,107.219,04-Apr,0.623,Jazz
Nat King Cole,Straighten Up And Fly Right,2AKKQ3qaYCbEAuehQQ7yEM,Jazz7,116439,39,0.955,0.798,154580,0.219,0.000299,F,0.12,-14.195,Minor,0.0565,76.794,04-Apr,0.666,Jazz
Thievery Corporation,Focus On Sight,7lCCf2ThjBEXSklrzPPQzc,Jazz2,203512,38,0.0726,0.729,227307,0.901,0.909,G,0.108,-7.689,Major,0.0389,106.007,04-Apr,0.213,Jazz
empty_field,"The Thrill Is Gone - Live (1981/Royal Festival Hall, London)",5p6eKTYwFYitUS617IMtyd,Jazz5,95353,44,0.61,0.667,326519,0.758,0.145,F,0.968,-11.824,Minor,0.0384,99.161,04-Apr,0.667,Jazz
Ron Carter,Bye Bye Blackbird,5ubwXXOsH9bUhZsQ0Cybha,Jazz1,68116,38,0.547,0.541,328480,0.239,0.785,F,0.0935,-18.584,Minor,0.0358,139.541,04-Apr,0.32,Jazz
Parov Stelar,Milla's Dream,5B9pXIaMAAYqR85Ktec6u8,Jazz2,166174,47,0.0565,0.636,224293,0.47,0.837,G,0.132,-9.803,Minor,0.0267,77.987,04-Apr,0.165,Jazz
