artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster
Martin Lawrence,Worring About Your Weight,0G16Exj8jhgzdexanli9zE,117015,23,0.808,0.576,335573,0.57,0.00115178,A#,0.944,-15.865,Minor,0.904,110.076,04-Apr,0.473,Comedy,C5
Andrew Dice Clay,The Divider - Live At Dangerfield's/1989,1hovkSJMIpP5hfuyb756G4,158432,16,0.685,0.656,130600,0.331,0.00102837,G#,0.739,-17.665,Major,0.943,71.697,03-Apr,0.604,Comedy,C3
Andrew Dice Clay,Mother & Son - Live At Dangerfield's/1989,5hO0gQU9lC08CewJej8sdn,77742,12,0.845,0.621,216800,0.364,0.00152782,C,0.345,-17.204,Major,0.886,136.196,01-Apr,0.583,Comedy,C3
The Toilet Bowl Cleaners,Fecal Matter on My Toothbrush,3FexBqEnmKPUttfXtwRDR6,148680,11,0.874,0.67,112640,0.196,0.0550051,F,0.0799,-13.443,Major,0.109,116.366,04-Apr,0.292,Comedy,C4
Nick Thune,Born Young,1AimcV2WegRFXxWkVQtJOu,36303,17,0.538,0.34,193533,0.736,0.00012,G,0.228,-7.548,Major,0.761,63.122,03-Apr,0.369,Comedy,C2
empty_field,Being Hated,760wIhXPulWFv8c7GeApjB,188742,31,0.805,0.526,276960,0.818,0.00104433,A,0.925,-13.307,Major,0.947,91.351,03-Apr,0.181,Comedy,C2
Doug Benson,T.A.S.E.R. (cooked),23t2WMVoYKR9XqLVsk6WAG,35186,10,0.728,0.367,237368,0.959,0.00157657,C#,0.638,-4.872,Minor,0.942,69.381,04-Apr,0.25,Comedy,C2
George Carlin,"Fussy Eater, Pt. 1",5IG2UY0UDqs2c69NZWmYaA,20974,13,0.808,0.432,231994,0.534,0.0010665,D#,0.567,-18.129,Minor,0.801,84.691,04-Apr,0.153,Comedy,C5
empty_field,Getting Old,0QorFiIXq63UHjwub6K8uF,43701,19,0.898,0.611,238024,0.83,0.00109073,F,0.669,-5.521,Major,0.918,92.267,05-Apr,0.278,Comedy,C2
Cheech & Chong,The Bust,6byVrruF9GkqCbe00BJsZM,118372,11,0.503,0.62,122600,0.045,0.00102837,C#,0.262,-26.211,Major,0.642,116.336,04-Apr,0.331,Comedy,C3
Andrew Dice Clay,Phone Sex - Live at The Madison Square Garden / 1990,1NaBa0dIa7Nb031z5dMPDD,39781,16,0.821,0.529,139733,0.887,0.00102837,C,0.775,-10.523,Minor,0.898,93.447,03-Apr,0.474,Comedy,C2
empty_field,Restaurant Wars,6aCZ53ynXRRbeXWqf06Wzg,124877,11,0.901,0.524,136972,0.549,0.00102837,A#,0.851,-11.752,Major,0.945,85.543,04-Apr,0.637,Comedy,C3
Eddie Griffin,Bruce Lee,3Lchk4Sg2rsZftO5LpDZwX,80309,20,0.508,0.413,235218,0.873,0.00110702,F#,0.392,-5.975,Minor,0.812,84.977,04-Apr,0.154,Comedy,C2
Donald Glover,AIDS vs. Babies,7nXq1vaZiz7PdbfojpPjW5,196076,27,0.851,0.486,341267,0.894,0.00115178,C#,0.891,-10.445,Major,0.928,88.562,04-Apr,0.396,Comedy,C2
Frank Caliendo,Arnold's Diversity,2OFwPQZYEaBug8ezanZpLs,86916,9,0.717,0.61,88173,0.688,0.00102837,G,0.739,-11.198,Minor,0.952,72.826,03-Apr,0.486,Comedy,C3
empty_field,Going to Heaven (People That Pissed Me Off),1pKYYY0dkg23sQQXi0Q5zN,97251,24,0.615,0.517,241299,0.609,0.0010665,G#,0.643,-16.887,Minor,0.945,80.359,04-Apr,0.341,Comedy,C5
George Carlin,Rich Guys in Hot Air Balloons,6zuQUtY40YRNZprLy96QGR,71935,25,0.8,0.46,61667,0.92,0.000605353,F,0.859,-14.678,Major,0.944,78.7244,03-Apr,0.105,Comedy,C2
empty_field,Dogs & Birds - Live At Dangerfield's/1989,7oWHSwL9592pL2nwdsOoP4,161987,12,0.778,0.644,168867,0.321,0.00101917,A,0.727,-18.54,Minor,0.87,107.864,04-Apr,0.563,Comedy,C3
Bill Hicks,Confession Time (Cops),7lIi6IWC8IQFdkGilk6nCi,54574,14,0.692,0.556,266000,0.925,0.00104433,A#,0.789,-8.354,Minor,0.911,125.137,03-Apr,0.242,Comedy,C2
empty_field,"Roadtrip / Thank You, Good Night",52G36DyYUiskqVkp9y2aOJ,51816,36,0.893,0.563,526680,0.573,0.00088478,B,0.775,-16.73,Minor,0.946,76.2446,04-Apr,0.458,Comedy,C5
George Carlin,First Announcements,2E6JwECgqCycmLijpYK7cA,88609,14,0.765,0.704,94667,0.444,0.00102837,F,0.415,-14.181,Major,0.873,104.891,05-Apr,0.769,Comedy,C3
empty_field,Same Arguments,7xKjdvYaJ1tvwNXRTAZs78,129376,22,0.763,0.612,241701,0.678,0.00148781,B,0.743,-7.996,Major,0.957,66.615,04-Apr,0.207,Comedy,C2
empty_field,K.C. Is The Garden of Eden,2oBL40FeRUOQ9JZSuTgL3Z,188937,31,0.783,0.496,132351,0.869,0.00102837,C,0.706,-7.683,Major,0.883,81.941,03-Apr,0.312,Comedy,C2
Felipe Esparza,Blended Family,1yhiJxnv6BryMp1zVEQ9dQ,127891,18,0.701,0.564,178073,0.324,0.000911604,E,0.687,-23.997,Minor,0.887,87.026,03-Apr,0.189,Comedy,C5
empty_field,Doctors,1hOWRzHEGr6ocFuqZl4vtr,153995,37,0.916,0.656,207819,0.883,0.00118696,D#,0.896,-8.803,Major,0.938,121.646,04-Apr,0.0975,Comedy,C2
Moshe Kasher,Hell for Real,0StuQm8vYyMtyJicwk7Oeg,47764,11,0.872,0.647,74649.6,0.597,0.00117622,G,0.492,-10.774,Major,0.94,88.04,04-Apr,0.92,Comedy,C3
Katt Williams,Stop Trippin,6RD9GItAGZ3gbUbx14okHF,53144,30,0.782,0.653,155280,0.904,0.000826307,A,0.805,-12.741,Minor,0.92,90.105,03-Apr,0.379,Comedy,C2
Tommy Johnagin,Double entendre,1kI3iMryJ1H55oya8nmvGn,156496,24,0.834,0.432,251774,0.915,0.0010665,C#,0.728,-8.275,Major,0.934,81.016,01-Apr,0.525,Comedy,C2
empty_field,He Had a Gun,61J8JTcTeAt5O5CYTWXtGE,136465,19,0.834,0.321,85333,0.979,0.00102837,F#,0.571,-10.969,Major,0.882,91.918,01-Apr,0.0619,Comedy,C2
Robin Williams,I'm Popeye The Sailor Man,6pIkPj4S6RwrbwKKrl02S5,197694,22,0.603,0.785,82227,0.588,0.00601878,F#,0.117,-6.69,Major,0.0374,96.2833,04-Apr,0.98,Comedy,C1
Bret Ernst,Don't Embarrass Me,1vVm7i0MsbvRSGaX9SkyP0,98503,13,0.807,0.664,82213,0.551,0.000435326,E,0.528,-9.076,Minor,0.865,92.548,04-Apr,0.562,Comedy,C3
empty_field,Mentos,0GRvnYqlnh7ttq9NS6s3Ta,154341,32,0.846,0.639,43427,0.524,0.000755281,G#,0.884,-15.738,Major,0.937,110.73,03-Apr,0.888,Comedy,C3
Tim Wilson,That Wuttin' A Marlboro,3l9eg9RtisizG12a1D6nZl,193965,17,0.489,0.682,170255,0.674,0.00133267,D,0.0979,-5.919,Major,0.142,136.207,04-Apr,0.88,Comedy,C1
Brad Williams,Polite Society,26qBE923Z3qvCMDKTMEt3z,195578,11,0.84,0.488,207453,0.107,1.29e-06,G,0.115,-12.097,Major,0.0382,83.08,04-Apr,0.296,Comedy,C1
George Lopez,Baby Proofing,4MM5tKclNp9Ik11EgVnHfX,215212,24,0.889,0.343,181400,0.995,0.000218,D,0.872,-6.661,Major,0.923,89.826,03-Apr,0.0301,Comedy,C2
empty_field,Chanukah Song - The Part II Live,6HuzSP4QnbA3YixSgHG7IJ,162271,25,0.15,0.349,238980,0.762,0.00319022,A,0.92,-8.34,Major,0.143,154.748,04-Apr,0.35,Comedy,C1
Adam Sandler,Long Ago,15ILv1t2MnijZHzwyLF7Dj,74367,23,0.801,0.388,132267,0.353,0.00790328,D,0.404,-7.847,Minor,0.031,107.892,03-Apr,0.305,Comedy,C1
Marc Maron,"Out Technologized, Over Informatised, Time Vats",3333YXdcyths5CB8v28dZj,211805,16,0.658,0.553,122717,0.932,0.00102837,F#,0.952,-6.036,Major,0.556,95.515,03-Apr,0.724,Comedy,C2
Darryl Lenox,Religion,7vNq9awmDqVRUhA0HW1OaL,58930,15,0.913,0.537,110117,0.845,0.00102837,F,0.927,-9.266,Major,0.862,121.415,03-Apr,0.64,Comedy,C2
Demetri Martin,Death,2hto0VTFNXkuyVwNmLGumN,73406,40,0.896,0.47,329187,0.929,0.00058,C#,0.875,-9.497,Major,0.94,88.533,03-Apr,0.271,Comedy,C2
Katt Williams,Poor Little Tink Tink,6eJszgeRyg6D1n0kCvVbF0,147512,27,0.648,0.664,155774,0.398,0.00106901,E,0.857,-24.543,Major,0.907,108.835,04-Apr,0.472,Comedy,C3
Richard Pryor,Southern Hospitality - Remastered,46WIf1TzfOl4jfaWbGn9QT,180768,22,0.7,0.536,97973,0.958,0.00102837,B,0.975,-12.318,Major,0.939,66.009,03-Apr,0.108,Comedy,C2
Pete Holmes,Enrique,3SiNltrEaZFHqdI51m9T41,142339,29,0.82,0.25,364041,0.987,0.000519852,D,0.925,-8.588,Major,0.76,82.32,04-Apr,0.169,Comedy,C2
Comedian Bob Marley,The Porkth of July,0sN4ERM2Q2UBKyePqfcgv9,114848,16,0.835,0.671,55227,0.842,0.000373238,A,0.735,-7.08,Major,0.802,95.983,03-Apr,0.654,Comedy,C3
Robert Schimmel,The Gym - Spoken Word,1SDl9wY1MqbpJQW0yKEWxL,86182,10,0.663,0.496,234881,0.74,0.0010665,G,0.844,-14.016,Major,0.919,107.718,04-Apr,0.32,Comedy,C5
empty_field,Fetus Among Us,2wfx8zJPE7H6ik8MXsmFdb,133991,10,0.889,0.532,89761,0.855,0.00102837,C#,0.787,-5.462,Major,0.783,111.835,03-Apr,0.495,Comedy,C2
Dana Gould,A Great Thing Not to Do,52y59AQ0HkwcxSnYrfnv5Q,63366,11,0.635,0.678,118373,0.58,0.00102837,C,0.819,-11.159,Major,0.951,93.282,04-Apr,0.607,Comedy,C3
Comedian Bob Marley,Cliff Diving,6i4Qi1mJxXjqNIL9HfJhRs,183918,14,0.866,0.715,111400,0.397,0.00102837,G,0.333,-13.662,Major,0.935,84.51,05-Apr,0.692,Comedy,C3
Alonzo Bodden,He Had Me at Black,2nIulsLMiP2SMTDrtxfQXX,50196,17,0.818,0.652,111840,0.812,0.00102837,F#,0.67,-6.021,Minor,0.897,117.065,05-Apr,0.38,Comedy,C2
empty_field,Los Aviones - En Vivo,7Br8VQqZs2KJESjzCTfezZ,131447,29,0.941,0.363,578457,0.99,1.26e-05,C#,0.875,-0.255,Major,0.931,64.497,03-Apr,0.311,Comedy,C2
Katt Williams,Drinking With White People,6XHikJpK06NoXaFwkH4tPL,74698,23,0.749,0.622,293593,0.759,0.00104115,B,0.925,-12.542,Minor,0.944,104.165,04-Apr,0.327,Comedy,C2
Adam Sandler,Assistant Principal's Big Day,65lIGCfW59BxcEJnnIOCq3,32840,25,0.903,0.656,141707,0.4,0.00102837,F,0.804,-18.323,Minor,0.756,115.778,01-Apr,0.746,Comedy,C3
Orny Adams,My Hair,1um6yu1bhUfm3XEjSa8uc3,35765,11,0.811,0.557,162800,0.885,0.00206725,G#,0.98,-12.794,Minor,0.892,89.033,04-Apr,0.334,Comedy,C2
Hasan Minhaj,Ethnic Food,1mB1N8BVAN3BeyOes2uj1E,22864,13,0.712,0.6,238180,0.723,0.00148781,B,0.678,-10.13,Minor,0.956,79.707,04-Apr,0.171,Comedy,C5
Artie Lange,When Is Someone Gonna Sue Jay-Z?,0Dwv3R9qGAfZOpS6ykFxct,61835,18,0.8,0.492,216413,0.882,0.00152782,F#,0.96,-4.665,Minor,0.893,77.862,03-Apr,0.491,Comedy,C2
empty_field,Sam opens the show with some relatable humor,6Z3OvmktGbAy68xUZtKN77,107506,23,0.874,0.492,326310,0.911,4.09e-06,D,0.779,-12.474,Major,0.892,103.617,03-Apr,0.144,Comedy,C2
Tommy Johnagin,Clowning about kissing,70khXICDeTTxgYtw3EysKH,56242,25,0.832,0.47,266613,0.843,0.00104433,G#,0.932,-7.297,Major,0.946,59.729,04-Apr,0.636,Comedy,C2
Craig Ferguson,Aura Massages,0YDhAzDiTMMe2oDMLJw8Im,207031,19,0.877,0.518,322560,0.936,0.00125464,D,0.777,-4.158,Major,0.949,57.365,04-Apr,0.383,Comedy,C2
empty_field,FTP,1VGE61namxlibZqTwxTSd7,153476,29,0.883,0.433,247517,0.979,2.17e-06,F#,0.893,-5.951,Minor,0.941,69.651,04-Apr,0.152,Comedy,C2
Jim Norton,Strap-Ons,630Ug0XtmhhFvAKo0PNuEI,96158,22,0.838,0.43,208567,0.676,0.00120166,G#,0.315,-15.682,Major,0.94,72.919,04-Apr,0.248,Comedy,C5
Ralphie May,Stupid Questions,0AIL1m3mlMi98wKOaJ7uoG,38828,22,0.848,0.51,240273,0.488,0.0010665,D,0.899,-17.322,Major,0.918,85.786,04-Apr,0.137,Comedy,C5
Tim Wilson,But I Could Be Wrong,7BeOzMA5ym5UgFHHclLNhe,34682,21,0.603,0.523,176747,0.841,3.16e-06,E,0.569,-3.595,Major,0.203,164.13,04-Apr,0.658,Comedy,C1
T.J. Miller,"Episode 4 ""Forced Physical Comedy""",331pgaMKkiSrl4QjP4DRjg,126649,21,0.829,0.531,238100,0.76,0.00271027,A#,0.848,-8.426,Minor,0.939,78.912,04-Apr,0.412,Comedy,C2
empty_field,Atlanta,5wKdF1lpNY75uA1uTQof55,93584,19,0.762,0.565,379133,0.865,0.00113195,E,0.967,-7.871,Major,0.907,74.727,04-Apr,0.162,Comedy,C2
Kevin Nealon,Building Tunnels,2Te0LVuFPBcFCt72rJtZ1d,23030,13,0.772,0.55,103653,0.938,0.00102837,B,0.768,-5.669,Minor,0.945,172.604,04-Apr,0.632,Comedy,C2
Greg Behrendt,Chicken Situation,5jzkifjzkhppkuzggI2ZeL,202299,10,0.697,0.559,90720,0.736,0.00102837,F,0.868,-8.081,Minor,0.871,88.414,03-Apr,0.696,Comedy,C3
Comedian Bob Marley,Dangerous Vacation (Pack the Trunk!),4iET2VSSZ60K8S77FQRPGS,35616,12,0.911,0.655,51720,0.707,0.000763723,C#,0.915,-8.753,Major,0.737,74.763,04-Apr,0.682,Comedy,C3
Hannibal Buress,Weed and Things,4AcLEMpXmqWJwdVU1bRd5W,22554,32,0.909,0.556,188119,0.751,0.000908241,G,0.785,-9.023,Minor,0.944,107.557,04-Apr,0.243,Comedy,C2
empty_field,"Genie, Prison, Sheep",5qQRvqCXuO3uZTazifcGvO,134177,16,0.852,0.441,173880,0.692,0.00101917,E,0.941,-12.993,Major,0.416,102.194,03-Apr,0.903,Comedy,C3
Maria Bamford,New Building,6lu3vUZgSvPHngIYl3anZ4,31765,23,0.794,0.519,121480,0.897,0.00102837,G#,0.704,-8.619,Major,0.926,115.109,04-Apr,0.41,Comedy,C2
Mike Birbiglia,Catholic School Sunglasses,6o3x0u256KvwKISmsgGEDA,25971,30,0.874,0.582,210173,0.82,0.000691882,C#,0.912,-7.682,Major,0.946,90.819,04-Apr,0.408,Comedy,C2
Chris Rock,Tip Your Hat To Whitey (Mars),5cTGvIGUsQg9e3QGtQsGcE,70047,20,0.702,0.725,87480,0.492,0.00102837,D,0.822,-13.61,Major,0.92,117.996,01-Apr,0.711,Comedy,C3
Danny Bhoy,Melbourne,36r4cTfmjVo5JYqNBIcjk6,200536,17,0.656,0.537,117632,0.421,0.00102837,C#,0.98,-27.292,Major,0.941,73.961,03-Apr,0.107,Comedy,C5
empty_field,House Guest,10zlwR7kvVbD9OBkeZWr3L,124302,35,0.818,0.581,114133,0.911,0.00102837,C#,0.759,-7.991,Major,0.938,134.544,05-Apr,0.245,Comedy,C2
Henry Cho,Korea: It's Like A Different Country,5UEcZXaXRsupDBUfWuMnra,80063,23,0.855,0.517,158573,0.746,3.03e-06,D,0.752,-16.824,Major,0.863,75.208,04-Apr,0.0369,Comedy,C5
Harland Williams,Eating,1nSWQ5Y7OcuGiWGdA1UYlr,158483,11,0.763,0.542,206427,0.659,0.00120166,A#,0.907,-9.204,Major,0.943,84.608,04-Apr,0.534,Comedy,C3
empty_field,It's Spaghetti Time!,50Hv5NZIM0puIUoBttjpfb,22828,21,0.841,0.54,156040,0.793,0.000826307,F#,0.685,-6.016,Major,0.925,64.41,03-Apr,0.503,Comedy,C2
The Jerky Boys,Special Delivery,13U48U3VZb2iufNNvSTZLs,39441,13,0.932,0.718,71573,0.277,0.000435326,C#,0.641,-9.337,Major,0.936,109.716,05-Apr,0.377,Comedy,C3
empty_field,Murder She Wrote,1fYlCH4rNbBkrgUYdBwy81,167569,17,0.96,0.619,267380,0.211,0.00104433,A#,0.452,-18.655,Minor,0.944,82.24,04-Apr,0.456,Comedy,C3
Adam Ferrara,Organic Dawgala,6J1LxHWM4J6J3ZHiTiLO36,172700,18,0.717,0.429,310954,0.943,0.00125464,F#,0.831,-9.039,Major,0.884,138.763,05-Apr,0.335,Comedy,C2
empty_field,My Notebook,10pTcPMZEXcBJTGgsytUIy,30153,13,0.831,0.473,40078,0.821,0.000763723,G#,0.662,-6.306,Major,0.566,82.65,04-Apr,0.859,Comedy,C2
Bill Engvall,Pick My Nose,58E1XVmZTODC67YNjneuXM,26347,31,0.772,0.648,366533,0.801,0.00403386,F#,0.925,-10.038,Major,0.93,129.732,04-Apr,0.39,Comedy,C2
Josh Sneed,Farting On Jessica Simpson,0aLmHIxgbadE8klBz6Sizm,196745,13,0.79,0.54,333240,0.581,0.00115178,G#,0.945,-10.295,Major,0.948,73.515,03-Apr,0.449,Comedy,C5
empty_field,O.C.D. Scumbags,2mAwzsjGmzF60f7g06sDUf,178299,21,0.729,0.544,157960,0.782,0.000826307,C,0.828,-14.901,Major,0.935,87.856,03-Apr,0.282,Comedy,C5
Maria Bamford,Soundscapes,5omLyAh2r85tWTgAGcgvtp,60970,20,0.851,0.548,254500,0.699,5.55e-05,D,0.83,-10.009,Major,0.939,75.954,03-Apr,0.303,Comedy,C2
Bill Squire,Awkward Hook Ups,4P9rRQhNGYtGTdYfa9Hxgq,31434,12,0.774,0.676,113964,0.206,0.00102837,E,0.594,-17.409,Minor,0.943,66.472,05-Apr,0.443,Comedy,C3
Mike Birbiglia,Pachoo!,1a3X8Y882vwSnlnHqf9ztF,154521,29,0.905,0.552,240746,0.824,0.00148731,C#,0.846,-7.569,Minor,0.95,110.397,04-Apr,0.284,Comedy,C2
Stephen Lynch,Love Song,5LtZz2p1JE3HCnGwRVWSpG,131681,30,0.844,0.435,83333,0.297,0.0477,B,0.79,-19.122,Major,0.552,94.5907,03-Apr,0.612,Comedy,C3
Monty Python,Medical Love Song,7AimHQrOUoUTYbVX87D3Zl,39416,25,0.588,0.491,214427,0.479,0.00152782,D,0.0691,-12.992,Major,0.0525,136.735,04-Apr,0.685,Comedy,C1
empty_field,Craig,74alBkL6JaxDicd8W9ZpHl,187566,40,0.582,0.444,213573,0.611,1.35e-05,C,0.673,-6.652,Major,0.0617,139.308,04-Apr,0.278,Comedy,C1
Todd Barry,Condom,7DYouezUJUpPLnOmdrelpf,21359,18,0.831,0.633,66653,0.559,0.000435326,C,0.891,-13.992,Major,0.953,59.94,04-Apr,0.617,Comedy,C3
Jim Breuer,Baboon Attack,6oAsS6P9QAcSJlzcbBhwqB,35790,21,0.856,0.455,329371,0.65,3.79382e-05,G#,0.772,-15.703,Major,0.942,58.552,05-Apr,0.306,Comedy,C5
Lewis Black,The Media,7eodMPQnGIs8yIjA8JkL4G,71651,31,0.759,0.555,241802,0.464,0.0849023,B,0.972,-16.368,Minor,0.95,180.202,04-Apr,0.236,Comedy,C4
Demetri Martin,Yep,2a8v9MhXxvJZ09vZGEEEdS,195545,51,0.9,0.461,240946,0.912,0.000121,F#,0.808,-9.078,Major,0.947,69.92,04-Apr,0.208,Comedy,C2
John Pinette,The Great Meat Recall,45Yd7s3jhypgT8AUSLzj9D,167010,23,0.842,0.616,143373,0.567,0.00102837,C#,0.791,-16.712,Major,0.948,73.937,03-Apr,0.383,Comedy,C3
Doug Benson,Dumb Things,4STFswTavHrLR7BGEfSmyT,184385,16,0.834,0.385,129893,0.975,0.00102837,G#,0.902,-5.009,Major,0.947,73.266,05-Apr,0.228,Comedy,C2
Gary Gulman,Milkman,7l0ZtXbl2aTvpHuynmiurl,143640,25,0.685,0.551,146987,0.935,0.0040113,D,0.977,-6.409,Major,0.734,105.966,05-Apr,0.585,Comedy,C2
Steven Wright,Quote,0IzR5fjY9gSy3nWxXosrQc,23716,37,0.877,0.376,296520,0.994,0.00104433,E,0.711,-7.802,Minor,0.897,132.643,04-Apr,0.0312,Comedy,C2
Paul Mooney,White Fright,5oJrV0mGkw9dilk96X3W0c,101906,13,0.849,0.597,59040,0.67,0.000605353,A,0.76,-17.282,Major,0.921,117.557,03-Apr,0.62,Comedy,C3
empty_field,Incentive-Based Eugenics,0RTf3wv05HUOcnd7D0jgKl,121618,23,0.871,0.652,160252,0.71,0.00109025,G#,0.67,-5.517,Minor,0.895,112.235,05-Apr,0.761,Comedy,C3
John Pinette,Waterparks,1KYD72wtZ4o6wZkxZ0MSPg,31669,29,0.868,0.387,265613,0.907,0.00104433,D#,0.974,-18.998,Minor,0.911,71.35,04-Apr,0.082,Comedy,C5
Adam Sandler,The Chanukah Song Part 3 - Radio Version,0WQb2FxX0NPjFKyFeXGPD4,38491,23,0.684,0.326,258000,0.784,0.00104433,A,0.327,-6.6,Major,0.405,168.949,04-Apr,0.276,Comedy,C1
Steve Martin,Always Will,72c6DFgLx4VQIltdHDDmRc,65509,20,0.662,0.491,145347,0.264,2.81e-06,C,0.0921,-10.473,Major,0.0302,96.099,03-Apr,0.254,Comedy,C1
Steve Byrne,Magical Sex,7hC40QZ3ZmTFjJbyi6jfLm,179504,13,0.465,0.435,787520,0.706,0.000195,D,0.516,-13.799,Major,0.661,142.012,04-Apr,0.22,Comedy,C5
Cheech & Chong,Up In Smoke 2018,0vsRt9W2VisbZW6mqqjbp8,55302,18,0.117,0.523,237040,0.493,5.88e-05,A,0.103,-9.218,Major,0.0355,99.048,04-Apr,0.478,Comedy,C1
Aziz Ansari,Marriage is an Insane Proposal,1lB2kyB5h9ceZ388GBfC9L,120491,42,0.827,0.6,105752,0.967,0.00102837,C#,0.697,-4.448,Major,0.819,116.528,04-Apr,0.343,Comedy,C2
Ryan Sickler,My Finances,77IVBfVH5nt99MLVLJwyQM,187946,11,0.823,0.507,55489,0.936,0.000373238,F,0.864,-6.282,Major,0.833,71.596,03-Apr,0.652,Comedy,C2
Jim Tews,Cats Need Water,1vMM8ZJL9T2XHSwo7V5aL5,52553,13,0.895,0.598,172619,0.446,0.00101917,C#,0.746,-12.145,Major,0.944,165.849,03-Apr,0.754,Comedy,C3
Craig Ferguson,British Accented Romans,141mhjo6blKg3V0sKGJXg4,185651,20,0.876,0.605,181333,0.987,0.000911604,F,0.966,-3.202,Major,0.931,71.908,04-Apr,0.289,Comedy,C2
empty_field,She Knows Nothing About My Penis,3jRpTMcx4YpA7aPqgBGELK,150739,11,0.706,0.396,294080,0.975,0.00104433,D#,0.71,-4.184,Minor,0.87,67.51,04-Apr,0.54,Comedy,C2
George Carlin,War Pictures,5AzL0P4MfJpHMfeCNDQky0,70180,32,0.921,0.611,222200,0.546,0.00299465,G,0.147,-10.444,Major,0.961,72.94,03-Apr,0.505,Comedy,C3
Andi Smith,Benefit For Cheerleaders,5JOfDTilOLJogzaNL3z0RU,47226,11,0.788,0.551,113241,0.52,0.00102837,C#,0.948,-12.248,Major,0.899,124.11,04-Apr,0.466,Comedy,C3
