artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster
empty_field,Oh Maggie,75eLECFLTSH7MawFtzgcDf,159448,44,0.558,0.731,191147,0.578,0.0900679,A,0.0456,-6.464,Major,0.0338,119.975,04-Apr,0.877,Folk,F6
Väsen,Lilla Kulturbidragsvalsen,3fC1LemAVowRGQU2v7b1jX,128124,46,0.895,0.61,207049,0.107,0.796,A,0.0783,-22.554,Minor,0.0703,130.758,04-Apr,0.419,Folk,F4
Iron & Wine,The Sea and the Rhythm,7tWNoLhWu9F03ynrXjYxYX,24430,43,0.94,0.517,323973,0.286,0.802,G#,0.101,-11.225,Minor,0.0264,94.254,04-Apr,0.158,Folk,F4
Bahamas,Always On My Mind,0gU75Ub5Q5KopV9u5Soeu3,85836,41,0.974,0.387,255760,0.0809,0.00657,C,0.117,-19.152,Major,0.032,80.705,03-Apr,0.109,Folk,F3
The Head and the Heart,Signs of Light,3FB0GiVtSp9su5SuUYqRob,179342,45,0.266,0.27,368747,0.324,0.00362,C,0.106,-8.97,Major,0.0346,162.866,04-Apr,0.0396,Folk,F1
Beirut,Landslide,2TODVeKuTBTZQwN4wwilSh,38660,61,0.323,0.537,210647,0.841,0.0725,A#,0.105,-5.777,Major,0.0316,111.836,04-Apr,0.728,Folk,F6
Big Red Machine,Hymnostic,2DFfaWbJhxtoG4EjdeADh2,99506,49,0.509,0.462,262646,0.58,0.131,D#,0.105,-8.187,Major,0.0322,91.948,03-Apr,0.472,Folk,F1
Pavement,Cut Your Hair (Remastered),69QNXJNXFddfmzcz0mDB6m,45834,50,0.00554,0.469,219436,0.825,0.00199,E,0.133,-6.612,Minor,0.0319,110.839,04-Apr,0.659,Folk,F6
Alvvays,Next of Kin,4HylX4PwF4IyfLO2Q7bJqr,28912,49,0.361,0.329,238559,0.895,0.759,A,0.265,-4.488,Major,0.0485,160.947,04-Apr,0.609,Folk,F4
City and Colour,As Much as I Ever Could,6SiRHyoIMO9QfAsHcp11Nv,105861,44,0.906,0.56,324787,0.241,0.000329,A,0.257,-12.621,Minor,0.0341,118.462,03-Apr,0.148,Folk,F3
Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",3fc6z0RlVBu0ggtidwCpvw,217351,51,0.54,0.72,195654,0.417,0.000101,D,0.0764,-15.019,Major,0.0393,125.346,04-Apr,0.827,Folk,F6
Edwin Raphael,Colder,1FxF09nqDzYgvsB5UcmTtY,46504,46,0.984,0.421,277879,0.359,0.00201,F,0.109,-10.093,Minor,0.032,134.372,04-Apr,0.0732,Folk,F3
Annie Lennox,Walking on Broken Glass,6Uks8ZMSlASX7aygehQesZ,213573,71,0.215,0.75,253296,0.562,1.1e-06,C,0.105,-8.45,Major,0.0281,115.008,04-Apr,0.807,Folk,F6
Lord Huron,The Night We Met,3jaOfXYnWg49JrTZnrryx4,116067,78,0.968,0.441,208227,0.379,0.262,D,0.639,-9.545,Major,0.0449,174.118,03-Apr,0.105,Folk,F2
Patty Griffin,Had a Good Reason,2zhQYE4dNZ2hsHKWwQChxh,156115,26,0.925,0.427,201330,0.0732,0.0900679,E,0.12,-13.424,Major,0.0422,81.196,04-Apr,0.379,Folk,F3
Devendra Banhart,Daniel,4sFB5UbO5J09RslzqSBpJS,141768,45,0.963,0.687,185907,0.292,0.469,C,0.109,-13.513,Major,0.0397,119.096,03-Apr,0.442,Folk,F3
Nick Drake,Free Ride,40WXqoyOLAAugGmJWZU1FY,197159,55,0.911,0.819,183840,0.123,0.301,C,0.111,-17.591,Major,0.0619,120.392,04-Apr,0.61,Folk,F3
Pond,Doctor's In,2g6zbVqZvnc1dk6cYUhr5g,36381,42,0.0334,0.365,262646,0.839,0.377,E,0.1,-6.943,Minor,0.0548,90.041,04-Apr,0.159,Folk,F1
Frightened Rabbit,The Woodpile,4shJmtVH3PCCCMwDZb9DUr,99692,49,0.0324,0.349,207560,0.885,0.0900679,D,0.315,-4.624,Major,0.0438,127.687,04-Apr,0.31,Folk,F1
Arlo Guthrie,The City of New Orleans,0pnO4odeVQXDHMQOB6M4zv,157571,52,0.535,0.616,274507,0.577,0.15178,C#,0.0808,-8.834,Major,0.0407,145.863,04-Apr,0.592,Folk,F6
Patty Griffin,Let Him Fly,0VDyiIV0D5PZOZ6COzKcdR,156303,43,0.768,0.503,230735,0.232,1.43e-06,D,0.116,-7.592,Major,0.035,111.976,04-Apr,0.389,Folk,F3
empty_field,One Less Set Of Footsteps,2bwxqGKS5GPXfNanAIRe2p,134351,42,0.169,0.697,166973,0.677,0.0842198,C,0.0803,-7.802,Major,0.0294,143.329,04-Apr,0.955,Folk,F6
Tedeschi Trucks Band,When Will I Begin,1ZOK8VkScTdXrccs7hkUPq,112375,47,0.804,0.227,257907,0.461,0.00623,C,0.108,-8.634,Major,0.0298,82.8842,03-Apr,0.186,Folk,F3
Jim Croce,"Next Time, This Time (Harper College 2/5/73)",7olmsii4f4QZDRXGA33KW9,77071,46,0.523,0.628,168615,0.334,1.05e-06,C,0.563,-14.06,Major,0.0613,125.019,04-Apr,0.732,Folk,F2
Death Cab for Cutie,Tiny Vessels,7iCeaYJSEdGWeFNTAEqUzJ,126698,51,0.502,0.561,261760,0.662,0.122,F#,0.0915,-7.952,Minor,0.0309,146.677,04-Apr,0.0656,Folk,F1
Tegan and Sara,Walking With a Ghost,1fBO9S4vo5cfCfRK1Ofaxa,200317,53,0.125,0.788,150293,0.541,0.000231,F#,0.0679,-5.987,Minor,0.0387,118.058,04-Apr,0.928,Folk,F6
Tom Rosenthal,It's Ok,105L459zu09SE1kTKDHQmZ,58855,57,0.871,0.561,220414,0.111,0.205,G#,0.103,-15.11,Minor,0.0324,148.191,04-Apr,0.0607,Folk,F3
Roy Orbison,Crying,5ZBTJKgTLYFo2Utb05iu5z,171873,60,0.758,0.35,166467,0.293,8.21e-06,D,0.104,-9.502,Major,0.0258,110.145,04-Apr,0.162,Folk,F3
Mitski,Remember My Name,2g5O5gEmjfgTDdupx7VMcp,79584,55,0.000479,0.326,135314,0.691,0.389,B,0.177,-2.999,Major,0.0343,203.972,04-Apr,0.597,Folk,F1
empty_field,Resolution,7Ieqj0P9pzcB4Itsgt7JAN,59778,48,0.0523,0.516,256389,0.566,0.000949,G,0.11,-8.339,Major,0.0378,126.819,04-Apr,0.175,Folk,F1
Colbie Caillat,I Do,2ihqauez45hAqyUsRCfyPb,205087,59,0.22,0.656,173360,0.877,0.0842198,A,0.0785,-5.656,Major,0.0329,144.871,04-Apr,0.958,Folk,F6
Toro y Moi,Mona Lisa,4CB13d6Igb94cWMOQWY3JF,24910,44,0.387,0.566,255227,0.665,0.0012,G,0.354,-6.997,Major,0.0346,123.021,04-Apr,0.154,Folk,F1
Grouplove,Tongue Tied,55nlbqqFVnSsArIeYSQlqx,82271,80,0.00847,0.56,236745,0.936,0.0837501,D#,0.161,-5.835,Major,0.0439,112.96,04-Apr,0.371,Folk,F1
City and Colour,Hope for Now,1HQsMYu0OW2jQ5GzLGRnaJ,47417,35,0.145,0.232,243305,0.199,0.0917855,A,0.0727,-10.018,Minor,0.0325,121.363,04-Apr,0.0649,Folk,F1
empty_field,Not a Word,2btKtacOXuMtC9WjcNRvAA,144862,43,0.513,0.647,263453,0.294,0.774,E,0.108,-10.796,Minor,0.0372,132.711,04-Apr,0.206,Folk,F4
Brian Fallon,Smoke,3Uk9wO7TSqWdBerbP3Iayd,189822,46,0.177,0.582,221707,0.762,0.000295,C,0.315,-4.135,Major,0.0285,99.998,04-Apr,0.657,Folk,F6
The Flaming Lips,One More Robot/Sympathy 3000-21,3Aisht63nuyccguwcW3ek5,50600,42,0.0304,0.256,299493,0.752,0.0183,C#,0.291,-7.619,Minor,0.0558,80.956,04-Apr,0.235,Folk,F1
Nekrogoblikon,Goblins,1VnuKVwvmkUzX9F6mD32LI,70352,42,0.0176,0.478,282484,0.805,2.39e-05,C,0.153,-4.323,Major,0.0416,89.729,04-Apr,0.406,Folk,F1
Beirut,Family Curse,3xunxIPUCjzbFDzH03wiph,34220,53,0.216,0.61,203066,0.767,0.659,B,0.0462,-7.851,Major,0.0297,126.975,04-Apr,0.925,Folk,F6
empty_field,Parasite,4fw14C2fAIZVfNnzHEjJt3,183540,46,0.782,0.61,214240,0.204,0.000117,B,0.103,-16.472,Major,0.0378,131.391,04-Apr,0.255,Folk,F3
Nathaniel Rateliff & The Night Sweats,Trying So Hard Not To Know,77GPsCv4W5v7nHQAbHf5iJ,210751,44,0.0697,0.719,230735,0.948,0.00261,G#,0.309,-4.109,Major,0.103,106.095,04-Apr,0.566,Folk,F6
Townes Van Zandt,All I Need,3EyNj8ps0rYIAF4xIpFCjc,82916,50,0.714,0.368,170347,0.36,0.00445,E,0.273,-8.724,Major,0.0301,148.577,04-Apr,0.41,Folk,F3
Haley Heynderickx,No Face,3YQCClOSBrbKkeAhmGvkoP,51639,48,0.927,0.463,116484,0.18,9.9e-05,F,0.0988,-11.576,Minor,0.0319,87.334,05-Apr,0.236,Folk,F3
Anderson East,Satisfy Me,4HkEuTeMi3tZxN287GskaX,150234,50,0.0642,0.659,155227,0.718,0.0436784,B,0.235,-6.17,Major,0.0243,104.779,04-Apr,0.88,Folk,F6
The Decemberists,O Valencia!,13uyMAetJNWMWJamO4aynQ,52525,45,0.0068,0.531,227907,0.765,0.000313,C,0.209,-7.844,Major,0.0349,135.457,04-Apr,0.452,Folk,F1
Picture This,One Drink,2Z2iw3VvNeD9TdE2HNQBHx,25844,74,0.0342,0.707,200720,0.771,1.79e-06,B,0.0684,-4.371,Major,0.0821,94.035,04-Apr,0.609,Folk,F6
Bob Seger,Katmandu,2q49JWdTqa951SdCXZW44g,138600,46,0.211,0.616,367653,0.943,1.83e-05,A,0.278,-3.87,Major,0.0684,140.366,04-Apr,0.937,Folk,F6
empty_field,40 Day Dream,4tR4H5hTmHWZ7UskqSkzWp,143504,59,0.228,0.573,283223,0.656,0.0836288,D,0.0651,-5.954,Major,0.0562,81.952,04-Apr,0.668,Folk,F6
Sleeping At Last,Saturn,6KXIT7swzbtBjIepVzbarJ,85516,67,0.638,0.263,204578,0.237,0.305,D#,0.109,-13.738,Major,0.0344,73.024,04-Apr,0.0461,Folk,F3
empty_field,Jet Airliner,0OGRo5VO9ZVzT11rtjL2lU,110575,64,0.0737,0.574,215667,0.664,0.0900679,F,0.22,-11.5,Major,0.0346,122.956,04-Apr,0.936,Folk,F6
Of Monsters and Men,Empire,2lvagWd1mO2sZmQtvFapZH,47624,56,0.000422,0.504,260413,0.692,0.000744,F,0.0919,-6.32,Minor,0.032,118.96,04-Apr,0.542,Folk,F1
empty_field,Yellow Submarine,0g8Q1Pmem92k7PzI3VLWKz,146495,40,0.537,0.694,175267,0.578,0.0842198,B,0.107,-6.65,Major,0.0288,108.273,04-Apr,0.881,Folk,F6
The Postal Service,Nothing Better,2lrKzhGuzeOh5DskYKtb6y,214868,51,0.175,0.704,226613,0.674,0.0518,D,0.0978,-7.389,Major,0.0308,134.981,04-Apr,0.698,Folk,F6
Daryl Hall & John Oates,Family Man,4BIBTrFi9TKjr85mULWx2B,61765,45,0.463,0.771,205467,0.824,1.07e-05,D,0.206,-5.79,Minor,0.0361,131.346,04-Apr,0.893,Folk,F6
Tedeschi Trucks Band,Bring It on Home to Me – Live at Spotify NYC,621kxYPwYbApEAAU4YwC7H,165429,47,0.322,0.316,231455,0.667,0.0825887,C,0.747,-5.399,Major,0.0419,194.081,03-Apr,0.692,Folk,F2
Andrew Bird,Gypsy Moth,5Yn8CVul2WJH0DdEAezcSF,158171,43,0.983,0.273,393240,0.278,0.868,D,0.333,-15.397,Minor,0.0983,81.6728,04-Apr,0.187,Folk,F4
Vance Joy,Lay It On Me - Said the Sky Remix,6UpvjcmOl7GKvvivysW3cQ,113127,44,0.0376,0.63,245742,0.709,0.0900679,F,0.0841,-4.762,Major,0.0271,128.001,04-Apr,0.355,Folk,F1
Alestorm,Fucked with an Anchor,4KpSf1zylbsFSBUS4NZf4Y,176802,47,0.000505,0.537,266938,0.971,0.0847945,A#,0.117,-3.926,Minor,0.0783,76.964,04-Apr,0.472,Folk,F1
Erato,As Long as You Love Me,75QXIBj3OiRqmnl5xwJmds,96503,55,0.891,0.404,151619,0.167,0.0436784,A,0.103,-12.463,Minor,0.0604,202.996,04-Apr,0.298,Folk,F3
The Monkees,Me & Magdalena,79UVyzwXNx2IzxzYnVXMMq,85329,56,0.377,0.738,213707,0.43,1.03e-05,G,0.0945,-9.749,Major,0.0295,116.459,04-Apr,0.374,Folk,F6
The Irish Rovers,The Jolly Roving Tar,1fLlRApgzxWweF1JTf8yM5,96578,46,0.393,0.674,148107,0.939,4.33e-05,F,0.278,-3.68,Major,0.0589,116.117,04-Apr,0.84,Folk,F6
Shocking Blue,Venus,7tTElNyvXsfFcxDXIiH5cm,159086,55,0.462,0.691,187533,0.762,0.0286,B,0.0804,-6.47,Minor,0.0367,128.111,04-Apr,0.957,Folk,F6
Jason Isbell and the 400 Unit,Cumberland Gap,2PM5Y1bxeVWdAjXzKvlmMC,65925,50,0.000354,0.272,204402,0.908,0.0362,B,0.18,-7.928,Minor,0.103,136.858,04-Apr,0.38,Folk,F1
Parquet Courts,Before the Water Gets Too High,68K2tQZB6c3n5mHdJHO9go,199109,52,0.0724,0.494,245400,0.786,0.129,C,0.349,-4.438,Major,0.0327,150.025,04-Apr,0.573,Folk,F1
Courtney Marie Andrews,May Your Kindness Remain,1jDIYW2WzhEkZBUwzT2uxe,60186,40,0.889,0.265,234307,0.254,0.000128,D,0.11,-11.635,Major,0.0337,92.617,03-Apr,0.244,Folk,F3
The Milk Carton Kids,A Sea of Roses,1RRngakvPuEOYUqo16qCfA,105631,58,0.92,0.516,199840,0.166,0.0232,F#,0.0995,-17.147,Major,0.042,140.548,04-Apr,0.329,Folk,F3
Bob Dylan,Tonight I'll Be Staying Here with You,3YR1sMjWxQ1DglytigbYDU,123912,43,0.376,0.583,201133,0.38,0.00685,G,0.0676,-17.607,Major,0.0482,81.892,04-Apr,0.529,Folk,F3
empty_field,Coming Home (Oregon),4yQRczx7diWEf7Yvps3kmC,76415,48,0.00718,0.65,204107,0.755,4.49e-06,G#,0.311,-4.656,Major,0.0259,108.006,04-Apr,0.287,Folk,F1
Tall Heights,The Deep End - Supermini Remix,5bWqohZFWxcJK7zkReX8Jg,63500,65,0.000804,0.624,245000,0.876,0.0434,F#,0.415,-6.948,Major,0.0369,121.986,04-Apr,0.273,Folk,F1
Nathaniel Rateliff,Still Trying,2pgN43fwLok9wh9kz3Mes1,170215,47,0.813,0.515,241305,0.146,0.00175,B,0.14,-15.018,Major,0.0381,122.528,04-Apr,0.243,Folk,F3
empty_field,Ruins,0dfKDiwIJunuFyUPkXllbt,166297,51,0.619,0.53,211667,0.361,0.000135,F,0.198,-9.213,Major,0.0328,95.238,04-Apr,0.463,Folk,F3
Blitzen Trapper,Black River Killer,632rEUly1PVmwnmRj1ZmeR,61332,51,0.636,0.637,241850,0.656,0.00692,B,0.0941,-9.486,Major,0.0431,117.567,04-Apr,0.666,Folk,F6
The Zombies,Care Of Cell 44,1rvNDIfm1nDdMG8CLMotRA,90596,54,0.265,0.421,235827,0.58,0.0136,G,0.0973,-7.011,Major,0.0285,129.959,04-Apr,0.403,Folk,F1
Bahamas,I Got You Babe,4DZmrlN1EGm5j10dVWxKII,126069,37,0.121,0.597,166653,0.52,0.0842198,C,0.101,-5.034,Major,0.0328,122.624,04-Apr,0.58,Folk,F6
Iron & Wine,Love Vigilantes,4lPHdMXICqdl6RguxO2jBK,75951,50,0.67,0.728,206733,0.295,1.27e-05,D#,0.141,-13.642,Major,0.0317,116.459,04-Apr,0.654,Folk,F3
empty_field,Ode To Billie Joe,06NjUmITlyl8IYngBZy5Tm,24954,52,0.721,0.637,175361,0.189,0.0845123,G,0.0939,-10.726,Major,0.0471,117.09,04-Apr,0.695,Folk,F3
Elvis Costello,She,2IeXEQ37g9jFdKb3GtrLyH,66732,63,0.459,0.332,187720,0.284,3.77e-06,C#,0.13,-12.866,Major,0.0323,130.215,04-Apr,0.311,Folk,F3
Raffi,Bathtime,4ckLBt0Q0ng1R6w978v6CU,141033,42,0.601,0.731,178533,0.36,2.21e-06,D,0.387,-13.683,Major,0.0375,75.79,04-Apr,0.963,Folk,F6
Mat Kearney,One Black Sheep,77qBwefBIdzymXNCuAI8YX,175426,41,0.201,0.734,197240,0.75,5.51e-05,F,0.132,-8.016,Major,0.0353,110.511,04-Apr,0.677,Folk,F6
Warpaint,Undertow,2ZPILPb1oDWzuB2VsIF17f,95855,42,0.00412,0.495,353227,0.491,0.39,F#,0.103,-9.337,Minor,0.0248,104.224,04-Apr,0.371,Folk,F1
Phosphorescent,Song for Zula,4P09pSfnzscW4P6H34EIc2,115449,54,0.729,0.492,370200,0.626,0.533,E,0.0509,-8.26,Major,0.0349,86.016,04-Apr,0.524,Folk,F4
"Bonnie ""Prince"" Billy",Rubin and Cherise,3j2I9sLlBQu8pMPDvw6Mhn,93037,44,0.318,0.508,346588,0.87,0.000317,F,0.176,-4.806,Major,0.0665,85.9,04-Apr,0.785,Folk,F6
Florence + The Machine,Seven Devils,5Pp6eAW1g8R6fvTzI99Dki,160971,53,0.0111,0.383,303173,0.824,0.000609,A,0.0543,-5.516,Minor,0.0391,58.498,04-Apr,0.226,Folk,F1
AHI,Ol' Sweet Day,46LDfGrOIJF85wfRZLrfbM,163162,56,0.603,0.393,178053,0.558,4.85e-05,D#,0.108,-9.429,Major,0.0475,128.312,04-Apr,0.336,Folk,F3
"Peter, Paul and Mary",Blowin' in the Wind,6et7qVO1qB80i79FV1tpGi,215856,52,0.834,0.381,234318,0.0848,0.085023,F,0.112,-17.77,Major,0.032,155.036,04-Apr,0.557,Folk,F3
The Beach Boys,"Caroline, No - Remastered",3kMYYFcPC0rgig7GC1Fbm8,199672,48,0.775,0.402,173933,0.426,6.12e-06,A#,0.175,-9.662,Minor,0.0262,75.866,04-Apr,0.641,Folk,F3
Vampire Weekend,Everlasting Arms,6qV6NB6v4JLHcH5OjDnS1R,69982,54,0.472,0.664,183320,0.702,0.00352,B,0.107,-8.072,Major,0.188,119.852,04-Apr,0.526,Folk,F5
empty_field,Blanket,7DZ5zhH0SCDrVaW4LsfGef,168413,54,0.892,0.314,185236,0.173,0.00842,G,0.109,-15.488,Major,0.0387,135.048,04-Apr,0.123,Folk,F3
Allah-Las,No Voodoo,4Jafug8jhjbdAcTk9BolbE,170915,43,0.236,0.478,181203,0.766,0.00249,D,0.125,-7.249,Major,0.0322,126.344,04-Apr,0.633,Folk,F6
empty_field,Bungle In The Jungle,05zxigj5aDilzl19drddYp,71333,46,0.109,0.61,217333,0.583,0.0900679,B,0.28,-9.804,Minor,0.0371,104.337,04-Apr,0.909,Folk,F6
empty_field,Congratulations,5dVtj4IAnYSrI3jVfIFIaC,122370,54,0.345,0.686,131000,0.611,0.0697096,B,0.145,-8.266,Major,0.116,95.983,04-Apr,0.408,Folk,F6
empty_field,"He Ain't Heavy, He's My Brother",2MGKDu7orDRI1eADeiJAT5,123466,45,0.409,0.309,257840,0.441,1.73e-05,G,0.513,-6.524,Major,0.0291,75.734,04-Apr,0.217,Folk,F2
Michael Cera,Best I Can (feat. Sharon Van Etten),3cCxoOgfi6hgt8MNteuiiD,32776,40,0.522,0.577,199694,0.767,0.193,B,0.715,-7.171,Minor,0.0398,109.127,04-Apr,0.295,Folk,F2
Tom Petty and the Heartbreakers,Dreamville,0qSDDNXbuyNe1AzGd0LLxC,184262,36,0.321,0.582,230360,0.387,5.59e-05,G,0.0951,-8.023,Major,0.0264,78.013,04-Apr,0.327,Folk,F3
Manchester Orchestra,Simple Math,06VuCrLHmfdgdUXSQCX6us,171820,47,0.0105,0.335,304080,0.468,5.09e-05,C#,0.103,-7.918,Major,0.0333,133.904,04-Apr,0.34,Folk,F1
Sufjan Stevens,Mystery of Love,1L0EA6BegmM4KMwTHmSHux,183635,58,0.94,0.365,248965,0.273,0.431,E,0.109,-16.526,Minor,0.038,132.285,05-Apr,0.238,Folk,F3
empty_field,People Who Died,1qbX1M3Uge5twsEiNrjkmR,93657,46,0.00376,0.564,296600,0.929,0.000416,C,0.0575,-5.898,Major,0.0414,96.001,04-Apr,0.618,Folk,F1
Jacob Lee,Demons,2LzOMk2irKa51zmGyQKNmK,73348,59,0.153,0.438,251833,0.537,0.0737637,D#,0.171,-4.392,Minor,0.0275,126.726,03-Apr,0.286,Folk,F1
Grizzly Bear,Neighbors,2ba1G7j2si3LffTirrQLnw,25701,46,0.104,0.429,234424,0.823,0.12,C,0.381,-6.389,Major,0.0554,90.007,04-Apr,0.391,Folk,F1
Don Henley,New York Minute,1BalNF3SVFLMQnHxxQIcYf,82016,56,0.334,0.551,395400,0.289,0.130578,G#,0.0379,-12.214,Minor,0.0262,132.132,04-Apr,0.117,Folk,F1
JC Stewart,Like I Did,7LG5qAX1r73gafhxvzu28K,204858,55,0.35,0.626,217339,0.528,5.48e-06,E,0.0995,-5.043,Major,0.0359,116.459,04-Apr,0.274,Folk,F1
Jenny Lewis,She's Not Me,2ULvsEVdvPbXERrl3mGEE8,41799,46,0.00487,0.453,212766,0.771,0.00188,E,0.271,-6.341,Major,0.0273,93.193,04-Apr,0.794,Folk,F6
Old Crow Medicine Show,Wagon Wheel,5jOler9ESUeXt0xdqM0Kqo,215292,66,0.58,0.621,163045,0.403,0.081272,A,0.114,-8.211,Major,0.0359,145.525,04-Apr,0.634,Folk,F6
Tedeschi Trucks Band,I’m Gonna Be There,7omhmxhTylKsvKkHNCN9e3,21026,47,0.579,0.424,348640,0.521,0.00142,C,0.121,-8.91,Minor,0.0489,79.145,04-Apr,0.557,Folk,F1
Pretenders,2000 Miles - 2007 Remaster,3H0Vda4LvcNlwRQpNd8MHJ,210951,56,0.00292,0.22,220427,0.708,0.0267,G,0.102,-9.051,Major,0.035,147.455,04-Apr,0.453,Folk,F1
Steve Miller Band,Jungle Love,1LFHoDaIS4AvoF8rUysNm6,25447,50,0.167,0.481,189293,0.689,0.00153,F,0.739,-11.629,Major,0.214,144.851,04-Apr,0.782,Folk,F2
empty_field,Horizon,4L1eqdFY10yO7tMzvRp0sx,110984,54,0.883,0.427,249147,0.11,0.409964,G#,0.113,-10.486,Major,0.0392,58.555,04-Apr,0.229,Folk,F3
