artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster
Galactic,Karate,2O3DU3oI4jF1NOzr2uhQ8S,136621,22,0.134,0.686,214733,0.826,0.931,F,0.144,-4.472,Major,0.0714,106.047,04-Apr,0.825,Blues,B6
Peter Frampton,Do You Feel Like We Do - Live,07Vp8mqbrIFtj7YgPMnoCE,119361,47,0.0435,0.318,826813,0.663,0.00391,C,0.937,-8.531,Major,0.0328,104.804,04-Apr,0.365,Blues,B2
empty_field,Los Angeles,392COIitLMUIOwLDEq7Yh7,162499,44,0.0871,0.608,144821,0.791,1.81e-06,G,0.0868,-5.441,Major,0.0306,92.743,04-Apr,0.722,Blues,B1
Phish,The Mango Song,43jT0iAEN9eEdgtojtzbsw,162965,24,0.123,0.471,383800,0.713,0.0159,G,0.113,-12.881,Major,0.0288,95.764,04-Apr,0.748,Blues,B1
empty_field,What Is and What Should Never Be,2j5AMkbTet4BvTWhKrPOta,47781,25,0.0975,0.29,326787,0.904,0.229,A,0.828,-5.157,Major,0.249,148.781,04-Apr,0.346,Blues,B4
empty_field,Fairweather Friends,5pQMeUIDHp7ioCgDK9PyAt,208547,45,0.0115,0.189,223387,0.8,0.000108,B,0.852,-3.818,Minor,0.0931,135.936,04-Apr,0.322,Blues,B2
empty_field,Freedom - TROY NōKA Remix,6xUqRrKXyw3GIPnRHzXk0o,102798,37,0.0083,0.561,232907,0.884,0.094399,D,0.351,-5.31,Major,0.151,154.157,04-Apr,0.331,Blues,B3
King Khan and the Shrines,Luckiest Man,5wvJIQBrndKATE5JbwYzNr,94935,26,0.0439,0.512,232863,0.74,0.0223,A,0.247,-6.917,Minor,0.0335,143.752,04-Apr,0.847,Blues,B1
empty_field,So Beautiful,6OfDNbhNDDBi1t6VIrsMua,48144,34.6436,0.0632,0.559,254125,0.67,0.0871893,B,0.124,-4.668,Minor,0.0482,123.741,04-Apr,0.587,Blues,B3
Solomon Burke,Got to Get You off My Mind,5DoTRJlzMaGAMHPTDrfvfW,151034,36,0.621,0.746,216523,0.55,1.27e-06,D,0.0136,-7.554,Major,0.062,102.669,04-Apr,0.736,Blues,B1
Foghat,I Just Want to Make Love to You,4G8v8POxyDsNyaRAyGvuie,54682,45,0.0922,0.375,261173,0.599,0.133033,G,0.2,-12.022,Major,0.199,126.822,04-Apr,0.62,Blues,B4
Robin Trower,Farther on up the Road - 2012 Remaster,0JKHjbQR6xJxGS3rKXzXYI,22074,30,0.0377,0.469,155227,0.918,0.000392,C#,0.24,-6.584,Major,0.173,115.201,04-Apr,0.77,Blues,B4
empty_field,Come with me now,15BlympuVSfZFROojEMY2M,63078,37,0.102,0.661,211626,0.729,2.04e-05,A#,0.0578,-5.561,Minor,0.0486,103.971,04-Apr,0.719,Blues,B1
Rival Sons,Play the Fool,2lgyZWQSJWmswrLJyM27kB,137093,34,0.0118,0.303,197649,0.864,0.359,D,0.426,-5.763,Major,0.0784,138.429,04-Apr,0.292,Blues,B3
empty_field,The Chokin' Kind,45RrFn6tVyVfVZtupoVEDG,185338,27,0.496,0.69,184298,0.506,0.00304,G#,0.0883,-12.531,Major,0.0556,98.781,04-Apr,0.848,Blues,B1
Greta Van Fleet,"Lover, Leaver",7vcDJCAO356RYkCfiUozmE,183582,59,0.00214,0.496,214987,0.924,0.22,A,0.136,-3.895,Major,0.0507,91.882,04-Apr,0.594,Blues,B3
Robert Plant,Let Your Loss Be Your Lesson,7BhGnk11f6IpP70SznOcyJ,58657,28,0.0298,0.489,241680,0.746,0.21,C#,0.0997,-7.073,Major,0.0431,126.447,04-Apr,0.866,Blues,B1
Grand Funk Railroad,Bad Time,2uTG00P1DkhB97pdITkl2O,142189,38,0.228,0.56,176280,0.916,0.0675868,A,0.0969,-3.72,Minor,0.0393,125.019,04-Apr,0.899,Blues,B1
Ella Fitzgerald,In A Mellow Tone,7b76ZM3xf6EjaIfsbfhJkZ,55184,49,0.763,0.618,310533,0.125,0.203868,C,0.0976,-16.878,Major,0.0446,106.739,04-Apr,0.507,Blues,B5
The Wood Brothers,Tried And Tempted,2VCiEwtX8LvC0bQZ6BCKDJ,162879,25,0.9,0.833,213560,0.329,0.211,C,0.109,-11.509,Major,0.0423,98.354,04-Apr,0.555,Blues,B5
Taj Mahal,Ain't Gwine Whistle Dixie (Anymo') - Live,72iAaOAsrBYa4U0VV7cHFd,67543,37,0.275,0.544,516840,0.571,0.338,A,0.654,-12.837,Major,0.0358,109.244,04-Apr,0.614,Blues,B2
The Drifters,There Goes My Baby,4C7HmUcT1XwmPpUrK6tLYp,84830,45,0.53,0.338,132613,0.576,0.0532807,F#,0.38,-6.161,Minor,0.0372,116.237,01-Apr,0.662,Blues,B3
Royal Blood,Blood Hands,7zYQKDUJhztcSguS8EOdpT,116238,39,0.612,0.404,189160,0.759,0.00118,D#,0.136,-6.097,Major,0.0433,135.062,03-Apr,0.173,Blues,B3
empty_field,Rockin' All Over The World,09QyGlxA0Ja6D1dGIjl55c,88789,44,0.129,0.617,217453,0.962,0.00171,C,0.511,-5.314,Major,0.0449,131.434,04-Apr,0.968,Blues,B1
empty_field,I Don't Get By,231lcr4D706utKev04nqL5,104321,29,0.304,0.553,223256,0.797,0.117,C,0.237,-4.977,Major,0.032,80.009,04-Apr,0.759,Blues,B1
Billie Holiday,You Go To My Head,0z25tUQgEI4cIyNZ1TgWig,78435,34,0.986,0.559,174867,0.0973,0.000104,G#,0.155,-16.264,Major,0.0463,68.3,03-Apr,0.212,Blues,B5
Gary Clark Jr.,Soul,2uwJ9MUGoXYnB576VpFgfE,55216,34,0.0168,0.449,375213,0.548,0.129,B,0.136,-6.444,Major,0.0286,90.487,04-Apr,0.478,Blues,B3
Blackfoot,Fox Chase,7F23U974sp3gkkCTA4gJ4M,59801,33,0.0655,0.539,261178,0.779,0.00259,G,0.563,-7.784,Major,0.077,121.538,04-Apr,0.641,Blues,B2
J.J. Cale,Tell You 'Bout Her,0O6tvorR62M48urcemPxxP,64088,40,0.819,0.786,225107,0.413,0.187,D,0.0957,-12.36,Major,0.0321,121.22,04-Apr,0.645,Blues,B5
The Allman Brothers Band,"Hot 'Lanta - Live At The Fillmore East, 1971",3gl0SecLYR9bISXglD4Icz,204682,30,0.153,0.266,321658,0.696,0.938,E,0.69,-11.688,Minor,0.0491,76.446,03-Apr,0.391,Blues,B6
Royal Blood,"How Did We Get So Dark? - Recorded at Abbey Road Studios, London",0GwFwWwKJMRx8LvNrna8Iv,94721,35,0.00518,0.515,194875,0.806,0.00066,A#,0.13,-7.703,Minor,0.0404,135.098,04-Apr,0.701,Blues,B3
Santana,Blues Magic,5lWRaa0fBxDE5yU91npPq7,174039,27,0.551,0.324,265560,0.609,0.00226,A,0.213,-8.902,Minor,0.0495,170.189,04-Apr,0.318,Blues,B3
Jethro Tull,Heavy Horses - 2003 Remaster,6IZ12o7ZyCJu8rCEGwoWKN,178269,38,0.252,0.436,287859,0.594,0.087755,F,0.251,-8.195,Major,0.0466,111.381,04-Apr,0.503,Blues,B3
Ali Farka Touré,Ruby,0IrP2hPl816A5cmb0oLkXy,58932,42,0.802,0.361,355840,0.31,0.687,A,0.128,-12.102,Major,0.0398,177.659,04-Apr,0.408,Blues,B6
The Marcus King Band,Devil’s Land,66jMYG0wj6m6oj8LKvteEn,25840,33,0.0443,0.236,309653,0.816,0.0272,D,0.0984,-5.199,Major,0.052,149.715,04-Apr,0.391,Blues,B3
Black Pistol Fire,Pick Your Poison,5ASUPv9sigp0V3ugaA8Oga,180807,49,0.00369,0.5,225093,0.68,4.69e-05,A,0.112,-9.839,Major,0.0366,154.131,04-Apr,0.641,Blues,B3
Jimmy Smith,Back At The Chicken Shack,0d4zKV724715KrRnExUXXs,134425,38,0.828,0.714,208204,0.367,0.399,F,0.112,-12.855,Major,0.0328,79.7651,04-Apr,0.633,Blues,B5
Kentucky Thunder,Little Maggie,1X1FyZ9nfyvMPXZJtICf3c,97705,19,0.162,0.407,140133,0.71,0.00283,B,0.25,-6.397,Major,0.0327,161.058,04-Apr,0.922,Blues,B3
Ted Nugent,Great White Buffalo - Live,1fpfYMT2RTc5W3Zluq5xVA,43239,37,0.0248,0.364,772186,0.875,0.0242,A,0.963,-12.041,Major,0.0913,144.826,04-Apr,0.354,Blues,B2
Albert Cummings,Lonely Bed,3Kk075LR7Bj2bUH1mB3TIZ,192605,38,0.33,0.487,277097,0.538,0.00609,F,0.103,-7.429,Minor,0.0397,118.564,03-Apr,0.269,Blues,B3
The Yawpers,American Man,26XfDH9AoT6dVpmKVJHBMf,195351,26,0.419,0.422,279093,0.417,0.411009,F,0.105,-10.175,Major,0.0433,72.5,04-Apr,0.175,Blues,B6
Leon Bridges,Bet Ain't Worth the Hand,2SLLCE90fsRmTfjmq5iZnn,87278,56,0.777,0.546,185893,0.539,0.100759,E,0.124,-5.588,Major,0.0346,119.637,04-Apr,0.286,Blues,B5
Queens of the Stone Age,My God Is The Sun,5VuPDFBrrurLSfG5VaXqeu,34956,53,0.000531,0.187,352323,0.855,0.0204,B,0.361,-4.316,Minor,0.0624,160.9,03-Apr,0.257,Blues,B3
Anders Osborne,Liquor Drought,4H5IBQSO1onJLu7p90S0MQ,168705,28,0.861,0.698,232773,0.395,0.442,G,0.112,-10.527,Minor,0.0825,79.803,04-Apr,0.556,Blues,B5
Steely Dan,Your Gold Teeth,1Y2QmmfNDLi77maalaV9br,171495,32,0.419,0.61,419267,0.612,0.0343,G,0.0799,-12.951,Minor,0.0368,139.505,04-Apr,0.87,Blues,B1
Ina Forsman,Now You Want Me Back,3Qkn8n7njbhFxDUPi4lIxP,86791,32,0.374,0.396,249760,0.463,0.0696938,A,0.339,-5.554,Major,0.0282,167.32,03-Apr,0.442,Blues,B3
Eric Clapton,Forever Man - 2015 Remaster,6l6LgnyNHL3U6UgSx5Aiph,191026,42,0.204,0.642,192320,0.899,0.00756,D,0.171,-6.032,Minor,0.0413,111.158,04-Apr,0.784,Blues,B1
empty_field,Steamer Lane Breakdown,1P87E4P0fbh5uKoLNWCkV2,137613,31,0.0538,0.569,205893,0.792,0.769,G,0.0833,-14.294,Major,0.0307,121.954,04-Apr,0.925,Blues,B6
Etta James,It's a Man's Man's Man's World,4aPTrOPzmdOF2Qmhhcr07p,155578,38,0.36,0.616,221927,0.512,3.16e-06,A,0.203,-6.544,Minor,0.0323,146.092,03-Apr,0.496,Blues,B1
The Doobie Brothers,One Step Closer,4enYj5VBLp4qYox1BS6G3k,190750,31,0.403,0.663,251893,0.552,0.0696938,A,0.0362,-8.82,Major,0.0342,131.249,04-Apr,0.773,Blues,B1
Janis Joplin,Careless Love,5AzSDWagBj5PA174y43lvL,140473,33,0.811,0.499,188107,0.41,0.461,G#,0.96,-11.196,Minor,0.0927,138.772,04-Apr,0.237,Blues,B2
Santana,Los Invisibles,7dxOZpYoM12OmJD1Oi6gWV,102137,40,0.174,0.65,354800,0.924,0.00418,F#,0.0974,-0.203,Minor,0.0417,99.373,04-Apr,0.96,Blues,B1
empty_field,Come a Little Closer - Unpeeled,0MpSj2qDLCP5C2ZUHi53aT,213233,40,0.0353,0.297,234663,0.801,1.9e-06,C#,0.961,-5.357,Minor,0.059,153.826,04-Apr,0.358,Blues,B2
Tinariwen,Tenere Taqhim Tossam,6GCusUym0CAdFS2g1qG79Y,211771,24,0.812,0.754,180005,0.794,0.00174,B,0.105,-8.199,Minor,0.106,98.814,04-Apr,0.871,Blues,B1
Chuck Berry,Back In The U.S.A.,1yhW4vm74MRcEyWiIqgTOl,128046,44,0.768,0.592,146893,0.823,0.000541,G#,0.0827,-6.165,Major,0.0848,170.011,04-Apr,0.962,Blues,B1
Bonnie Raitt,Finest Lovin' Man - Remastered Version,633TjzvG2smpc0aYgN9Xkd,101502,27,0.726,0.679,282067,0.513,0.0455,E,0.0627,-8.024,Minor,0.0396,100.891,04-Apr,0.885,Blues,B1
empty_field,Sleep,6s56ddRP5sXSSCGh37oB6l,194450,26,0.9,0.628,224299,0.237,0.00936,C,0.131,-14.848,Major,0.0391,88.871,04-Apr,0.315,Blues,B5
empty_field,I Got My Eyes on You (Locked & Loaded),1lC6WJxyW5pH18gZGKU9QJ,155817,43,0.129,0.545,311053,0.592,3.62e-06,D#,0.0639,-4.582,Minor,0.0648,139.516,04-Apr,0.347,Blues,B3
Levon Helm,Wide River To Cross,1MPW2aAOkttJ2i8ZQyALXH,142814,26,0.626,0.57,291320,0.223,0.0199414,F,0.091,-9.092,Major,0.0257,68.742,03-Apr,0.253,Blues,B5
Lukas Nelson and Promise of the Real,Turn Off The News (Build A Garden),1X6tCRjIO8AoBtLHMyzYh3,204024,39,0.00268,0.29,223275,0.887,0.094399,D,0.108,-6.017,Major,0.049,129.912,04-Apr,0.37,Blues,B3
empty_field,C'mon C'mon,5IVHpWPnvFokx0zDJC8yhf,72412,49,0.0787,0.491,133547,0.966,0.0532807,F,0.281,-3.896,Major,0.133,121.283,04-Apr,0.48,Blues,B3
The Allman Brothers Band,Change My Way of Living,4oX3lJNW9B2ylgtTqkfRSL,141496,33,0.205,0.497,374973,0.66,0.0663,F,0.102,-7.229,Major,0.0313,104.486,04-Apr,0.65,Blues,B3
empty_field,Is You Is Or Is You Ain't (My Baby),0gONO4K0PVRlBy8WJDGAUs,84623,30,0.346,0.731,198173,0.272,0.0274207,A#,0.136,-14.853,Minor,0.0728,117.451,04-Apr,0.584,Blues,B5
empty_field,Victims Of Comfort,1NghHeg0wE32eBYrQBVQXL,104083,26,0.842,0.597,224299,0.255,0.0910254,D,0.105,-12.595,Major,0.0466,115.077,05-Apr,0.375,Blues,B5
Santana,Dar um Jeito (We Will Find a Way) [The Official 2014 FIFA World Cup Anthem] (feat. Avicii & Alexandre Pires),6m1sJMWeAkCG5eECKaGFew,60720,31,0.0251,0.55,228320,0.956,0.000641,F,0.332,-4.175,Minor,0.196,127.998,04-Apr,0.42,Blues,B4
Wolfmother,My Tangerine Dream,6FV7RivrHzOwu6SkLRRYmY,147230,36,0.0247,0.244,316720,0.674,0.00264,F#,0.0967,-6.921,Major,0.0471,141.184,04-Apr,0.309,Blues,B3
Deap Vally,End Of The World,47NGN2PkaBo0ap4XF5LbJ2,139276,27,0.0586,0.286,273721,0.838,6.86e-06,B,0.0543,-3.326,Minor,0.145,155.551,04-Apr,0.496,Blues,B3
Thin Lizzy,Still in Love with You - Live,66cQXuWUSM6vcfRxAPVTtf,149667,27,0.445,0.324,462373,0.47,0.229,B,0.903,-14.555,Major,0.044,136.21,04-Apr,0.357,Blues,B2
Robert Randolph & The Family Band,Find a Way,1ZAyjvIk9YiD76yYy0TEG6,97431,40,0.007,0.442,236787,0.78,0.0696938,F,0.167,-5.576,Major,0.0479,154.001,04-Apr,0.666,Blues,B3
The Heartbeats,A Thousand Miles Away,55yts7rwNfA3hHxrQ4dOWO,161025,34,0.846,0.461,148040,0.271,0.0316588,G,0.12,-10.441,Major,0.0606,166.282,05-Apr,0.425,Blues,B5
Lonnie Mack,The Man in Me,0QoLFuJeadUqLmIP6HDuB5,74270,29,0.517,0.528,188960,0.521,0.12,A#,0.224,-9.978,Major,0.028,132.637,04-Apr,0.741,Blues,B1
Chris Robinson Brotherhood,High Is Not the Top,7DZTG9Go9v5k9xkefSVwaa,184653,26,0.124,0.455,215471,0.695,1.85e-06,D,0.0917,-8.062,Major,0.0307,178.634,04-Apr,0.801,Blues,B3
Ten Years After,Slow Blues in C - Live in Frankfurt,4l0L2GAwa3Z2MFGQyolVf0,158350,37,0.388,0.433,494040,0.38,0.116,F,0.116,-13.754,Major,0.0296,99.564,03-Apr,0.506,Blues,B5
Little Feat,Red Streamliner,7LTxM1MU3RUTAxKpfrCkIM,119841,29,0.307,0.556,287307,0.547,0.00441,F,0.0835,-15.368,Minor,0.0293,157.568,04-Apr,0.895,Blues,B1
empty_field,Segue 2 – Live at Spotify NYC,4WCHpSArnEJrCTOd2HeDxn,166875,27,0.835,0.514,375676,0.477,0.0837477,A,0.694,-18.286,Major,0.884,89.257,01-Apr,0.43,Blues,B4
J.J. Cale,I'll Make Love To You Anytime,0Vbp9n2YaXiQiS2tHLZSKl,92445,39,0.0152,0.734,193493,0.443,7.17e-05,C,0.316,-16.263,Major,0.0473,138.995,04-Apr,0.749,Blues,B1
empty_field,Blue Jean Blues,0BP2RFjKRSmNtkJW3f1nhR,101140,29,0.115,0.473,339600,0.454,0.0129,A,0.0836,-8.505,Minor,0.0436,126.91,03-Apr,0.499,Blues,B3
Jane's Addiction,Ocean Size,6fTdcGsjxlAD9PSkoPaLMX,188043,39,0.0896,0.257,292304,0.901,0.0137,A,0.227,-9.074,Major,0.0832,93.286,04-Apr,0.252,Blues,B3
Billie Holiday,All of You,2aU0IMTya0FnZSUqFJp11I,143826,37,0.469,0.579,150600,0.239,0.0555562,G,0.246,-14.659,Minor,0.0762,120.855,04-Apr,0.545,Blues,B5
Johnny Winter,Be Careful With a Fool,12P7ZJt2vGfvlKCEfpGCMz,134589,46,0.282,0.294,314880,0.736,0.0418,G,0.102,-7.961,Minor,0.151,208.576,03-Apr,0.753,Blues,B3
Ella Fitzgerald,I Still Feel The Same About You,0Bt0b24n6VXPyH2QJH6ayT,135448,32,0.895,0.61,198760,0.117,0.0274207,F,0.0959,-14.947,Major,0.0423,88.459,04-Apr,0.523,Blues,B5
Robert Randolph & The Family Band,Love Do What It Do,22cjunidlQpFUeo56LXxHH,92649,26,0.135,0.474,219747,0.881,8.99e-05,A,0.0722,-6.531,Major,0.0986,162.132,04-Apr,0.738,Blues,B3
Joe Cocker,"Up Where We Belong - From ""An Officer And A Gentleman""",7bC56nBu49S9JiD6GVTClw,121996,66,0.614,0.632,206695,0.305,2.01e-05,D,0.0713,-11.842,Major,0.0326,139.935,04-Apr,0.238,Blues,B5
Foghat,Louisiana Blues,5FWPdgtQACI6DPE2CBPUpm,51241,30,0.00222,0.405,283640,0.89,0.0106,C#,0.567,-7.153,Minor,0.0838,121.781,04-Apr,0.663,Blues,B2
empty_field,I Thought I Heard You Screaming,3QuTLjEgI5v5gL7VxoE05e,129495,27,0.92,0.543,224299,0.0782,2.39e-05,D,0.1,-15.757,Major,0.0322,98.469,04-Apr,0.282,Blues,B5
The Black Angels,Young Men Dead,1Taq7PrHRF7dLCcHTRh2aj,81757,47,0.000203,0.46,332253,0.74,0.0385,D,0.124,-5.849,Major,0.0303,129.611,04-Apr,0.0808,Blues,B3
Chuck Berry,My Ding-A-Ling - Live,3uM3TEH5ncoAOjRD3XgoSR,111397,37,0.791,0.767,223573,0.517,0.000186,E,0.078,-9.908,Major,0.195,144.322,04-Apr,0.846,Blues,B4
Mdou Moctar,Asshet Akal,1W0UPKRpozTdRYqqcBLkAd,206704,29,0.236,0.265,292304,0.704,0.47,F,0.254,-9.083,Minor,0.0432,77.3542,04-Apr,0.513,Blues,B6
Deep Purple,Woman from Tokyo,45dFVMC4gijvG7lw3yNnD8,79788,36,0.14,0.582,348640,0.543,0.00149,A,0.115,-13.045,Major,0.0351,126.99,04-Apr,0.421,Blues,B3
Sir Charles Jones,Expire,4AoCJNpzhk2a0neT5NSbZu,197844,34.4391,0.213,0.793,253312,0.443,0.0880882,B,0.128,-6.055,Major,0.0533,129.883,04-Apr,0.301,Blues,B1
Goodbye June,Man Of The Moment,1ZEpge1j4gAi4R7pU9oor5,95288,43,0.0157,0.395,236544,0.905,0.000935,C#,0.141,-4.078,Major,0.122,155.929,04-Apr,0.351,Blues,B3
Ted Hawkins,Sorry You're Sick,4Lh0WfnJNskf2IrTIuAwYk,116870,34,0.957,0.717,128800,0.248,7.2e-05,G#,0.13,-14.213,Minor,0.0924,141.402,04-Apr,0.78,Blues,B5
Jonny Lang,I Am,7faWy3kAy0GkTqAzkUBhCf,47404,20,0.0375,0.655,305133,0.78,0.038,A#,0.0244,-7.252,Minor,0.0594,97.805,04-Apr,0.956,Blues,B1
Howlin' Wolf,No Place To Go (You Gonna Wreck My Life),7io19rjxOFu3pGuZgBI6Pk,159835,24,0.571,0.707,178733,0.184,1.23e-05,B,0.175,-16.146,Minor,0.0362,135.753,04-Apr,0.745,Blues,B5
Little Feat,Feats Don't Fail Me Now,4GtwsI12udoBup7wWj7uEa,24070,38,0.495,0.628,147667,0.627,3.91e-05,G,0.129,-14.334,Major,0.0349,97.65,04-Apr,0.896,Blues,B1
empty_field,Tired of Being Alone,43mAbdlwkCFKSFF0pvbz4s,139530,65,0.339,0.772,172320,0.397,0.00541,G,0.0753,-8.585,Major,0.0391,97.964,04-Apr,0.617,Blues,B1
empty_field,Rift,40iqc94M52SdqnifRSqRWh,86273,32,0.304,0.403,486253,0.838,0.0125,C,0.622,-9.686,Major,0.0473,151.37,04-Apr,0.578,Blues,B2
Robert Johnson,Sweet Home Chicago - SA.2582-1,524DgsrpqpA5xt1hcxGKtz,205526,29,0.95,0.691,147395,0.0987,0.0930518,E,0.0847,-13.976,Major,0.138,133.188,04-Apr,0.438,Blues,B5
Snooks Eaglin,Alberta,4akPyF1gq6Hu0dWGsd9wqu,62147,29,0.879,0.623,161267,0.304,0.0689,A#,0.122,-14.894,Major,0.0287,99.894,04-Apr,0.48,Blues,B5
Clutch,Lorelei,35iNiYHSzx3sv6XuqYh8HJ,201063,28,0.0893,0.48,348079,0.546,0.111,A,0.0865,-10.831,Major,0.0364,82.207,04-Apr,0.0561,Blues,B3
Merl Saunders,Keepers - Previously Unreleased Take,55IIhk7r8iJCmX0zFhEai5,183009,32,0.00241,0.596,474333,0.723,0.851,G,0.951,-10.201,Major,0.0365,107.25,04-Apr,0.694,Blues,B2
Widespread Panic,And It Stoned Me,7uWTX7EPpu9JnXMb6Zs3RO,159343,42,0.162,0.478,341520,0.62,0.02,A,0.366,-9.887,Major,0.037,160.302,04-Apr,0.573,Blues,B3
Chuck Berry,Reelin' And Rockin',3PcocqQL1Qn6LtUxjSlk4R,155679,36,0.812,0.615,195187,0.721,0.100759,C,0.0674,-6.601,Major,0.0531,170.853,04-Apr,0.949,Blues,B1
empty_field,Sleep Song - Late Show - Live,0Dq9mVpQjKXWWARmfNFtt4,127200,34.6721,0.82,0.535,362930,0.229,0.101,E,0.682,-16.685,Major,0.103,109.006,04-Apr,0.353,Blues,B5
empty_field,Lights Down Low,3jyQkNxhXQURUkCCjQml0P,34988,38,0.872,0.635,140160,0.335,0.602,F#,0.181,-14.186,Minor,0.0831,171.766,04-Apr,0.556,Blues,B5
Warren Haynes,Spots Of Time,14GguNoXEPNCo5YHu2ODAo,153251,29,0.528,0.418,503879,0.716,0.0447,E,0.106,-6.168,Minor,0.0319,110.714,04-Apr,0.581,Blues,B3
Lynyrd Skynyrd,Was I Right Or Wrong,2OsDoAzo5SGq10qwmKSQBv,151803,30,0.112,0.394,325733,0.348,0.0257,G#,0.294,-10.197,Minor,0.036,127.543,04-Apr,0.538,Blues,B3
