instance_id,artist_name,genre
235,Andrew Dice Clay,Comedy
236,Louis Armstrong,Jazz
238,Giacomo Puccini,Opera
239,Mike Bahía,Pop
241,Mulatu Astatke,Jazz
243,Soda Stereo,Alternative
245,Harold Budd,Classical
248,Tom T. Hall,Folk
249,Giuseppe Verdi,Opera
250,Tech N9ne Collabos,Pop
251,Tego Calderon,Hip-Hop
253,David Cross,Comedy
255,Foster The People,Pop
256,Lynyrd Skynyrd,Blues
257,The Weeknd,R&B
258,Nat King Cole,Jazz
261,Mary Mary,R&B
264,Widespread Panic,Blues
265,Silverchair,Alternative
268,Dawes,Folk
270,Fall Out Boy,Pop
276,Ryuichi Sakamoto,Classical
277,Smino,R&B
280,The Black Angels,Blues
281,Carrie Underwood,Pop
282,DJ Nelson,Hip-Hop
283,Reik,Pop
284,Trey Songz,R&B
285,zack villere,Alternative
286,Alanis Morissette,Alternative
287,Ne-Yo,R&B
288,Steve Byrne,Comedy
289,Giuseppe Verdi,Opera
290,"Grover Washington, Jr.",Jazz
291,2 Chainz,Hip-Hop
293,DMX,Hip-Hop
295,The Electric Swing Circus,Jazz
297,Five Finger Death Punch,Alternative
298,Vicetone,Pop
299,Al Green,Blues
301,Noname,R&B
303,Leon Bridges,Blues
305,Mitch Hedberg,Comedy
306,Hanging Valleys,Folk
309,RINI,Alternative
310,Justin Quiles,Hip-Hop
312,Moneybagg Yo,Hip-Hop
313,Aretha Franklin,Blues
317,Mike Posner,Pop
318,Gioachino Rossini,Opera
319,Nine Inch Nails,Alternative
324,K CAMP,R&B
325,Eartha Kitt,Jazz
328,Richard Wagner,Opera
334,Iliza Shlesinger,Comedy
337,Slipknot,Alternative
338,Matt Braunger,Comedy
340,Jon Langston,Pop
341,Little River Band,Folk
343,The Japanese House,Folk
345,Theory of a Deadman,Alternative
346,Kem,R&B
349,tobi lou,Alternative
350,Chuck Berry,Blues
351,BJ The Chicago Kid,Alternative
352,Ivy Queen,Hip-Hop
353,Louis Prima,Blues
355,Montserrat Caballé,Opera
357,Giuseppe Di Stefano,Opera
359,London Symphony Orchestra,Classical
360,Leonard Bernstein,Classical
361,Alice In Chains,Alternative
362,The Wood Brothers,Blues
364,Pretenders,Folk
365,Luigi Boccherini,Classical
366,John Pinette,Comedy
367,Giacomo Puccini,Opera
369,Wilson Meadows,Blues
371,Christopher Titus,Comedy
377,Georges Bizet,Opera
378,Quinn XCII,Pop
379,Two Door Cinema Club,Alternative
380,Tedeschi Trucks Band,Blues
381,The Intruders,Blues
382,The Lawrence Arms,Folk
383,Of Monsters and Men,Folk
385,Charles Gounod,Opera
386,Foxygen,Folk
387,George Carlin,Comedy
388,Daniel Caesar,R&B
389,The Weeknd,R&B
391,12 Stones,Alternative
393,Mo Mandel,Comedy
394,Jordan Rakei,Jazz
395,Crywank,Folk
397,Phoenix,Alternative
399,The Pussycat Dolls,Pop
400,The Japanese House,Folk
402,Madvillain,Alternative
403,Badfinger,Blues
404,Sergei Prokofiev,Classical
405,"Tyler, The Creator",Hip-Hop
406,The Black Crowes,Blues
409,Zero 7,Jazz
410,Grateful Dead,Folk
412,Nobuo Uematsu,Classical
413,A Tribe Called Quest,Jazz
419,Kenny G,Jazz
421,Wolfgang Amadeus Mozart,Classical
422,Welshly Arms,Blues
425,Richard Wagner,Opera
428,Pete Holmes,Comedy
429,Emily King,R&B
430,Doug Stanhope,Comedy
432,Seether,Alternative
433,Gustav Mahler,Classical
436,Dan Cummins,Comedy
437,L.T.D.,Jazz
438,Jermaine Dupri,Hip-Hop
439,Chris Hardwick,Comedy
440,Thomas Tallis,Classical
441,Pete Holmes,Comedy
442,Vincenzo Bellini,Opera
444,24hrs,R&B
445,Roosevelt,Alternative
447,The Toilet Bowl Cleaners,Comedy
448,Giacomo Puccini,Opera
449,Henry Purcell,Classical
457,Daddy Yankee,Hip-Hop
462,Sunni Colon,Alternative
463,Pablo Francisco,Comedy
464,Slum Village,Alternative
467,Lorde,Pop
468,Jack Harlow,Hip-Hop
470,$uicideBoy$,Hip-Hop
471,Iliza Shlesinger,Comedy
472,Rejjie Snow,R&B
473,Shinedown,Alternative
475,little hurricane,Blues
476,Pietro Mascagni,Opera
477,Mac Miller,Hip-Hop
479,Ollie,Hip-Hop
480,Jay Critch,Hip-Hop
481,Jorma Kaukonen,Blues
482,Bill Hicks,Comedy
483,J Alvarez,Hip-Hop
484,Dietrich Buxtehude,Classical
485,Mo' Horizons,Jazz
487,Franz Lehár,Opera
488,Aretha Franklin,Blues
490,In This Moment,Alternative
494,Steve Byrne,Comedy
495,ZZ Top,Blues
499,Marty Robbins,Folk
500,Luigi Boccherini,Classical
501,Damien Rice,Folk
502,Vedo,R&B
503,The Elgins,Blues
506,Link Wray,Blues
508,Yung Bleu,R&B
512,Herbie Mann,Jazz
514,Frédéric Chopin,Classical
517,Otis Redding,Blues
519,Cage The Elephant,Blues
520,Santana,Blues
521,Queens of the Stone Age,Blues
522,Lynyrd Skynyrd,Blues
524,Erykah Badu,R&B
526,Nicky Jam,Hip-Hop
528,Langhorne Slim,Folk
529,Jhene Aiko,R&B
533,Saliva,Alternative
534,J Balvin,Pop
535,Fetty Wap,Hip-Hop
536,Dawes,Folk
537,Phosphorescent,Folk
539,Tone Stith,R&B
540,Marilyn Manson,Alternative
543,Young Scooter,Hip-Hop
544,Panteon Rococo,Alternative
545,De La Ghetto,Hip-Hop
546,Camille Saint-Saëns,Classical
548,G-Eazy,Hip-Hop
551,The National,Folk
552,Justin Quiles,Hip-Hop
553,Joyner Lucas,Hip-Hop
555,Little Feat,Blues
558,Badflower,Alternative
559,Passion Pit,Folk
561,ScHoolboy Q,Hip-Hop
562,Jon Bellion,Pop
563,Lil Wayne,Hip-Hop
564,BluntOne,Jazz
566,Al Madrigal,Comedy
571,The Correspondents,Jazz
572,3 Doors Down,Alternative
574,Phish,Blues
575,Leo Nucci,Opera
576,Giuseppe Verdi,Opera
577,pH-1,R&B
578,Phyllis Hyman,Jazz
579,Sarah Silverman,Comedy
582,Allman Brown,Folk
587,D'Angelo,R&B
591,Halsey,Pop
594,Johann Sebastian Bach,Classical
596,Fantasia,R&B
600,Jhene Aiko,R&B
603,Puddle Of Mudd,Alternative
604,Queens of the Stone Age,Blues
608,Charles Lloyd & The Marvels,Jazz
609,Tomaso Albinoni,Opera
611,Dan Cummins,Comedy
613,Giacomo Puccini,Opera
614,Dr. John,Blues
615,Meek Mill,Hip-Hop
619,Todd Barry,Comedy
621,Black Joe Lewis & The Honeybears,Blues
623,Thirdstory,R&B
625,Demi Lovato,R&B
626,ELHAE,R&B
628,Travis Scott,Pop
631,Whitney Cummings,Comedy
632,Eminem,Hip-Hop
634,Troy Ave,Hip-Hop
637,Andi Smith,Comedy
638,Wisin & Yandel,Hip-Hop
640,6LACK,Hip-Hop
645,Chris Knight,Alternative
646,The Cleftones,Blues
647,Fourplay,Jazz
648,Joe Sample,Jazz
649,Tony Bennett,Jazz
652,City and Colour,Folk
653,D'Angelo,R&B
660,Lil Wayne,Hip-Hop
662,Sammie,R&B
663,Johannes Brahms,Classical
664,G-Eazy,Hip-Hop
667,BANKS,R&B
670,Niccolò Paganini,Classical
671,Gregg Karukas,Jazz
674,De La Ghetto,Hip-Hop
675,Mike Baldwin,Comedy
677,Jorja Smith,R&B
681,Derez De’Shon,R&B
683,Black Star,Alternative
684,Shy Girls,R&B
688,Brad Williams,Comedy
689,Bell Biv DeVoe,Hip-Hop
693,The Menzingers,Folk
694,The Raconteurs,Blues
695,Soda Stereo,Alternative
696,Ivan Ave,Jazz
699,Ben Webster,Jazz
700,Trey Songz,R&B
701,DJ Khaled,R&B
704,Scarlxrd,Hip-Hop
705,Battle Beast,Classical
706,Vance Joy,Folk
707,George Carlin,Comedy
708,Jimi Hendrix,Blues
710,Gustav Holst,Classical
713,Thelonious Monk,Jazz
714,Steve Martin,Comedy
715,Tink,R&B
717,Denis Leary,Comedy
718,Dean Martin,Jazz
719,Sir Charles Jones,Blues
724,Dispatch,Pop
725,Zayde Wølf,Alternative
726,Drake,Hip-Hop
730,Paul Hardcastle,Jazz
732,Kyle Kinane,Comedy
733,Rihanna,R&B
734,YG,Hip-Hop
735,Animal Collective,Folk
736,Future,Hip-Hop
737,Animals As Leaders,Jazz
738,Levon Helm,Blues
739,NF,Hip-Hop
743,The Sweeplings,Folk
744,Chris Tomlin,Alternative
747,Ravi Shankar,Classical
748,Broods,Pop
749,DeBarge,R&B
751,Charles Mingus,Jazz
752,Puscifer,Alternative
753,Drake,Hip-Hop
755,Julian Lage,Jazz
756,Robert Schimmel,Comedy
757,Jazmine Sullivan,R&B
758,Faith No More,Alternative
761,Linkin Park,Alternative
763,Eagles Of Death Metal,Blues
764,Arin Ray,R&B
765,DJ Khaled,R&B
767,Bazanji,Hip-Hop
773,Olivia O'Brien,R&B
774,Andrew Dice Clay,Comedy
776,Janelle Monáe,R&B
778,Freddie King,Blues
779,Richard Wagner,Opera
780,Ski Mask The Slump God,Hip-Hop
781,The Derek Trucks Band,Blues
782,Arin Ray,R&B
784,Loudon Wainwright III,Alternative
785,Berner,Hip-Hop
787,Sam Morril,Comedy
788,DaBaby,Hip-Hop
793,Charles Mingus,Jazz
796,Nobuo Uematsu,Classical
799,anders,R&B
800,Wardruna,Folk
802,Linkin Park,Alternative
803,Kid Rock,Alternative
805,Anita Baker,Jazz
806,Gustav Mahler,Classical
808,Wolfgang Amadeus Mozart,Classical
809,Coco Celis,Comedy
810,Gregory Porter,Jazz
812,Melody Gardot,Jazz
813,Giuseppe Verdi,Opera
815,The Who,Blues
816,Jean-Philippe Rameau,Opera
817,Charli XCX,R&B
818,Andrew Belle,Folk
820,Arin Ray,R&B
821,Eric Bellinger,R&B
823,Tom Papa,Comedy
825,Little Walter,Blues
827,Andrew Dice Clay,Comedy
828,Drake,Hip-Hop
832,Giacomo Puccini,Opera
833,LION BABE,R&B
834,Black Pistol Fire,Blues
835,Ray Charles,Blues
838,Nicki Minaj,Pop
839,Dennis Miller,Comedy
840,Gioachino Rossini,Opera
842,Doris Day,Jazz
845,Fuel,Pop
846,Jim Gaffigan,Comedy
847,City and Colour,Folk
849,T Bird and the Breaks,Blues
850,Patti LaBelle,R&B
853,Mario,R&B
854,Nazareth,Blues
855,$uicideBoy$,Hip-Hop
857,Anderson East,Blues
858,Clutch,Blues
859,The Front Bottoms,Alternative
860,Prince Royce,Pop
862,Charles Gounod,Opera
863,Beyoncé,R&B
865,Tech N9ne,Hip-Hop
872,DJ Khaled,R&B
873,George Lopez,Comedy
874,Weezer,Alternative
875,Morcheeba,Jazz
876,Dispatch,Pop
878,"Blood, Sweat & Tears",Blues
880,Justin Timberlake,Pop
881,Trombone Shorty,Jazz
882,Joe Goddard,Alternative
883,The Cinematic Orchestra,Jazz
884,Kllo,R&B
885,Black Veil Brides,Alternative
887,Bas,Hip-Hop
890,Richard Wagner,Opera
891,Rascal Flatts,Pop
893,Mocky,Jazz
894,Kurt Metzger,Comedy
896,The Black Crowes,Blues
897,Q-Tip,Hip-Hop
900,Icy Narco,Hip-Hop
902,The Flatliners,Folk
903,Bruno Mars,Pop
905,Jessie J,R&B
906,Ski Mask The Slump God,Hip-Hop
911,Buffalo Springfield,Blues
913,Kanye West,Pop
915,Hollywood Undead,Alternative
916,Lil Wayne,Hip-Hop
917,Andy Williams,Jazz
918,Steve Harvey,Comedy
920,Lukas Nelson and Promise of the Real,Blues
922,Liquid Tension Experiment,Classical
923,Wale,R&B
924,Giacomo Puccini,Opera
925,One Direction,Pop
927,Mariah Carey,R&B
928,YG,Hip-Hop
929,Logic,Hip-Hop
932,Kari Jobe,Alternative
934,Future,Hip-Hop
935,Lil Durk,Hip-Hop
936,Alicia Keys,R&B
937,Axian,Jazz
938,Hoodie Allen,Pop
940,Sam Evian,Folk
941,Fuego,Hip-Hop
942,Russ,Hip-Hop
943,Gotan Project,Jazz
945,Aretha Franklin,Blues
946,John Pinette,Comedy
948,The Zombies,Folk
949,The White Stripes,Blues
950,Kodak Black,Hip-Hop
952,Peggy Lee,Jazz
953,Rich Brian,Hip-Hop
954,Kurt Vile,Folk
957,Ghostemane,Hip-Hop
958,Alvin Lee,Blues
960,Mariah Carey,R&B
961,Christopher Titus,Comedy
962,Quinn XCII,Pop
963,Tommy Genesis,R&B
965,Baron Vaughn,Comedy
966,Jacob Lee,Folk
968,George Frideric Handel,Classical
969,Marc E. Bassy,R&B
970,Hurray For The Riff Raff,Folk
971,Count Basie,Jazz
974,Ludwig van Beethoven,Classical
976,Lil Uzi Vert,Pop
977,A R I Z O N A,Pop
979,Canned Heat,Blues
980,The Avett Brothers,Folk
981,Smokepurpp,Hip-Hop
983,Drake,Hip-Hop
985,Johnnyswim,Folk
986,KB,Hip-Hop
992,"Harry Connick, Jr.",Jazz
994,Kota the Friend,R&B
995,Nengo Flow,Hip-Hop
996,Keb' Mo',Blues
999,Desmond Cheese,Jazz
1000,Trey Songz,R&B
1001,Carl Philipp Emanuel Bach,Classical
1002,Richard Wagner,Opera
1004,J.J. Cale,Blues
1006,Anthony Evans,R&B
1009,K-Ci & JoJo,R&B
1012,Roberto Alagna,Opera
1013,Alina Baraz,R&B
1015,Kurupt,Hip-Hop
1016,Belly,Hip-Hop
1017,Margaret Cho,Comedy
1024,Elley Duhé,R&B
1025,Drake,Hip-Hop
1026,Sage The Gemini,Hip-Hop
1031,George Lopez,Comedy
1032,Umberto Giordano,Opera
1039,Ruben Gonzalez,Jazz
1040,Caamp,Folk
1041,AJJ,Folk
1042,Billy Lemos,R&B
1044,ZZ Top,Blues
1046,Jethro Tull,Blues
1047,Jessie Ware,R&B
1048,Eminem,Hip-Hop
1050,Billie Eilish,Pop
1052,Luther Vandross,R&B
1053,Eric Bellinger,R&B
1054,"Tyler, The Creator",Hip-Hop
1055,Aretha Franklin,Blues
1061,Seth Ennis,Pop
1062,Jethro Tull,Blues
1063,G Herbo,Hip-Hop
1064,Lionel Hampton,Jazz
1068,Mat Kearney,Folk
1073,Jimmy Durante,Jazz
1078,Quicksilver Messenger Service,Blues
1079,Andrea Bocelli,Classical
1080,J Balvin,Pop
1081,Sonic Youth,Blues
1082,The Weeknd,R&B
1083,Jay Mohr,Comedy
1085,Natalia Lafourcade,Alternative
1087,Sik-K,R&B
1089,Keyshia Cole,R&B
1090,Franz Liszt,Classical
1091,Iamsu!,Hip-Hop
1093,Bryce Vine,Pop
1094,Kehlani,R&B
1096,Drake,Hip-Hop
1098,Tucka,Blues
1099,Rihanna,R&B
1100,Widespread Panic,Blues
1103,Mahalia,R&B
1105,BADBADNOTGOOD,Jazz
1106,Johann Sebastian Bach,Classical
1109,John Maus,Folk
1112,Ludwig van Beethoven,Classical
1114,John Mulaney,Comedy
1118,Dane Cook,Comedy
1119,Giuseppe Verdi,Opera
1122,Anjelah Johnson,Comedy
1124,Halestorm,Alternative
1126,Giacomo Puccini,Opera
1127,Robert Plant,Blues
1128,Phish,Blues
1133,Edie Brickell & New Bohemians,Folk
1137,François Couperin,Classical
1139,Gavin DeGraw,Pop
1140,Chad Daniels,Comedy
1141,Ravyn Lenae,R&B
1143,Cultura Profética,Alternative
1144,Fattburger,Jazz
1150,Pablo Francisco,Comedy
1151,Billy Stewart,Blues
1152,Soda Stereo,Alternative
1153,Floetry,R&B
1154,Mac Ayres,R&B
1157,The Japanese House,Folk
1161,Little Mix,R&B
1162,tusken.,Jazz
1163,Jerry Garcia,Blues
1164,Teddy Pendergrass,R&B
1166,"Orchestra Del Teatro Alla Scala, Milano",Opera
1168,Norman Brown,Jazz
1170,Katt Williams,Comedy
1171,Joe Hertz,R&B
1172,St. Vincent,Folk
1173,Benjamin Francis Leftwich,Folk
1176,Ludwig van Beethoven,Classical
1178,Vincenzo Bellini,Opera
1180,Soul Coughing,Alternative
1182,Soda Stereo,Alternative
1183,Busta Rhymes,Hip-Hop
1184,Dr. Dre,Pop
1185,Dexter Gordon,Jazz
1186,Joshua Hyslop,Folk
1187,Avant,Hip-Hop
1189,PARTYNEXTDOOR,R&B
1190,Tyler Farr,Pop
1191,Freddie Jackson,R&B
1192,Thievery Corporation,Jazz
1193,MadeinTYO,Hip-Hop
1194,Bill Hicks,Comedy
1196,Jhay Cortez,Hip-Hop
1201,Flyleaf,Alternative
1203,Ibeyi,Alternative
1204,Pete Molinari,Blues
1206,August Alsina,R&B
1207,Tove Lo,R&B
1208,Bill Evans Trio,Jazz
1209,Elley Duhé,R&B
1210,Nicky Jam,Hip-Hop
1211,Richard Wagner,Opera
1212,Ariana Grande,Pop
1213,Justin Townes Earle,Blues
1214,Erykah Badu,R&B
1215,Robben Ford,Blues
1216,2 Chainz,Hip-Hop
1218,Brothers Osborne,Pop
1219,Giacomo Puccini,Opera
1220,Doug Stanhope,Comedy
1221,Styx,Folk
1222,Jacquees,R&B
1223,Cherish,Hip-Hop
1224,Meek Mill,Hip-Hop
1226,B.o.B,R&B
1227,Vince Staples,Hip-Hop
1229,Archie Bell & The Drells,Blues
1231,Brian Culbertson,Jazz
1232,Richard Wagner,Opera
1233,Gioachino Rossini,Opera
1234,Nicki Minaj,Pop
1236,Stan Forebee,Jazz
1237,Mariah Carey,R&B
1238,Nobuo Uematsu,Classical
1239,Local Natives,Folk
1240,Nick Drake,Folk
1241,Georges Bizet,Opera
1243,The Band,Blues
1244,Death Grips,Hip-Hop
1247,Frédéric Chopin,Classical
1248,Anton Rubinstein,Classical
1249,Ivy Queen,Hip-Hop
1251,Emmylou Harris,Folk
1252,Pete Holmes,Comedy
1255,Kelsey Lu,R&B
1256,Phish,Blues
1257,Jay Prince,R&B
1258,Steve Hofstetter,Comedy
1259,Patton Oswalt,Comedy
1261,Duckwrth,Alternative
1266,B.o.B,R&B
1268,Rise Against,Alternative
1269,Vincenzo Bellini,Opera
1270,Kenny Wayne Shepherd,Blues
1273,Travis Scott,Pop
1276,The Dead Weather,Blues
1277,Jeff Bernat,R&B
1281,New Order,Alternative
1283,Metro Boomin,Hip-Hop
1284,Sharon Jones & The Dap-Kings,Jazz
1288,Katchafire,Hip-Hop
1291,Bo Diddley,Blues
1292,Luther Vandross,R&B
1294,Drake,Hip-Hop
1296,Giuseppe Verdi,Opera
1297,Ray Charles,Blues
1298,Langhorne Slim,Folk
1300,Fat Freddy's Drop,Jazz
1301,T.K. Soul,Blues
1302,Lil Yachty,Hip-Hop
1303,Hal Sparks,Comedy
1304,SG Lewis,R&B
1305,Lil Yachty,Hip-Hop
1306,Gustav Mahler,Classical
1307,The Marshall Tucker Band,Blues
1309,Future,Hip-Hop
1311,Ollie,Hip-Hop
1312,Col3trane,R&B
1313,Loco,R&B
1315,Engelbert Humperdinck,Opera
1316,Breaking Benjamin,Alternative
1318,Fruit Bats,Folk
1319,Hue,R&B
1320,Renata Tebaldi,Opera
1321,Joe Rogan,Comedy
1322,The Offspring,Alternative
1323,Hannibal Buress,Comedy
1324,Nat King Cole,Jazz
1326,Matthew Sweet,Alternative
1327,The Supremes,Folk
1328,Arturo Márquez,Classical
1330,Georges Bizet,Opera
1331,Jean-Baptiste Lully,Opera
1333,Frank Ocean,Alternative
1336,Giacomo Puccini,Opera
1337,Eagles Of Death Metal,Blues
1339,Belle & Sebastian,Folk
1340,Smino,R&B
1342,DMX,Hip-Hop
1343,Lemaitre,Alternative
1346,Maldy,Hip-Hop
1349,The Goo Goo Dolls,Alternative
1350,Hollywood Undead,Alternative
1351,Summer Walker,Alternative
1353,G-Eazy,Hip-Hop
1354,Mongo Santamaria,Jazz
1356,Nick Wilson,Folk
1358,André Laplante,Classical
1362,Sergei Rachmaninoff,Classical
1363,Giacomo Puccini,Opera
1364,John Philip Sousa,Classical
1365,Tony Dize,Hip-Hop
1368,Bass Santana,Hip-Hop
1369,Duckwrth,Alternative
1370,Vince Staples,Hip-Hop
1371,Richard Wagner,Opera
1372,Niccolò Paganini,Classical
1373,Imaginary Future,Folk
1374,Toro y Moi,R&B
1376,Korn,Alternative
1377,Mike Bahía,Pop
1379,Christopher Titus,Comedy
1380,Tory Lanez,Hip-Hop
1382,Flitz&Suppe,Jazz
1384,Taj Mahal,Blues
1386,Jim Breuer,Comedy
1387,Cassadee Pope,Pop
1389,Jorja Smith,R&B
1390,AFI,Alternative
1392,HAIM,Folk
1393,Anna Netrebko,Opera
1394,Mary J. Blige,R&B
1395,Don Omar,Hip-Hop
1396,Gioachino Rossini,Opera
1399,Busta Rhymes,Hip-Hop
1400,Kendrick Lamar,Hip-Hop
1402,Michael Jackson,Pop
1404,Meek Mill,Hip-Hop
1405,REO Speedwagon,Folk
1406,Steve Martin,Comedy
1409,Mac Miller,Hip-Hop
1410,Maxwell,Pop
1413,Lil Wayne,Hip-Hop
1415,The War On Drugs,Folk
1417,Chuck Mangione,Jazz
1418,YBN Cordae,Hip-Hop
1423,Nicola Porpora,Opera
1424,Bo Burnham,Comedy
1426,"Earth, Wind & Fire",Jazz
1427,Marilyn Horne,Opera
1429,Brent Faiyaz,R&B
1430,Joe Walsh,Blues
1431,Steve Miller Band,Blues
1433,Xzibit,Hip-Hop
1434,Radiohead,Alternative
1436,Darryl Lenox,Comedy
1437,Calle 13,Alternative
1438,The Skatalites,Jazz
1439,Wolfgang Amadeus Mozart,Classical
1440,De La Ghetto,Hip-Hop
1441,Elmore James,Blues
1442,Ratatat,Alternative
1446,Isaac Albéniz,Classical
1447,José Carreras,Opera
1451,Majid Jordan,R&B
1452,Cage The Elephant,Blues
1453,JAHKOY,R&B
1454,Meghan Trainor,R&B
1458,Chevelle,Alternative
1459,Meghan Trainor,R&B
1460,Akon,R&B
1461,Gary Burton,Jazz
1462,Gorillaz,Alternative
1463,Jeremih,R&B
1464,Jeezy,Hip-Hop
1467,Logic,Hip-Hop
1469,Lil Xan,Hip-Hop
1471,Future,Hip-Hop
1472,Tenth Avenue North,Alternative
1473,Antonio Vivaldi,Classical
1476,Kygo,Pop
1477,The Internet,R&B
1478,Nat King Cole,Jazz
1479,Matt Braunger,Comedy
1480,Alejandro Escovedo,Folk
1481,Ellie Goulding,R&B
1482,Mike Jones,Hip-Hop
1483,Stephen Lynch,Comedy
1485,Daddy Yankee,Hip-Hop
1487,Ludwig van Beethoven,Classical
1488,Brandy,R&B
1489,Redd Foxx,Comedy
1490,Jennifer Hudson,R&B
1492,Warren Hill,Jazz
1495,Lady Gaga,Pop
1496,Aer,Pop
1498,Default,Pop
1500,Artifacts,Alternative
1505,Jacques Offenbach,Opera
1506,Eminem,Hip-Hop
1508,Jeremih,R&B
1509,Shakewell,Hip-Hop
1511,Drake,Hip-Hop
1512,Georges Bizet,Opera
1513,Georges Bizet,Opera
1514,Teyana Taylor,R&B
1515,Léo Delibes,Opera
1519,Wilco,Folk
1522,Myq Kaplan,Comedy
1525,Nina Simone,Blues
1527,Aretha Franklin,Blues
1529,Jeezy,Hip-Hop
1530,Don Omar,Hip-Hop
1531,John Legend,R&B
1532,Eric Clapton,Blues
1533,Pyotr Ilyich Tchaikovsky,Classical
1535,Kathleen Madigan,Comedy
1538,Wolfgang Amadeus Mozart,Classical
1539,El Gran Combo De Puerto Rico,Jazz
1542,Madison Beer,R&B
1544,Josh Sneed,Comedy
1546,Taylor Swift,Pop
1549,Tank,R&B
1550,Acoustic Alchemy,Jazz
1551,Jean-Philippe Rameau,Opera
1552,Olivia O'Brien,R&B
1553,50 Cent,Hip-Hop
1556,Billy Joel,Folk
1558,Joyner Lucas,Hip-Hop
1560,Merl Saunders,Blues
1561,Eddie Griffin,Comedy
1565,Machine Gun Kelly,Hip-Hop
1566,blackbear,Pop
